secondaryidentifier,symbol,briefdescription,primaryidentifier,length,id,name,scoretype,score,description,chromosomeid,chromosomelocationid,organismid,downstreamintergenicregionid,upstreamintergenicregionid,sequenceid,sequenceontologytermid,class
gene.39932,,,PF13_0261,1320,2019950,,,,,2014270,2019949,1000026,,,5011627,1000081,org.intermine.model.bio.Gene
gene.39544,,,PF13_0245,1788,2019957,,,,,2014270,2019956,1000026,,,5011629,1000081,org.intermine.model.bio.Gene
gene.39977,,,MAL13P1.253,805,2019964,,,,,2014270,2019963,1000026,,,5011631,1000081,org.intermine.model.bio.Gene
gene.40835,,,MAL13P1.286,5191,2019977,,,,,2014270,2019976,1000026,,,5011636,1000081,org.intermine.model.bio.Gene
gene.40860,,,MAL13P1.287,843,2019994,,,,,2014270,2019993,1000026,,,5011643,1000081,org.intermine.model.bio.Gene
gene.34642,,,MAL13P1.2,1277,2020005,,,,,2014270,2020004,1000026,,,5011647,1000081,org.intermine.model.bio.Gene
gene.35257,,,MAL13P1.33,1404,2020014,,,,,2014270,2020013,1000026,,,5011650,1000081,org.intermine.model.bio.Gene
gene.35010,,,MAL13P1.20,1041,2020027,,,,,2014270,2020026,1000026,,,5011655,1000081,org.intermine.model.bio.Gene
gene.34797,,,MAL13P1.62,574,2020042,,,,,2014270,2020041,1000026,,,5011661,1000081,org.intermine.model.bio.Gene
gene.35061,,,PF13_0020,1955,2020051,,,,,2014270,2020050,1000026,,,5011664,1000081,org.intermine.model.bio.Gene
gene.35155,,,PF13_0028,1128,2020060,,,,,2014270,2020059,1000026,,,5011667,1000081,org.intermine.model.bio.Gene
gene.35468,,,PF13_0045,387,2020069,,,,,2014270,2020068,1000026,,,5011670,1000081,org.intermine.model.bio.Gene
gene.34933,,,PF13_0017,963,2020078,,,,,2014270,2020077,1000026,,,5011673,1000081,org.intermine.model.bio.Gene
gene.35521,,,MAL13P1.42,3056,2020085,,,,,2014270,2020084,1000026,,,5011675,1000081,org.intermine.model.bio.Gene
gene.35968,,,MAL13P1.66,8703,2020118,,,,,2014270,2020117,1000026,,,5011690,1000081,org.intermine.model.bio.Gene
gene.36414,,,MAL13P1.89,270,2020125,,,,,2014270,2020124,1000026,,,5011692,1000081,org.intermine.model.bio.Gene
gene.36835,,,MAL13P1.119,3329,2020132,,,,,2014270,2020131,1000026,,,5011694,1000081,org.intermine.model.bio.Gene
gene.37413,,,PF13_0148,14666,2020155,,,,,2014270,2020154,1000026,,,5011704,1000081,org.intermine.model.bio.Gene
gene.37445,,,MAL13P1.360,1629,2020164,,,,,2014270,2020163,1000026,,,5011707,1000081,org.intermine.model.bio.Gene
gene.37477,,,MAL13P1.154,1482,2020171,,,,,2014270,2020170,1000026,,,5011709,1000081,org.intermine.model.bio.Gene
gene.37497,,,PF13_0161,5388,2020190,,,,,2014270,2020189,1000026,,,5011717,1000081,org.intermine.model.bio.Gene
gene.37536,,,PF13_0158,816,2020197,,,,,2014270,2020196,1000026,,,5011719,1000081,org.intermine.model.bio.Gene
gene.37602,,,MAL13P1.150,1503,2020204,,,,,2014270,2020203,1000026,,,5011721,1000081,org.intermine.model.bio.Gene
gene.37614,,,MAL13P1.149,2029,2020211,,,,,2014270,2020210,1000026,,,5011723,1000081,org.intermine.model.bio.Gene
gene.37625,,,PF13_0152,822,2020234,,,,,2014270,2020233,1000026,,,5011733,1000081,org.intermine.model.bio.Gene
gene.37639,,,PF13_0150,7619,2020241,,,,,2014270,2020240,1000026,,,5011735,1000081,org.intermine.model.bio.Gene
gene.37725,,,PF13_0149,1749,2020256,,,,,2014270,2020255,1000026,,,5011741,1000081,org.intermine.model.bio.Gene
gene.38359,,,PF13_0198,9607,2020263,,,,,2014270,2020262,1000026,,,5011743,1000081,org.intermine.model.bio.Gene
gene.38391,,,MAL13P1.177,1955,2020272,,,,,2014270,2020271,1000026,,,5011746,1000081,org.intermine.model.bio.Gene
gene.38156,,,PF13_0182,5517,2020287,,,,,2014270,2020286,1000026,,,5011752,1000081,org.intermine.model.bio.Gene
gene.38407,,,PF13_0199,5217,2020294,,,,,2014270,2020293,1000026,,,5011754,1000081,org.intermine.model.bio.Gene
gene.37958,,,MAL13P1.167,830,2020305,,,,,2014270,2020304,1000026,,,5011758,1000081,org.intermine.model.bio.Gene
gene.38195,,,PF13_0184,4008,2020314,,,,,2014270,2020313,1000026,,,5011761,1000081,org.intermine.model.bio.Gene
gene.37977,,,PF13_0169,1863,2020321,,,,,2014270,2020320,1000026,,,5011763,1000081,org.intermine.model.bio.Gene
gene.38257,,,PF13_0189,2952,2020328,,,,,2014270,2020327,1000026,,,5011765,1000081,org.intermine.model.bio.Gene
gene.38284,,,MAL13P1.173,930,2020335,,,,,2014270,2020334,1000026,,,5011767,1000081,org.intermine.model.bio.Gene
gene.38497,,,PF13_0204,1161,2020342,,,,,2014270,2020341,1000026,,,5011769,1000081,org.intermine.model.bio.Gene
gene.38507,,,PF13_0205,2202,2020349,,,,,2014270,2020348,1000026,,,5011771,1000081,org.intermine.model.bio.Gene
gene.38318,,,MAL13P1.175,141,2020358,,,,,2014270,2020357,1000026,,,5011774,1000081,org.intermine.model.bio.Gene
gene.38093,,,PF13_0177,1473,2020365,,,,,2014270,2020364,1000026,,,5011776,1000081,org.intermine.model.bio.Gene
gene.35554,,,MAL13P1.43,1083,2020372,,,,,2014270,2020371,1000026,,,5011778,1000081,org.intermine.model.bio.Gene
gene.36028,,,MAL13P1.69,1220,2020379,,,,,2014270,2020378,1000026,,,5011780,1000081,org.intermine.model.bio.Gene
gene.36036,,,MAL13P1.70,10399,2020388,,,,,2014270,2020387,1000026,,,5011783,1000081,org.intermine.model.bio.Gene
gene.36458,,,MAL13P1.95,585,2020399,,,,,2014270,2020398,1000026,,,5011787,1000081,org.intermine.model.bio.Gene
gene.35606,,,PF13_0051,630,2020406,,,,,2014270,2020405,1000026,,,5011789,1000081,org.intermine.model.bio.Gene
gene.35673,,,MAL13P1.50,618,2020413,,,,,2014270,2020412,1000026,,,5011791,1000081,org.intermine.model.bio.Gene
gene.36536,,,PF13_0102,1956,2020420,,,,,2014270,2020419,1000026,,,5011793,1000081,org.intermine.model.bio.Gene
gene.36968,,,MAL13P1.125,1325,2020427,,,,,2014270,2020426,1000026,,,5011795,1000081,org.intermine.model.bio.Gene
gene.36161,,,PF13_0085,1104,2020438,,,,,2014270,2020437,1000026,,,5011799,1000081,org.intermine.model.bio.Gene
gene.36184,,,MAL13P1.79,1366,2020445,,,,,2014270,2020444,1000026,,,5011801,1000081,org.intermine.model.bio.Gene
gene.36614,,,MAL13P1.105,2577,2020454,,,,,2014270,2020453,1000026,,,5011804,1000081,org.intermine.model.bio.Gene
gene.37011,,,MAL13P1.127,1130,2020461,,,,,2014270,2020460,1000026,,,5011806,1000081,org.intermine.model.bio.Gene
gene.37056,,,PF13_0131,1059,2020470,,,,,2014270,2020469,1000026,,,5011809,1000081,org.intermine.model.bio.Gene
gene.36263,,,PF13_0089,4806,2020477,,,,,2014270,2020476,1000026,,,5011811,1000081,org.intermine.model.bio.Gene
gene.37186,,,MAL13P1.134,4484,2020484,,,,,2014270,2020483,1000026,,,5011813,1000081,org.intermine.model.bio.Gene
gene.36357,,,PF13_0096,1923,2020505,,,,,2014270,2020504,1000026,,,5011822,1000081,org.intermine.model.bio.Gene
gene.36770,,,MAL13P1.115,583,2020512,,,,,2014270,2020511,1000026,,,5011824,1000081,org.intermine.model.bio.Gene
gene.36775,,,MAL13P1.116,10044,2020523,,,,,2014270,2020522,1000026,,,5011828,1000081,org.intermine.model.bio.Gene
gene.37252,,,PF13_0142,234,2020530,,,,,2014270,2020529,1000026,,,5011830,1000081,org.intermine.model.bio.Gene
gene.35913,,,PF13_0071,1689,2020537,,,,,2014270,2020536,1000026,,,5011832,1000081,org.intermine.model.bio.Gene
gene.38649,,,PF13_0212,660,2020544,,,,,2014270,2020543,1000026,,,5011834,1000081,org.intermine.model.bio.Gene
gene.38655,,,MAL13P1.189,3891,2020551,,,,,2014270,2020550,1000026,,,5011836,1000081,org.intermine.model.bio.Gene
gene.38690,,,PF13_0213,666,2020596,,,,,2014270,2020595,1000026,,,5011857,1000081,org.intermine.model.bio.Gene
gene.38709,,,MAL13P1.191,2155,2020603,,,,,2014270,2020602,1000026,,,5011859,1000081,org.intermine.model.bio.Gene
gene.38897,,,PF13_0222,1728,2020624,,,,,2014270,2020623,1000026,,,5011868,1000081,org.intermine.model.bio.Gene
gene.38978,,,PF13_0227,1537,2020631,,,,,2014270,2020630,1000026,,,5011870,1000081,org.intermine.model.bio.Gene
gene.39038,,,PF13_0232,1322,2020650,,,,,2014270,2020649,1000026,,,5011878,1000081,org.intermine.model.bio.Gene
gene.39095,,,PF13_0235,11577,2020659,,,,,2014270,2020658,1000026,,,5011881,1000081,org.intermine.model.bio.Gene
gene.40535,,,PF13_0297,1218,2020666,,,,,2014270,2020665,1000026,,,5011883,1000081,org.intermine.model.bio.Gene
gene.40566,,,PF13_0300,772,2020673,,,,,2014270,2020672,1000026,,,5011885,1000081,org.intermine.model.bio.Gene
gene.40995,,,PF13_0315,1948,2020682,,,,,2014270,2020681,1000026,,,5011888,1000081,org.intermine.model.bio.Gene
gene.41047,,,MAL13P1.297,1016,2020691,,,,,2014270,2020690,1000026,,,5011891,1000081,org.intermine.model.bio.Gene
gene.41316,,,PF13_0329,600,2020702,,,,,2014270,2020701,1000026,,,5011895,1000081,org.intermine.model.bio.Gene
gene.41337,,,PF13_0330,1452,2020709,,,,,2014270,2020708,1000026,,,5011897,1000081,org.intermine.model.bio.Gene
gene.41346,,,PF13_0331,570,2020716,,,,,2014270,2020715,1000026,,,5011899,1000081,org.intermine.model.bio.Gene
gene.41399,,,MAL13P1.315,4155,2020723,,,,,2014270,2020722,1000026,,,5011901,1000081,org.intermine.model.bio.Gene
gene.41697,,,PF13_0346,727,2020730,,,,,2014270,2020729,1000026,,,5011903,1000081,org.intermine.model.bio.Gene
gene.41982,,,PF13_0357,2493,2020739,,,,,2014270,2020738,1000026,,,5011906,1000081,org.intermine.model.bio.Gene
gene.42090,,,MAL13_tRNA_Trp1,72,2020746,,,,,2014270,2020745,1000026,,,5011908,1000081,org.intermine.model.bio.Gene
gene.41542,,,PF13_0339,5442,2020753,,,,,2014270,2020752,1000026,,,5011910,1000081,org.intermine.model.bio.Gene
gene.41569,,,MAL13P1.323,9798,2020760,,,,,2014270,2020759,1000026,,,5011912,1000081,org.intermine.model.bio.Gene
gene.41836,,,MAL13P1.339,1387,2020767,,,,,2014270,2020766,1000026,,,5011914,1000081,org.intermine.model.bio.Gene
gene.41843,,,MAL13P1.340,1273,2020780,,,,,2014270,2020779,1000026,,,5011919,1000081,org.intermine.model.bio.Gene
gene.42098,,,MAL13_tRNA_Cys1,72,2020793,,,,,2014270,2020792,1000026,,,5011924,1000081,org.intermine.model.bio.Gene
gene.42156,,,MAL13P1.460,490,2020800,,,,,2014270,2020799,1000026,,,5011926,1000081,org.intermine.model.bio.Gene
gene.42172,,,MAL13P1.475,2003,2020813,,,,,2014270,2020812,1000026,,,5011931,1000081,org.intermine.model.bio.Gene
gene.42199,,,MAL13P1.490,1084,2020822,,,,,2014270,2020821,1000026,,,5011934,1000081,org.intermine.model.bio.Gene
gene.39323,,,MAL13P1.220,1248,2020835,,,,,2014270,2020834,1000026,,,5011939,1000081,org.intermine.model.bio.Gene
gene.40158,,,MAL13P1.264,2389,2020842,,,,,2014270,2020841,1000026,,,5011941,1000081,org.intermine.model.bio.Gene
gene.40191,,,PF13_0272,973,2020863,,,,,2014270,2020862,1000026,,,5011950,1000081,org.intermine.model.bio.Gene
gene.39453,,,MAL13P1.228,1239,2020872,,,,,2014270,2020871,1000026,,,5011953,1000081,org.intermine.model.bio.Gene
gene.40740,,,PF13_0307,3540,2020881,,,,,2014270,2020880,1000026,,,5011956,1000081,org.intermine.model.bio.Gene
gene.39514,,,MAL13P1.234,18362,2020888,,,,,2014270,2020887,1000026,,,5011958,1000081,org.intermine.model.bio.Gene
gene.39562,,,PF13_0248,1320,2020897,,,,,2014270,2020896,1000026,,,5011961,1000081,org.intermine.model.bio.Gene
gene.39568,,,PF13_0249,756,2020904,,,,,2014270,2020903,1000026,,,5011963,1000081,org.intermine.model.bio.Gene
gene.39958,,,PF13_0262,1989,2020911,,,,,2014270,2020910,1000026,,,5011965,1000081,org.intermine.model.bio.Gene
gene.40008,,,MAL13P1.254,958,2020920,,,,,2014270,2020919,1000026,,,5011968,1000081,org.intermine.model.bio.Gene
gene.34698,,,MAL13P1.6,1076,2020929,,,,,2014270,2020928,1000026,,,5011971,1000081,org.intermine.model.bio.Gene
gene.34752,,,PF13_0073,1301,2020940,,,,,2014270,2020939,1000026,,,5011975,1000081,org.intermine.model.bio.Gene
gene.35019,,,MAL13P1.21,3378,2020949,,,,,2014270,2020948,1000026,,,5011978,1000081,org.intermine.model.bio.Gene
gene.35295,,,PF13_0035,3036,2020962,,,,,2014270,2020961,1000026,,,5011983,1000081,org.intermine.model.bio.Gene
gene.34779,,,MAL13P1.61,974,2020969,,,,,2014270,2020968,1000026,,,5011985,1000081,org.intermine.model.bio.Gene
gene.35075,,,MAL13P1.25,3873,2020978,,,,,2014270,2020977,1000026,,,5011988,1000081,org.intermine.model.bio.Gene
gene.35356,,,PF13_0041,3708,2020985,,,,,2014270,2020984,1000026,,,5011990,1000081,org.intermine.model.bio.Gene
gene.35111,,,PF13_0025,1263,2020992,,,,,2014270,2020991,1000026,,,5011992,1000081,org.intermine.model.bio.Gene
gene.34895,,,PF13_0015,2403,2020999,,,,,2014270,2020998,1000026,,,5011994,1000081,org.intermine.model.bio.Gene
gene.34905,,,PF13_0016,892,2021006,,,,,2014270,2021005,1000026,,,5011996,1000081,org.intermine.model.bio.Gene
gene.35174,,,PF13_0031,1712,2021015,,,,,2014270,2021014,1000026,,,5011999,1000081,org.intermine.model.bio.Gene
gene.35978,,,MAL13P1.67,1998,2021024,,,,,2014270,2021023,1000026,,,5012002,1000081,org.intermine.model.bio.Gene
gene.36005,,,PF13_0078,5311,2021031,,,,,2014270,2021030,1000026,,,5012004,1000081,org.intermine.model.bio.Gene
gene.36407,,,PF13_0099,618,2021040,,,,,2014270,2021039,1000026,,,5012007,1000081,org.intermine.model.bio.Gene
gene.37268,,,PF13_0144,1512,2021047,,,,,2014270,2021046,1000026,,,5012009,1000081,org.intermine.model.bio.Gene
gene.37314,,,MAL13P1.139,589,2021058,,,,,2014270,2021057,1000026,,,5012013,1000081,org.intermine.model.bio.Gene
gene.37563,,,PF13_0156,813,2021067,,,,,2014270,2021066,1000026,,,5012016,1000081,org.intermine.model.bio.Gene
gene.37574,,,PF13_0155,8583,2021074,,,,,2014270,2021073,1000026,,,5012018,1000081,org.intermine.model.bio.Gene
gene.37801,,,MAL13P1.158,2124,2021087,,,,,2014270,2021086,1000026,,,5012023,1000081,org.intermine.model.bio.Gene
gene.37807,,,MAL13P1.159,1647,2021096,,,,,2014270,2021095,1000026,,,5012026,1000081,org.intermine.model.bio.Gene
gene.37950,,,PF13_0167,1346,2021117,,,,,2014270,2021116,1000026,,,5012035,1000081,org.intermine.model.bio.Gene
gene.38219,,,PF13_0186,705,2021126,,,,,2014270,2021125,1000026,,,5012038,1000081,org.intermine.model.bio.Gene
gene.38247,,,PF13_0188,1338,2021133,,,,,2014270,2021132,1000026,,,5012040,1000081,org.intermine.model.bio.Gene
gene.38274,,,PF13_0191,1380,2021140,,,,,2014270,2021139,1000026,,,5012042,1000081,org.intermine.model.bio.Gene
gene.38289,,,PF13_0192,2199,2021147,,,,,2014270,2021146,1000026,,,5012044,1000081,org.intermine.model.bio.Gene
gene.38321,,,PF13_0196,1143,2021156,,,,,2014270,2021155,1000026,,,5012047,1000081,org.intermine.model.bio.Gene
gene.38551,,,MAL13P1.186,3618,2021163,,,,,2014270,2021162,1000026,,,5012049,1000081,org.intermine.model.bio.Gene
gene.35543,,,PF13_0048,3522,2021170,,,,,2014270,2021169,1000026,,,5012051,1000081,org.intermine.model.bio.Gene
gene.36487,,,MAL13P1.96,3814,2021177,,,,,2014270,2021176,1000026,,,5012053,1000081,org.intermine.model.bio.Gene
gene.36947,,,MAL13P1.124,4904,2021186,,,,,2014270,2021185,1000026,,,5012056,1000081,org.intermine.model.bio.Gene
gene.35626,,,PF13_0054,1048,2021197,,,,,2014270,2021196,1000026,,,5012060,1000081,org.intermine.model.bio.Gene
gene.35661,,,PF13_0055,744,2021206,,,,,2014270,2021205,1000026,,,5012063,1000081,org.intermine.model.bio.Gene
gene.36111,,,PF13_0082,1025,2021213,,,,,2014270,2021212,1000026,,,5012065,1000081,org.intermine.model.bio.Gene
gene.36128,,,MAL13P1.75,2195,2021226,,,,,2014270,2021225,1000026,,,5012070,1000081,org.intermine.model.bio.Gene
gene.36551,,,PF13_0103,1746,2021239,,,,,2014270,2021238,1000026,,,5012075,1000081,org.intermine.model.bio.Gene
gene.36556,,,PF13_0104,2883,2021246,,,,,2014270,2021245,1000026,,,5012077,1000081,org.intermine.model.bio.Gene
gene.37007,,,PF13_0127,1539,2021253,,,,,2014270,2021252,1000026,,,5012079,1000081,org.intermine.model.bio.Gene
gene.36191,,,MAL13P1.80,292,2021260,,,,,2014270,2021259,1000026,,,5012081,1000081,org.intermine.model.bio.Gene
gene.37028,,,PF13_0128,1030,2021269,,,,,2014270,2021268,1000026,,,5012084,1000081,org.intermine.model.bio.Gene
gene.35727,,,PF13_0059,912,2021278,,,,,2014270,2021277,1000026,,,5012087,1000081,org.intermine.model.bio.Gene
gene.36628,,,MAL13P1.107,4461,2021285,,,,,2014270,2021284,1000026,,,5012089,1000081,org.intermine.model.bio.Gene
gene.36711,,,PF13_0120,4329,2021292,,,,,2014270,2021291,1000026,,,5012091,1000081,org.intermine.model.bio.Gene
gene.37131,,,MAL13P1.131,1542,2021299,,,,,2014270,2021298,1000026,,,5012093,1000081,org.intermine.model.bio.Gene
gene.35822,,,MAL13P1.55,480,2021306,,,,,2014270,2021305,1000026,,,5012095,1000081,org.intermine.model.bio.Gene
gene.35884,,,MAL13P1.57,1261,2021313,,,,,2014270,2021312,1000026,,,5012097,1000081,org.intermine.model.bio.Gene
gene.36348,,,MAL13P1.88,2877,2021324,,,,,2014270,2021323,1000026,,,5012101,1000081,org.intermine.model.bio.Gene
gene.46311,,,PFA0210c,1401,2000005,,,,,2000003,2000004,1000026,,,5012104,1000081,org.intermine.model.bio.Gene
gene.46316,,,PFA0215w,7080,2000014,,,,,2000003,2000013,1000026,,,5012106,1000081,org.intermine.model.bio.Gene
gene.46329,,,PFA0230c,768,2000021,,,,,2000003,2000020,1000026,,,5012108,1000081,org.intermine.model.bio.Gene
gene.46134,,,PFA0035c,204,2000028,,,,,2000003,2000027,1000026,,,5012110,1000081,org.intermine.model.bio.Gene
gene.46197,,,PFA0110w,3464,2000035,,,,,2000003,2000034,1000026,,,5012112,1000081,org.intermine.model.bio.Gene
gene.46346,,,PFA0250w,432,2000044,,,,,2000003,2000043,1000026,,,5012115,1000081,org.intermine.model.bio.Gene
gene.46352,,,PFA0260c,670,2000051,,,,,2000003,2000050,1000026,,,5012117,1000081,org.intermine.model.bio.Gene
gene.46413,,,PFA0330w,4305,2000060,,,,,2000003,2000059,1000026,,,5012120,1000081,org.intermine.model.bio.Gene
gene.46431,,,PFA0345w,1327,2000067,,,,,2000003,2000066,1000026,,,5012122,1000081,org.intermine.model.bio.Gene
gene.46442,,,PFA0350w,2183,2000084,,,,,2000003,2000083,1000026,,,5012129,1000081,org.intermine.model.bio.Gene
gene.46732,,,PFA0610c,810,2000109,,,,,2000003,2000108,1000026,,,5012140,1000081,org.intermine.model.bio.Gene
gene.46738,,,PFA0615w,687,2000118,,,,,2000003,2000117,1000026,,,5012143,1000081,org.intermine.model.bio.Gene
gene.46754,,,PFA0630c,1910,2000127,,,,,2000003,2000126,1000026,,,5012146,1000081,org.intermine.model.bio.Gene
gene.46814,,,PFA0695c,882,2000136,,,,,2000003,2000135,1000026,,,5012149,1000081,org.intermine.model.bio.Gene
gene.46836,,,PFA0720w,697,2000143,,,,,2000003,2000142,1000026,,,5012151,1000081,org.intermine.model.bio.Gene
gene.46850,,,PFA0735w,1004,2000156,,,,,2000003,2000155,1000026,,,5012156,1000081,org.intermine.model.bio.Gene
gene.46332,,,PFA0235w,4556,2000165,,,,,2000003,2000164,1000026,,,5012159,1000081,org.intermine.model.bio.Gene
gene.46121,,,PFA0020w,1274,2000174,,,,,2000003,2000173,1000026,,,5012162,1000081,org.intermine.model.bio.Gene
gene.46201,,,PFA0115w,506,2000183,,,,,2000003,2000182,1000026,,,5012165,1000081,org.intermine.model.bio.Gene
gene.46224,,,PFA0135w,968,2000192,,,,,2000003,2000191,1000026,,,5012168,1000081,org.intermine.model.bio.Gene
gene.46270,,,PFA0180w,5100,2000201,,,,,2000003,2000200,1000026,,,5012171,1000081,org.intermine.model.bio.Gene
gene.46374,,,PFA0285c,2780,2000214,,,,,2000003,2000213,1000026,,,5012176,1000081,org.intermine.model.bio.Gene
gene.46454,,,PFA0360c,1307,2000223,,,,,2000003,2000222,1000026,,,5012179,1000081,org.intermine.model.bio.Gene
gene.46466,,,PFA0370w,462,2000232,,,,,2000003,2000231,1000026,,,5012182,1000081,org.intermine.model.bio.Gene
gene.46477,,,PFA0380w,4786,2000239,,,,,2000003,2000238,1000026,,,5012184,1000081,org.intermine.model.bio.Gene
gene.46528,,,PFA0430c,3898,2000248,,,,,2000003,2000247,1000026,,,5012187,1000081,org.intermine.model.bio.Gene
gene.46549,,,PFA0440w,675,2000261,,,,,2000003,2000260,1000026,,,5012192,1000081,org.intermine.model.bio.Gene
gene.46556,,,PFA0450c,699,2000268,,,,,2000003,2000267,1000026,,,5012194,1000081,org.intermine.model.bio.Gene
gene.46559,,,PFA0455c,1198,2000275,,,,,2000003,2000274,1000026,,,5012196,1000081,org.intermine.model.bio.Gene
gene.46728,,,MAL1_28s,4104,2000284,,,,,2000003,2000283,1000026,,,5012199,1000081,org.intermine.model.bio.Gene
gene.46758,,,PFA0635c,1937,2000291,,,,,2000003,2000290,1000026,,,5012201,1000081,org.intermine.model.bio.Gene
gene.46830,,,PFA0715c,788,2000300,,,,,2000003,2000299,1000026,,,5012204,1000081,org.intermine.model.bio.Gene
gene.46324,,,PFA0225w,1608,2000309,,,,,2000003,2000308,1000026,,,5012207,1000081,org.intermine.model.bio.Gene
gene.46336,,,PFA0240w,2136,2000316,,,,,2000003,2000315,1000026,,,5012209,1000081,org.intermine.model.bio.Gene
gene.46168,,,PFA0080c,1342,2000323,,,,,2000003,2000322,1000026,,,5012211,1000081,org.intermine.model.bio.Gene
gene.46211,,,PFA0125c,5050,2000332,,,,,2000003,2000331,1000026,,,5012214,1000081,org.intermine.model.bio.Gene
gene.46219,,,PFA0130c,2374,2000345,,,,,2000003,2000344,1000026,,,5012219,1000081,org.intermine.model.bio.Gene
gene.46362,,,PFA0270c,1035,2000356,,,,,2000003,2000355,1000026,,,5012223,1000081,org.intermine.model.bio.Gene
gene.46378,,,PFA0290w,1771,2000363,,,,,2000003,2000362,1000026,,,5012225,1000081,org.intermine.model.bio.Gene
gene.46407,,,PFA0320w,4236,2000372,,,,,2000003,2000371,1000026,,,5012228,1000081,org.intermine.model.bio.Gene
gene.46460,,,PFA0365c,654,2000379,,,,,2000003,2000378,1000026,,,5012230,1000081,org.intermine.model.bio.Gene
gene.46520,,,PFA0425c,1632,2000388,,,,,2000003,2000387,1000026,,,5012233,1000081,org.intermine.model.bio.Gene
gene.46563,,,PFA0460c,649,2000405,,,,,2000003,2000404,1000026,,,5012240,1000081,org.intermine.model.bio.Gene
gene.46580,,,PFA0480w,1728,2000414,,,,,2000003,2000413,1000026,,,5012243,1000081,org.intermine.model.bio.Gene
gene.46607,,,PFA0490w,705,2000421,,,,,2000003,2000420,1000026,,,5012245,1000081,org.intermine.model.bio.Gene
gene.46676,,,PFA0560c,747,2000428,,,,,2000003,2000427,1000026,,,5012247,1000081,org.intermine.model.bio.Gene
gene.46697,,,PFA0580c,1885,2000435,,,,,2000003,2000434,1000026,,,5012249,1000081,org.intermine.model.bio.Gene
gene.46709,,,PFA0590w,5469,2000448,,,,,2000003,2000447,1000026,,,5012254,1000081,org.intermine.model.bio.Gene
gene.46716,,,MAL1_ITS1,394,2000455,,,,,2000003,2000454,1000026,,,5012256,1000081,org.intermine.model.bio.Gene
gene.46750,,,PFA0625w,4833,2000462,,,,,2000003,2000461,1000026,,,5012258,1000081,org.intermine.model.bio.Gene
gene.46771,,,PFA0650w,2952,2000471,,,,,2000003,2000470,1000026,,,5012261,1000081,org.intermine.model.bio.Gene
gene.46821,,,PFA0705c,958,2000480,,,,,2000003,2000479,1000026,,,5012264,1000081,org.intermine.model.bio.Gene
gene.46117,,,PFA0015c,4141,2000487,,,,,2000003,2000486,1000026,,,5012266,1000081,org.intermine.model.bio.Gene
gene.46128,,,PFA0030c,1229,2000496,,,,,2000003,2000495,1000026,,,5012269,1000081,org.intermine.model.bio.Gene
gene.46155,,,PFA0060w,803,2000505,,,,,2000003,2000504,1000026,,,5012272,1000081,org.intermine.model.bio.Gene
gene.46175,,,PFA0090c,975,2000514,,,,,2000003,2000513,1000026,,,5012275,1000081,org.intermine.model.bio.Gene
gene.46401,,,PFA0315w,949,2000523,,,,,2000003,2000522,1000026,,,5012278,1000081,org.intermine.model.bio.Gene
gene.46499,,,PFA0405w,1971,2000536,,,,,2000003,2000535,1000026,,,5012283,1000081,org.intermine.model.bio.Gene
gene.46517,,,PFA0420w,540,2000543,,,,,2000003,2000542,1000026,,,5012285,1000081,org.intermine.model.bio.Gene
gene.46571,,,PFA0470c,726,2000550,,,,,2000003,2000549,1000026,,,5012287,1000081,org.intermine.model.bio.Gene
gene.46644,,,PFA0530c,561,2000561,,,,,2000003,2000560,1000026,,,5012291,1000081,org.intermine.model.bio.Gene
gene.46669,,,PFA0555c,1767,2000568,,,,,2000003,2000567,1000026,,,5012293,1000081,org.intermine.model.bio.Gene
gene.46692,,,PFA0575c,604,2000583,,,,,2000003,2000582,1000026,,,5012299,1000081,org.intermine.model.bio.Gene
gene.46764,,,PFA0640c,1497,2000594,,,,,2000003,2000593,1000026,,,5012303,1000081,org.intermine.model.bio.Gene
gene.46856,,,PFA0740w,1339,2000603,,,,,2000003,2000602,1000026,,,5012306,1000081,org.intermine.model.bio.Gene
gene.46869,,,PFA0755w,433,2000612,,,,,2000003,2000611,1000026,,,5012309,1000081,org.intermine.model.bio.Gene
gene.46876,,,PFA0765c,7504,2000619,,,,,2000003,2000618,1000026,,,5012311,1000081,org.intermine.model.bio.Gene
gene.46297,,,PFA0195w,1728,2000628,,,,,2000003,2000627,1000026,,,5012314,1000081,org.intermine.model.bio.Gene
gene.46125,,,PFA0025c,112,2000635,,,,,2000003,2000634,1000026,,,5012316,1000081,org.intermine.model.bio.Gene
gene.46137,,,PFA0040w,1232,2000642,,,,,2000003,2000641,1000026,,,5012318,1000081,org.intermine.model.bio.Gene
gene.46181,,,PFA0095c,1179,2000651,,,,,2000003,2000650,1000026,,,5012321,1000081,org.intermine.model.bio.Gene
gene.46187,,,PFA0100c,721,2000660,,,,,2000003,2000659,1000026,,,5012324,1000081,org.intermine.model.bio.Gene
gene.46207,,,PFA0120c,1152,2000673,,,,,2000003,2000672,1000026,,,5012329,1000081,org.intermine.model.bio.Gene
gene.46253,,,PFA0165c,3471,2000682,,,,,2000003,2000681,1000026,,,5012332,1000081,org.intermine.model.bio.Gene
gene.46258,,,PFA0170c,4863,2000693,,,,,2000003,2000692,1000026,,,5012336,1000081,org.intermine.model.bio.Gene
gene.46366,,,PFA0275c,4114,2000700,,,,,2000003,2000699,1000026,,,5012338,1000081,org.intermine.model.bio.Gene
