secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,exon.32310,77,2012164,,,,2009465,2012163,1000026,5007705,2000012,org.intermine.model.bio.Exon
,,exon.32315,74,2012166,,,,2009465,2012165,1000026,5007706,2000012,org.intermine.model.bio.Exon
,,exon.32317,480,2012168,,,,2009465,2012167,1000026,5007707,2000012,org.intermine.model.bio.Exon
,,exon.32325,3529,2012170,,,,2009465,2012169,1000026,5007708,2000012,org.intermine.model.bio.Exon
,,exon.32328,2035,2012172,,,,2009465,2012171,1000026,5007709,2000012,org.intermine.model.bio.Exon
,,exon.32300,226,2012174,,,,2009465,2012173,1000026,5007710,2000012,org.intermine.model.bio.Exon
,,exon.32313,1179,2012176,,,,2009465,2012175,1000026,5007711,2000012,org.intermine.model.bio.Exon
,,exon.32302,261,2012178,,,,2009465,2012177,1000026,5007712,2000012,org.intermine.model.bio.Exon
,,exon.32486,5358,2012184,,,,2009465,2012183,1000026,5007713,2000012,org.intermine.model.bio.Exon
,,exon.32545,2184,2012190,,,,2009465,2012189,1000026,5007714,2000012,org.intermine.model.bio.Exon
,,exon.32596,1146,2012196,,,,2009465,2012195,1000026,5007715,2000012,org.intermine.model.bio.Exon
,,exon.32597,18,2012198,,,,2009465,2012197,1000026,5007716,2000012,org.intermine.model.bio.Exon
,,exon.32601,216,2012204,,,,2009465,2012203,1000026,5007717,2000012,org.intermine.model.bio.Exon
,,exon.32600,168,2012206,,,,2009465,2012205,1000026,5007718,2000012,org.intermine.model.bio.Exon
,,exon.32670,18,2012212,,,,2009465,2012211,1000026,5007719,2000012,org.intermine.model.bio.Exon
,,exon.32672,285,2012214,,,,2009465,2012213,1000026,5007720,2000012,org.intermine.model.bio.Exon
,,exon.32671,195,2012216,,,,2009465,2012215,1000026,5007721,2000012,org.intermine.model.bio.Exon
,,exon.32674,26,2012218,,,,2009465,2012217,1000026,5007722,2000012,org.intermine.model.bio.Exon
,,exon.32673,42,2012220,,,,2009465,2012219,1000026,5007723,2000012,org.intermine.model.bio.Exon
,,exon.32669,35,2012222,,,,2009465,2012221,1000026,5007724,2000012,org.intermine.model.bio.Exon
,,exon.32668,44,2012224,,,,2009465,2012223,1000026,5007725,2000012,org.intermine.model.bio.Exon
,,exon.33078,573,2012230,,,,2009465,2012229,1000026,5007726,2000012,org.intermine.model.bio.Exon
gene.33092,,PFL0972c,601,2012232,,,,2009465,2012231,1000026,5007727,1000081,org.intermine.model.bio.Gene
,,exon.33094,601,2012237,,,,2009465,2012236,1000026,5007728,2000012,org.intermine.model.bio.Exon
,,exon.33877,229,2012243,,,,2009465,2012242,1000026,5007729,2000012,org.intermine.model.bio.Exon
,,exon.33878,1124,2012245,,,,2009465,2012244,1000026,5007730,2000012,org.intermine.model.bio.Exon
,,exon.33876,120,2012247,,,,2009465,2012246,1000026,5007731,2000012,org.intermine.model.bio.Exon
,,exon.33893,61,2012253,,,,2009465,2012252,1000026,5007732,2000012,org.intermine.model.bio.Exon
,,exon.33894,395,2012255,,,,2009465,2012254,1000026,5007733,2000012,org.intermine.model.bio.Exon
,,exon.34294,1513,2012261,,,,2009465,2012260,1000026,5007734,2000012,org.intermine.model.bio.Exon
,,exon.34293,1106,2012263,,,,2009465,2012262,1000026,5007735,2000012,org.intermine.model.bio.Exon
,,exon.34320,858,2012269,,,,2009465,2012268,1000026,5007736,2000012,org.intermine.model.bio.Exon
,,exon.34416,138,2012275,,,,2009465,2012274,1000026,5007737,2000012,org.intermine.model.bio.Exon
,,exon.34415,396,2012277,,,,2009465,2012276,1000026,5007738,2000012,org.intermine.model.bio.Exon
gene.34468,,2277.pre-tRNA-Val-1,73,2012279,,,,2009465,2012278,1000026,5007739,1000081,org.intermine.model.bio.Gene
,,exon.34470,73,2012284,,,,2009465,2012283,1000026,5007740,2000012,org.intermine.model.bio.Exon
,,exon.34479,4200,2012290,,,,2009465,2012289,1000026,5007741,2000012,org.intermine.model.bio.Exon
,,exon.34481,1245,2012292,,,,2009465,2012291,1000026,5007742,2000012,org.intermine.model.bio.Exon
,,exon.34482,248,2012294,,,,2009465,2012293,1000026,5007743,2000012,org.intermine.model.bio.Exon
,,exon.34483,402,2012296,,,,2009465,2012295,1000026,5007744,2000012,org.intermine.model.bio.Exon
,,exon.34478,126,2012298,,,,2009465,2012297,1000026,5007745,2000012,org.intermine.model.bio.Exon
,,exon.34480,135,2012300,,,,2009465,2012299,1000026,5007746,2000012,org.intermine.model.bio.Exon
,,exon.34484,168,2012302,,,,2009465,2012301,1000026,5007747,2000012,org.intermine.model.bio.Exon
,,exon.34485,124,2012304,,,,2009465,2012303,1000026,5007748,2000012,org.intermine.model.bio.Exon
,,exon.34575,48,2012310,,,,2009465,2012309,1000026,5007749,2000012,org.intermine.model.bio.Exon
,,exon.34574,840,2012312,,,,2009465,2012311,1000026,5007750,2000012,org.intermine.model.bio.Exon
,,exon.33539,239,2012318,,,,2009465,2012317,1000026,5007751,2000012,org.intermine.model.bio.Exon
,,exon.33531,178,2012320,,,,2009465,2012319,1000026,5007752,2000012,org.intermine.model.bio.Exon
,,exon.33533,139,2012322,,,,2009465,2012321,1000026,5007753,2000012,org.intermine.model.bio.Exon
,,exon.33537,112,2012324,,,,2009465,2012323,1000026,5007754,2000012,org.intermine.model.bio.Exon
,,exon.33535,110,2012326,,,,2009465,2012325,1000026,5007755,2000012,org.intermine.model.bio.Exon
,,exon.33540,166,2012328,,,,2009465,2012327,1000026,5007756,2000012,org.intermine.model.bio.Exon
,,exon.33532,85,2012330,,,,2009465,2012329,1000026,5007757,2000012,org.intermine.model.bio.Exon
,,exon.33530,191,2012332,,,,2009465,2012331,1000026,5007758,2000012,org.intermine.model.bio.Exon
,,exon.33536,128,2012334,,,,2009465,2012333,1000026,5007759,2000012,org.intermine.model.bio.Exon
,,exon.33534,4595,2012336,,,,2009465,2012335,1000026,5007760,2000012,org.intermine.model.bio.Exon
,,exon.33538,99,2012338,,,,2009465,2012337,1000026,5007761,2000012,org.intermine.model.bio.Exon
,,exon.32780,94,2012344,,,,2009465,2012343,1000026,5007762,2000012,org.intermine.model.bio.Exon
,,exon.32776,102,2012346,,,,2009465,2012345,1000026,5007763,2000012,org.intermine.model.bio.Exon
,,exon.32777,216,2012348,,,,2009465,2012347,1000026,5007764,2000012,org.intermine.model.bio.Exon
,,exon.32782,280,2012350,,,,2009465,2012349,1000026,5007765,2000012,org.intermine.model.bio.Exon
,,exon.32775,326,2012352,,,,2009465,2012351,1000026,5007766,2000012,org.intermine.model.bio.Exon
,,exon.32779,2145,2012354,,,,2009465,2012353,1000026,5007767,2000012,org.intermine.model.bio.Exon
,,exon.32781,235,2012356,,,,2009465,2012355,1000026,5007768,2000012,org.intermine.model.bio.Exon
,,exon.32778,141,2012358,,,,2009465,2012357,1000026,5007769,2000012,org.intermine.model.bio.Exon
,,exon.32774,160,2012360,,,,2009465,2012359,1000026,5007770,2000012,org.intermine.model.bio.Exon
,,exon.32798,4134,2012366,,,,2009465,2012365,1000026,5007771,2000012,org.intermine.model.bio.Exon
,,exon.33166,2529,2012372,,,,2009465,2012371,1000026,5007772,2000012,org.intermine.model.bio.Exon
,,exon.33594,49,2012378,,,,2009465,2012377,1000026,5007773,2000012,org.intermine.model.bio.Exon
,,exon.33590,139,2012380,,,,2009465,2012379,1000026,5007774,2000012,org.intermine.model.bio.Exon
,,exon.33593,84,2012382,,,,2009465,2012381,1000026,5007775,2000012,org.intermine.model.bio.Exon
,,exon.33589,202,2012384,,,,2009465,2012383,1000026,5007776,2000012,org.intermine.model.bio.Exon
,,exon.33591,69,2012386,,,,2009465,2012385,1000026,5007777,2000012,org.intermine.model.bio.Exon
,,exon.33592,52,2012388,,,,2009465,2012387,1000026,5007778,2000012,org.intermine.model.bio.Exon
,,exon.33588,47,2012390,,,,2009465,2012389,1000026,5007779,2000012,org.intermine.model.bio.Exon
,,exon.33601,2859,2012396,,,,2009465,2012395,1000026,5007780,2000012,org.intermine.model.bio.Exon
,,exon.33965,3099,2012402,,,,2009465,2012401,1000026,5007781,2000012,org.intermine.model.bio.Exon
gene.33991,,PFL1965w,993,2012404,,,,2009465,2012403,1000026,5007782,1000081,org.intermine.model.bio.Gene
,,exon.33993,64,2012409,,,,2009465,2012408,1000026,5007783,2000012,org.intermine.model.bio.Exon
,,exon.33995,480,2012411,,,,2009465,2012410,1000026,5007784,2000012,org.intermine.model.bio.Exon
,,exon.33994,161,2012413,,,,2009465,2012412,1000026,5007785,2000012,org.intermine.model.bio.Exon
,,exon.32826,282,2012419,,,,2009465,2012418,1000026,5007786,2000012,org.intermine.model.bio.Exon
,,exon.32841,193,2012425,,,,2009465,2012424,1000026,5007787,2000012,org.intermine.model.bio.Exon
,,exon.32842,248,2012427,,,,2009465,2012426,1000026,5007788,2000012,org.intermine.model.bio.Exon
,,exon.32852,111,2012433,,,,2009465,2012432,1000026,5007789,2000012,org.intermine.model.bio.Exon
,,exon.32853,426,2012435,,,,2009465,2012434,1000026,5007790,2000012,org.intermine.model.bio.Exon
,,exon.33236,3669,2012441,,,,2009465,2012440,1000026,5007791,2000012,org.intermine.model.bio.Exon
,,exon.33627,1088,2012447,,,,2009465,2012446,1000026,5007792,2000012,org.intermine.model.bio.Exon
,,exon.33626,1021,2012449,,,,2009465,2012448,1000026,5007793,2000012,org.intermine.model.bio.Exon
,,exon.33630,1497,2012455,,,,2009465,2012454,1000026,5007794,2000012,org.intermine.model.bio.Exon
,,exon.34009,6772,2012461,,,,2009465,2012460,1000026,5007795,2000012,org.intermine.model.bio.Exon
,,exon.34011,103,2012463,,,,2009465,2012462,1000026,5007796,2000012,org.intermine.model.bio.Exon
,,exon.34010,55,2012465,,,,2009465,2012464,1000026,5007797,2000012,org.intermine.model.bio.Exon
,,exon.34040,2031,2012471,,,,2009465,2012470,1000026,5007798,2000012,org.intermine.model.bio.Exon
,,exon.34046,207,2012477,,,,2009465,2012476,1000026,5007799,2000012,org.intermine.model.bio.Exon
,,exon.32857,469,2012483,,,,2009465,2012482,1000026,5007800,2000012,org.intermine.model.bio.Exon
,,exon.32858,782,2012485,,,,2009465,2012484,1000026,5007801,2000012,org.intermine.model.bio.Exon
,,exon.32856,312,2012487,,,,2009465,2012486,1000026,5007802,2000012,org.intermine.model.bio.Exon
,,exon.32881,129,2012493,,,,2009465,2012492,1000026,5007803,2000012,org.intermine.model.bio.Exon
,,exon.32880,51,2012495,,,,2009465,2012494,1000026,5007804,2000012,org.intermine.model.bio.Exon
,,exon.32879,150,2012497,,,,2009465,2012496,1000026,5007805,2000012,org.intermine.model.bio.Exon
,,exon.33256,702,2012503,,,,2009465,2012502,1000026,5007806,2000012,org.intermine.model.bio.Exon
,,exon.33257,120,2012505,,,,2009465,2012504,1000026,5007807,2000012,org.intermine.model.bio.Exon
,,exon.33266,1170,2012511,,,,2009465,2012510,1000026,5007808,2000012,org.intermine.model.bio.Exon
,,exon.33271,107,2012517,,,,2009465,2012516,1000026,5007809,2000012,org.intermine.model.bio.Exon
,,exon.33269,183,2012519,,,,2009465,2012518,1000026,5007810,2000012,org.intermine.model.bio.Exon
,,exon.33270,166,2012521,,,,2009465,2012520,1000026,5007811,2000012,org.intermine.model.bio.Exon
,,exon.33272,123,2012523,,,,2009465,2012522,1000026,5007812,2000012,org.intermine.model.bio.Exon
,,exon.33682,408,2012529,,,,2009465,2012528,1000026,5007813,2000012,org.intermine.model.bio.Exon
,,exon.34061,165,2012535,,,,2009465,2012534,1000026,5007814,2000012,org.intermine.model.bio.Exon
,,exon.34063,339,2012537,,,,2009465,2012536,1000026,5007815,2000012,org.intermine.model.bio.Exon
,,exon.34064,362,2012539,,,,2009465,2012538,1000026,5007816,2000012,org.intermine.model.bio.Exon
,,exon.34062,487,2012541,,,,2009465,2012540,1000026,5007817,2000012,org.intermine.model.bio.Exon
,,exon.33325,830,2012547,,,,2009465,2012546,1000026,5007818,2000012,org.intermine.model.bio.Exon
,,exon.33326,211,2012549,,,,2009465,2012548,1000026,5007819,2000012,org.intermine.model.bio.Exon
,,exon.33700,16125,2012555,,,,2009465,2012554,1000026,5007820,2000012,org.intermine.model.bio.Exon
,,exon.33702,157,2012557,,,,2009465,2012556,1000026,5007821,2000012,org.intermine.model.bio.Exon
,,exon.33701,38,2012559,,,,2009465,2012558,1000026,5007822,2000012,org.intermine.model.bio.Exon
,,exon.33724,2965,2012565,,,,2009465,2012564,1000026,5007823,2000012,org.intermine.model.bio.Exon
,,exon.33723,1045,2012567,,,,2009465,2012566,1000026,5007824,2000012,org.intermine.model.bio.Exon
,,exon.33725,2092,2012569,,,,2009465,2012568,1000026,5007825,2000012,org.intermine.model.bio.Exon
,,exon.34105,45,2012575,,,,2009465,2012574,1000026,5007826,2000012,org.intermine.model.bio.Exon
,,exon.34108,53,2012577,,,,2009465,2012576,1000026,5007827,2000012,org.intermine.model.bio.Exon
,,exon.34101,36,2012579,,,,2009465,2012578,1000026,5007828,2000012,org.intermine.model.bio.Exon
,,exon.34102,58,2012581,,,,2009465,2012580,1000026,5007829,2000012,org.intermine.model.bio.Exon
,,exon.34107,109,2012583,,,,2009465,2012582,1000026,5007830,2000012,org.intermine.model.bio.Exon
,,exon.34104,227,2012585,,,,2009465,2012584,1000026,5007831,2000012,org.intermine.model.bio.Exon
,,exon.34106,87,2012587,,,,2009465,2012586,1000026,5007832,2000012,org.intermine.model.bio.Exon
,,exon.34103,66,2012589,,,,2009465,2012588,1000026,5007833,2000012,org.intermine.model.bio.Exon
,,exon.32968,3360,2012595,,,,2009465,2012594,1000026,5007834,2000012,org.intermine.model.bio.Exon
,,exon.33362,1752,2012601,,,,2009465,2012600,1000026,5007835,2000012,org.intermine.model.bio.Exon
,,exon.33380,1911,2012607,,,,2009465,2012606,1000026,5007836,2000012,org.intermine.model.bio.Exon
,,exon.33387,81,2012613,,,,2009465,2012612,1000026,5007837,2000012,org.intermine.model.bio.Exon
,,exon.33386,726,2012615,,,,2009465,2012614,1000026,5007838,2000012,org.intermine.model.bio.Exon
,,exon.33385,111,2012617,,,,2009465,2012616,1000026,5007839,2000012,org.intermine.model.bio.Exon
,,exon.33383,156,2012619,,,,2009465,2012618,1000026,5007840,2000012,org.intermine.model.bio.Exon
,,exon.33384,72,2012621,,,,2009465,2012620,1000026,5007841,2000012,org.intermine.model.bio.Exon
,,exon.34152,2433,2012627,,,,2009465,2012626,1000026,5007842,2000012,org.intermine.model.bio.Exon
,,exon.34177,2000,2012633,,,,2009465,2012632,1000026,5007843,2000012,org.intermine.model.bio.Exon
,,exon.34176,59,2012635,,,,2009465,2012634,1000026,5007844,2000012,org.intermine.model.bio.Exon
,,exon.34175,74,2012637,,,,2009465,2012636,1000026,5007845,2000012,org.intermine.model.bio.Exon
,,exon.34174,34,2012639,,,,2009465,2012638,1000026,5007846,2000012,org.intermine.model.bio.Exon
,,exon.34173,62,2012641,,,,2009465,2012640,1000026,5007847,2000012,org.intermine.model.bio.Exon
,,exon.32994,1059,2012647,,,,2009465,2012646,1000026,5007848,2000012,org.intermine.model.bio.Exon
,,exon.33403,3489,2012653,,,,2009465,2012652,1000026,5007849,2000012,org.intermine.model.bio.Exon
,,exon.33422,3279,2012659,,,,2009465,2012658,1000026,5007850,2000012,org.intermine.model.bio.Exon
,,exon.34187,4449,2012665,,,,2009465,2012664,1000026,5007851,2000012,org.intermine.model.bio.Exon
,,exon.33436,2457,2012671,,,,2009465,2012670,1000026,5007852,2000012,org.intermine.model.bio.Exon
,,exon.33440,2945,2012677,,,,2009465,2012676,1000026,5007853,2000012,org.intermine.model.bio.Exon
,,exon.33439,229,2012679,,,,2009465,2012678,1000026,5007854,2000012,org.intermine.model.bio.Exon
,,exon.33837,377,2012685,,,,2009465,2012684,1000026,5007855,2000012,org.intermine.model.bio.Exon
,,exon.33836,82,2012687,,,,2009465,2012686,1000026,5007856,2000012,org.intermine.model.bio.Exon
,,exon.32294,975,2012693,,,,2009465,2012692,1000026,5007857,2000012,org.intermine.model.bio.Exon
,,exon.32389,1671,2012699,,,,2009465,2012698,1000026,5007858,2000012,org.intermine.model.bio.Exon
,,exon.32429,105,2012705,,,,2009465,2012704,1000026,5007859,2000012,org.intermine.model.bio.Exon
,,exon.32431,77,2012707,,,,2009465,2012706,1000026,5007860,2000012,org.intermine.model.bio.Exon
,,exon.32435,9,2012709,,,,2009465,2012708,1000026,5007861,2000012,org.intermine.model.bio.Exon
,,exon.32434,45,2012711,,,,2009465,2012710,1000026,5007862,2000012,org.intermine.model.bio.Exon
,,exon.32436,82,2012713,,,,2009465,2012712,1000026,5007863,2000012,org.intermine.model.bio.Exon
,,exon.32432,44,2012715,,,,2009465,2012714,1000026,5007864,2000012,org.intermine.model.bio.Exon
,,exon.32430,81,2012717,,,,2009465,2012716,1000026,5007865,2000012,org.intermine.model.bio.Exon
,,exon.32433,127,2012719,,,,2009465,2012718,1000026,5007866,2000012,org.intermine.model.bio.Exon
,,exon.32472,1432,2012725,,,,2009465,2012724,1000026,5007867,2000012,org.intermine.model.bio.Exon
,,exon.32470,102,2012727,,,,2009465,2012726,1000026,5007868,2000012,org.intermine.model.bio.Exon
,,exon.32474,87,2012729,,,,2009465,2012728,1000026,5007869,2000012,org.intermine.model.bio.Exon
,,exon.32473,32,2012731,,,,2009465,2012730,1000026,5007870,2000012,org.intermine.model.bio.Exon
,,exon.32471,84,2012733,,,,2009465,2012732,1000026,5007871,2000012,org.intermine.model.bio.Exon
,,exon.32480,870,2012739,,,,2009465,2012738,1000026,5007872,2000012,org.intermine.model.bio.Exon
,,exon.32499,969,2012745,,,,2009465,2012744,1000026,5007873,2000012,org.intermine.model.bio.Exon
,,exon.32508,3249,2012751,,,,2009465,2012750,1000026,5007874,2000012,org.intermine.model.bio.Exon
,,exon.32533,1041,2012757,,,,2009465,2012756,1000026,5007875,2000012,org.intermine.model.bio.Exon
,,exon.32548,102,2012763,,,,2009465,2012762,1000026,5007876,2000012,org.intermine.model.bio.Exon
,,exon.32551,63,2012765,,,,2009465,2012764,1000026,5007877,2000012,org.intermine.model.bio.Exon
,,exon.32550,201,2012767,,,,2009465,2012766,1000026,5007878,2000012,org.intermine.model.bio.Exon
,,exon.32549,1593,2012769,,,,2009465,2012768,1000026,5007879,2000012,org.intermine.model.bio.Exon
,,exon.32559,2523,2012775,,,,2009465,2012774,1000026,5007880,2000012,org.intermine.model.bio.Exon
,,exon.32631,1086,2012781,,,,2009465,2012780,1000026,5007881,2000012,org.intermine.model.bio.Exon
,,exon.32630,81,2012783,,,,2009465,2012782,1000026,5007882,2000012,org.intermine.model.bio.Exon
,,exon.32629,30,2012785,,,,2009465,2012784,1000026,5007883,2000012,org.intermine.model.bio.Exon
,,exon.32647,115,2012791,,,,2009465,2012790,1000026,5007884,2000012,org.intermine.model.bio.Exon
,,exon.32648,72,2012793,,,,2009465,2012792,1000026,5007885,2000012,org.intermine.model.bio.Exon
,,exon.32650,71,2012795,,,,2009465,2012794,1000026,5007886,2000012,org.intermine.model.bio.Exon
,,exon.32649,69,2012797,,,,2009465,2012796,1000026,5007887,2000012,org.intermine.model.bio.Exon
,,exon.33504,6449,2012803,,,,2009465,2012802,1000026,5007888,2000012,org.intermine.model.bio.Exon
,,exon.33503,247,2012805,,,,2009465,2012804,1000026,5007889,2000012,org.intermine.model.bio.Exon
,,exon.33508,315,2012811,,,,2009465,2012810,1000026,5007890,2000012,org.intermine.model.bio.Exon
,,exon.33523,84,2012813,,,,2009465,2012812,1000026,5007891,2000012,org.intermine.model.bio.Exon
,,exon.33509,78,2012815,,,,2009465,2012814,1000026,5007892,2000012,org.intermine.model.bio.Exon
,,exon.33512,128,2012817,,,,2009465,2012816,1000026,5007893,2000012,org.intermine.model.bio.Exon
,,exon.33517,41,2012819,,,,2009465,2012818,1000026,5007894,2000012,org.intermine.model.bio.Exon
,,exon.33518,46,2012821,,,,2009465,2012820,1000026,5007895,2000012,org.intermine.model.bio.Exon
,,exon.33527,65,2012823,,,,2009465,2012822,1000026,5007896,2000012,org.intermine.model.bio.Exon
,,exon.33522,41,2012825,,,,2009465,2012824,1000026,5007897,2000012,org.intermine.model.bio.Exon
,,exon.33516,96,2012827,,,,2009465,2012826,1000026,5007898,2000012,org.intermine.model.bio.Exon
,,exon.33526,135,2012829,,,,2009465,2012828,1000026,5007899,2000012,org.intermine.model.bio.Exon
,,exon.33524,55,2012831,,,,2009465,2012830,1000026,5007900,2000012,org.intermine.model.bio.Exon
,,exon.33515,38,2012833,,,,2009465,2012832,1000026,5007901,2000012,org.intermine.model.bio.Exon
,,exon.33519,125,2012835,,,,2009465,2012834,1000026,5007902,2000012,org.intermine.model.bio.Exon
,,exon.33510,79,2012837,,,,2009465,2012836,1000026,5007903,2000012,org.intermine.model.bio.Exon
,,exon.33507,57,2012839,,,,2009465,2012838,1000026,5007904,2000012,org.intermine.model.bio.Exon
,,exon.33513,65,2012841,,,,2009465,2012840,1000026,5007905,2000012,org.intermine.model.bio.Exon
,,exon.33520,49,2012843,,,,2009465,2012842,1000026,5007906,2000012,org.intermine.model.bio.Exon
,,exon.33521,118,2012845,,,,2009465,2012844,1000026,5007907,2000012,org.intermine.model.bio.Exon
,,exon.33514,104,2012847,,,,2009465,2012846,1000026,5007908,2000012,org.intermine.model.bio.Exon
,,exon.33511,105,2012849,,,,2009465,2012848,1000026,5007909,2000012,org.intermine.model.bio.Exon
,,exon.33525,36,2012851,,,,2009465,2012850,1000026,5007910,2000012,org.intermine.model.bio.Exon
,,exon.34240,222,2012857,,,,2009465,2012856,1000026,5007911,2000012,org.intermine.model.bio.Exon
,,exon.34237,331,2012859,,,,2009465,2012858,1000026,5007912,2000012,org.intermine.model.bio.Exon
,,exon.34244,94,2012861,,,,2009465,2012860,1000026,5007913,2000012,org.intermine.model.bio.Exon
,,exon.34241,79,2012863,,,,2009465,2012862,1000026,5007914,2000012,org.intermine.model.bio.Exon
,,exon.34243,583,2012865,,,,2009465,2012864,1000026,5007915,2000012,org.intermine.model.bio.Exon
,,exon.34242,704,2012867,,,,2009465,2012866,1000026,5007916,2000012,org.intermine.model.bio.Exon
,,exon.34239,180,2012869,,,,2009465,2012868,1000026,5007917,2000012,org.intermine.model.bio.Exon
,,exon.34236,62,2012871,,,,2009465,2012870,1000026,5007918,2000012,org.intermine.model.bio.Exon
,,exon.34238,199,2012873,,,,2009465,2012872,1000026,5007919,2000012,org.intermine.model.bio.Exon
,,exon.34235,213,2012875,,,,2009465,2012874,1000026,5007920,2000012,org.intermine.model.bio.Exon
,,exon.34270,203,2012881,,,,2009465,2012880,1000026,5007921,2000012,org.intermine.model.bio.Exon
,,exon.34272,123,2012883,,,,2009465,2012882,1000026,5007922,2000012,org.intermine.model.bio.Exon
,,exon.34274,138,2012885,,,,2009465,2012884,1000026,5007923,2000012,org.intermine.model.bio.Exon
,,exon.34271,68,2012887,,,,2009465,2012886,1000026,5007924,2000012,org.intermine.model.bio.Exon
,,exon.34269,499,2012889,,,,2009465,2012888,1000026,5007925,2000012,org.intermine.model.bio.Exon
,,exon.34273,67,2012891,,,,2009465,2012890,1000026,5007926,2000012,org.intermine.model.bio.Exon
,,exon.34281,525,2012897,,,,2009465,2012896,1000026,5007927,2000012,org.intermine.model.bio.Exon
,,exon.34287,915,2012903,,,,2009465,2012902,1000026,5007928,2000012,org.intermine.model.bio.Exon
,,exon.34290,2730,2012909,,,,2009465,2012908,1000026,5007929,2000012,org.intermine.model.bio.Exon
,,exon.34299,67,2012915,,,,2009465,2012914,1000026,5007930,2000012,org.intermine.model.bio.Exon
,,exon.34298,169,2012917,,,,2009465,2012916,1000026,5007931,2000012,org.intermine.model.bio.Exon
,,exon.34302,56,2012919,,,,2009465,2012918,1000026,5007932,2000012,org.intermine.model.bio.Exon
,,exon.34297,197,2012921,,,,2009465,2012920,1000026,5007933,2000012,org.intermine.model.bio.Exon
,,exon.34301,52,2012923,,,,2009465,2012922,1000026,5007934,2000012,org.intermine.model.bio.Exon
,,exon.34300,974,2012925,,,,2009465,2012924,1000026,5007935,2000012,org.intermine.model.bio.Exon
,,exon.34323,870,2012931,,,,2009465,2012930,1000026,5007936,2000012,org.intermine.model.bio.Exon
,,exon.34327,2079,2012937,,,,2009465,2012936,1000026,5007937,2000012,org.intermine.model.bio.Exon
,,exon.34328,116,2012939,,,,2009465,2012938,1000026,5007938,2000012,org.intermine.model.bio.Exon
,,exon.34326,46,2012941,,,,2009465,2012940,1000026,5007939,2000012,org.intermine.model.bio.Exon
,,exon.34379,1920,2012947,,,,2009465,2012946,1000026,5007940,2000012,org.intermine.model.bio.Exon
,,exon.34447,78,2012953,,,,2009465,2012952,1000026,5007941,2000012,org.intermine.model.bio.Exon
,,exon.34448,110,2012955,,,,2009465,2012954,1000026,5007942,2000012,org.intermine.model.bio.Exon
,,exon.34444,109,2012957,,,,2009465,2012956,1000026,5007943,2000012,org.intermine.model.bio.Exon
,,exon.34446,91,2012959,,,,2009465,2012958,1000026,5007944,2000012,org.intermine.model.bio.Exon
,,exon.34445,109,2012961,,,,2009465,2012960,1000026,5007945,2000012,org.intermine.model.bio.Exon
,,exon.34449,83,2012963,,,,2009465,2012962,1000026,5007946,2000012,org.intermine.model.bio.Exon
,,exon.34450,53,2012965,,,,2009465,2012964,1000026,5007947,2000012,org.intermine.model.bio.Exon
,,exon.34508,192,2012971,,,,2009465,2012970,1000026,5007948,2000012,org.intermine.model.bio.Exon
,,exon.34509,1161,2012973,,,,2009465,2012972,1000026,5007949,2000012,org.intermine.model.bio.Exon
,,exon.34598,213,2012979,,,,2009465,2012978,1000026,5007950,2000012,org.intermine.model.bio.Exon
,,exon.33551,156,2012985,,,,2009465,2012984,1000026,5007951,2000012,org.intermine.model.bio.Exon
,,exon.33552,621,2012987,,,,2009465,2012986,1000026,5007952,2000012,org.intermine.model.bio.Exon
,,exon.33561,1509,2012993,,,,2009465,2012992,1000026,5007953,2000012,org.intermine.model.bio.Exon
,,exon.33923,19,2012999,,,,2009465,2012998,1000026,5007954,2000012,org.intermine.model.bio.Exon
,,exon.33925,135,2013001,,,,2009465,2013000,1000026,5007955,2000012,org.intermine.model.bio.Exon
,,exon.33927,39,2013003,,,,2009465,2013002,1000026,5007956,2000012,org.intermine.model.bio.Exon
,,exon.33926,1095,2013005,,,,2009465,2013004,1000026,5007957,2000012,org.intermine.model.bio.Exon
,,exon.33924,254,2013007,,,,2009465,2013006,1000026,5007958,2000012,org.intermine.model.bio.Exon
,,exon.33922,96,2013009,,,,2009465,2013008,1000026,5007959,2000012,org.intermine.model.bio.Exon
,,exon.32785,1023,2013015,,,,2009465,2013014,1000026,5007960,2000012,org.intermine.model.bio.Exon
gene.32789,,PFL0623c,992,2013017,,,,2009465,2013016,1000026,5007961,1000081,org.intermine.model.bio.Gene
,,exon.32794,104,2013022,,,,2009465,2013021,1000026,5007962,2000012,org.intermine.model.bio.Exon
,,exon.32793,116,2013024,,,,2009465,2013023,1000026,5007963,2000012,org.intermine.model.bio.Exon
,,exon.32792,111,2013026,,,,2009465,2013025,1000026,5007964,2000012,org.intermine.model.bio.Exon
,,exon.32791,65,2013028,,,,2009465,2013027,1000026,5007965,2000012,org.intermine.model.bio.Exon
,,exon.32795,84,2013030,,,,2009465,2013029,1000026,5007966,2000012,org.intermine.model.bio.Exon
gene.32805,,PFL0637c,252,2013032,,,,2009465,2013031,1000026,5007967,1000081,org.intermine.model.bio.Gene
,,exon.32807,252,2013037,,,,2009465,2013036,1000026,5007968,2000012,org.intermine.model.bio.Exon
,,exon.33169,1377,2013043,,,,2009465,2013042,1000026,5007969,2000012,org.intermine.model.bio.Exon
,,exon.33173,2648,2013049,,,,2009465,2013048,1000026,5007970,2000012,org.intermine.model.bio.Exon
