secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,chromosomelocationid,organismid,proteinid,sequenceid,sequenceontologytermid,geneid,class
,,mRNA.45915,1044,2024623,,,,2021332,2024622,1000026,,5024406,2000009,1003833,org.intermine.model.bio.MRNA
,,mRNA.45921,726,2024631,,,,2021332,2024630,1000026,,5024408,2000009,1031172,org.intermine.model.bio.MRNA
,,mRNA.45943,282,2024639,,,,2021332,2024638,1000026,,5024410,2000009,1017333,org.intermine.model.bio.MRNA
,,mRNA.46044,2463,2024645,,,,2021332,2024644,1000026,,5024412,2000009,1012387,org.intermine.model.bio.MRNA
,,mRNA.46063,213,2024651,,,,2021332,2024650,1000026,,5024414,2000009,1017507,org.intermine.model.bio.MRNA
,,mRNA.46077,948,2024657,,,,2021332,2024656,1000026,,5024416,2000009,1015742,org.intermine.model.bio.MRNA
,,mRNA.45036,1260,2024663,,,,2021332,2024662,1000026,,5024418,2000009,1021596,org.intermine.model.bio.MRNA
,,mRNA.45086,2598,2024669,,,,2021332,2024668,1000026,,5024420,2000009,1027983,org.intermine.model.bio.MRNA
,,mRNA.45089,693,2024675,,,,2021332,2024674,1000026,,5024422,2000009,1021692,org.intermine.model.bio.MRNA
,,mRNA.45112,2922,2024685,,,,2021332,2024684,1000026,,5024424,2000009,1021217,org.intermine.model.bio.MRNA
,,mRNA.45164,366,2024691,,,,2021332,2024690,1000026,,5024426,2000009,1019839,org.intermine.model.bio.MRNA
,,mRNA.45228,222,2024701,,,,2021332,2024700,1000026,,5024428,2000009,1012237,org.intermine.model.bio.MRNA
,,mRNA.45279,1620,2024707,,,,2021332,2024706,1000026,,5024430,2000009,1002030,org.intermine.model.bio.MRNA
,,mRNA.45285,777,2024713,,,,2021332,2024712,1000026,,5024432,2000009,1018773,org.intermine.model.bio.MRNA
,,mRNA.45298,3207,2024727,,,,2021332,2024726,1000026,,5024434,2000009,1016658,org.intermine.model.bio.MRNA
,,mRNA.45322,1014,2024759,,,,2021332,2024758,1000026,,5024436,2000009,1003298,org.intermine.model.bio.MRNA
,,mRNA.45429,9237,2024767,,,,2021332,2024766,1000026,,5024438,2000009,1012912,org.intermine.model.bio.MRNA
,,mRNA.45437,2442,2024773,,,,2021332,2024772,1000026,,5024440,2000009,1023837,org.intermine.model.bio.MRNA
,,mRNA.45479,1329,2024779,,,,2021332,2024778,1000026,,5024442,2000009,1031852,org.intermine.model.bio.MRNA
,,mRNA.45493,267,2024789,,,,2021332,2024788,1000026,,5024444,2000009,1023970,org.intermine.model.bio.MRNA
,,mRNA.45502,5901,2024797,,,,2021332,2024796,1000026,,5024446,2000009,1018250,org.intermine.model.bio.MRNA
,,mRNA.45515,7677,2024823,,,,2021332,2024822,1000026,,5024448,2000009,1010920,org.intermine.model.bio.MRNA
,,mRNA.45530,645,2024831,,,,2021332,2024830,1000026,,5024450,2000009,1022930,org.intermine.model.bio.MRNA
,,mRNA.45538,5514,2024845,,,,2021332,2024844,1000026,,5024452,2000009,1014156,org.intermine.model.bio.MRNA
,,mRNA.45613,447,2024857,,,,2021332,2024856,1000026,,5024454,2000009,1011608,org.intermine.model.bio.MRNA
,,mRNA.42632,2901,2024863,,,,2021332,2024862,1000026,,5024456,2000009,1031211,org.intermine.model.bio.MRNA
,,mRNA.43010,684,2024877,,,,2021332,2024876,1000026,,5024458,2000009,1011116,org.intermine.model.bio.MRNA
,,mRNA.43807,1329,2024901,,,,2021332,2024900,1000026,,5024460,2000009,1027334,org.intermine.model.bio.MRNA
,,mRNA.43811,870,2024907,,,,2021332,2024906,1000026,,5024462,2000009,1015896,org.intermine.model.bio.MRNA
,,mRNA.43826,4758,2024925,,,,2021332,2024924,1000026,,5024464,2000009,1010641,org.intermine.model.bio.MRNA
,,mRNA.44012,1740,2024933,,,,2021332,2024932,1000026,,5024466,2000009,1024093,org.intermine.model.bio.MRNA
,,mRNA.44045,735,2024939,,,,2021332,2024938,1000026,,5024468,2000009,1022171,org.intermine.model.bio.MRNA
,,mRNA.44105,74,2024946,,,,2021332,2024945,1000026,,5024470,2000009,2024943,org.intermine.model.bio.MRNA
,,mRNA.44158,7419,2024952,,,,2021332,2024951,1000026,,5024472,2000009,1016802,org.intermine.model.bio.MRNA
,,mRNA.44179,1068,2024966,,,,2021332,2024965,1000026,,5024474,2000009,1016665,org.intermine.model.bio.MRNA
,,mRNA.44186,543,2024972,,,,2021332,2024971,1000026,,5024476,2000009,1026487,org.intermine.model.bio.MRNA
,,mRNA.44197,726,2024978,,,,2021332,2024977,1000026,,5024478,2000009,1003308,org.intermine.model.bio.MRNA
,,mRNA.44223,4572,2024986,,,,2021332,2024985,1000026,,5024480,2000009,1007142,org.intermine.model.bio.MRNA
,,mRNA.44478,1056,2025000,,,,2021332,2024999,1000026,,5024482,2000009,1002898,org.intermine.model.bio.MRNA
,,mRNA.44490,1059,2025010,,,,2021332,2025009,1000026,,5024484,2000009,1005181,org.intermine.model.bio.MRNA
,,mRNA.44733,4515,2025018,,,,2021332,2025017,1000026,,5024486,2000009,1017480,org.intermine.model.bio.MRNA
,,mRNA.44758,540,2025026,,,,2021332,2025025,1000026,,5024488,2000009,1017085,org.intermine.model.bio.MRNA
,,mRNA.44314,162,2025043,,,,2021332,2025042,1000026,,5024490,2000009,2025040,org.intermine.model.bio.MRNA
,,mRNA.44326,6342,2025053,,,,2021332,2025052,1000026,,5024492,2000009,1023975,org.intermine.model.bio.MRNA
,,mRNA.44856,3579,2025059,,,,2021332,2025058,1000026,,5024494,2000009,1001741,org.intermine.model.bio.MRNA
,,mRNA.44613,4926,2025067,,,,2021332,2025066,1000026,,5024496,2000009,1002427,org.intermine.model.bio.MRNA
,,mRNA.44626,762,2025073,,,,2021332,2025072,1000026,,5024498,2000009,1029782,org.intermine.model.bio.MRNA
,,mRNA.44633,819,2025079,,,,2021332,2025078,1000026,,5024500,2000009,1022286,org.intermine.model.bio.MRNA
,,mRNA.44879,294,2025087,,,,2021332,2025086,1000026,,5024502,2000009,1011009,org.intermine.model.bio.MRNA
,,mRNA.44909,870,2025097,,,,2021332,2025096,1000026,,5024504,2000009,1019415,org.intermine.model.bio.MRNA
,,mRNA.44914,291,2025107,,,,2021332,2025106,1000026,,5024506,2000009,1002787,org.intermine.model.bio.MRNA
,,mRNA.44432,362,2025118,,,,2021332,2025117,1000026,,5024508,2000009,2025115,org.intermine.model.bio.MRNA
,,mRNA.44712,1764,2025126,,,,2021332,2025125,1000026,,5024510,2000009,1016028,org.intermine.model.bio.MRNA
,,mRNA.44958,747,2025133,,,,2021332,2025132,1000026,,5024512,2000009,2025130,org.intermine.model.bio.MRNA
,,mRNA.44979,1248,2025155,,,,2021332,2025154,1000026,,5024514,2000009,1012357,org.intermine.model.bio.MRNA
,,mRNA.42650,8463,2025161,,,,2021332,2025160,1000026,,5024516,2000009,1016292,org.intermine.model.bio.MRNA
,,mRNA.42664,4026,2025167,,,,2021332,2025166,1000026,,5024518,2000009,1025271,org.intermine.model.bio.MRNA
,,mRNA.43059,969,2025173,,,,2021332,2025172,1000026,,5024520,2000009,1025126,org.intermine.model.bio.MRNA
,,mRNA.43078,2460,2025179,,,,2021332,2025178,1000026,,5024522,2000009,1020359,org.intermine.model.bio.MRNA
,,mRNA.42694,2073,2025189,,,,2021332,2025188,1000026,,5024524,2000009,1001124,org.intermine.model.bio.MRNA
,,mRNA.42704,405,2025203,,,,2021332,2025202,1000026,,5024526,2000009,1025997,org.intermine.model.bio.MRNA
,,mRNA.42718,1350,2025217,,,,2021332,2025216,1000026,,5024528,2000009,1024248,org.intermine.model.bio.MRNA
,,mRNA.43108,2817,2025223,,,,2021332,2025222,1000026,,5024530,2000009,1023980,org.intermine.model.bio.MRNA
,,mRNA.43501,3711,2025231,,,,2021332,2025230,1000026,,5024532,2000009,1022293,org.intermine.model.bio.MRNA
,,mRNA.42362,951,2025237,,,,2021332,2025236,1000026,,5024534,2000009,1012935,org.intermine.model.bio.MRNA
,,mRNA.42732,1356,2025245,,,,2021332,2025244,1000026,,5024536,2000009,1031325,org.intermine.model.bio.MRNA
,,mRNA.42740,300,2025251,,,,2021332,2025250,1000026,,5024538,2000009,1008088,org.intermine.model.bio.MRNA
,,mRNA.43160,1149,2025257,,,,2021332,2025256,1000026,,5024540,2000009,1030384,org.intermine.model.bio.MRNA
,,mRNA.43163,822,2025263,,,,2021332,2025262,1000026,,5024542,2000009,1004923,org.intermine.model.bio.MRNA
,,mRNA.43541,1983,2025269,,,,2021332,2025268,1000026,,5024544,2000009,1023709,org.intermine.model.bio.MRNA
,,mRNA.43552,6255,2025275,,,,2021332,2025274,1000026,,5024546,2000009,1003715,org.intermine.model.bio.MRNA
,,mRNA.42375,924,2025285,,,,2021332,2025284,1000026,,5024548,2000009,1005737,org.intermine.model.bio.MRNA
,,mRNA.42777,1149,2025293,,,,2021332,2025292,1000026,,5024550,2000009,1007427,org.intermine.model.bio.MRNA
,,mRNA.42806,2004,2025299,,,,2021332,2025298,1000026,,5024552,2000009,1006890,org.intermine.model.bio.MRNA
,,mRNA.43212,10794,2025305,,,,2021332,2025304,1000026,,5024554,2000009,1017208,org.intermine.model.bio.MRNA
,,mRNA.43583,1140,2025311,,,,2021332,2025310,1000026,,5024556,2000009,1002566,org.intermine.model.bio.MRNA
,,mRNA.43596,741,2025321,,,,2021332,2025320,1000026,,5024558,2000009,1002798,org.intermine.model.bio.MRNA
,,mRNA.43619,1134,2025327,,,,2021332,2025326,1000026,,5024560,2000009,1021605,org.intermine.model.bio.MRNA
,,mRNA.43623,333,2025335,,,,2021332,2025334,1000026,,5024562,2000009,1029265,org.intermine.model.bio.MRNA
,,mRNA.43255,6555,2025343,,,,2021332,2025342,1000026,,5024564,2000009,1026492,org.intermine.model.bio.MRNA
,,mRNA.43264,1380,2025353,,,,2021332,2025352,1000026,,5024566,2000009,1015490,org.intermine.model.bio.MRNA
,,mRNA.43663,4296,2025381,,,,2021332,2025380,1000026,,5024568,2000009,1028868,org.intermine.model.bio.MRNA
,,mRNA.42483,1326,2025389,,,,2021332,2025388,1000026,,5024570,2000009,1029944,org.intermine.model.bio.MRNA
,,mRNA.42895,2832,2025411,,,,2021332,2025410,1000026,,5024572,2000009,1011361,org.intermine.model.bio.MRNA
,,mRNA.43307,3450,2025419,,,,2021332,2025418,1000026,,5024574,2000009,1004072,org.intermine.model.bio.MRNA
,,mRNA.42523,345,2025427,,,,2021332,2025426,1000026,,5024576,2000009,1010063,org.intermine.model.bio.MRNA
,,mRNA.42538,909,2025437,,,,2021332,2025436,1000026,,5024578,2000009,1017885,org.intermine.model.bio.MRNA
,,mRNA.42924,2283,2025445,,,,2021332,2025444,1000026,,5024580,2000009,1023465,org.intermine.model.bio.MRNA
,,mRNA.42950,3660,2025455,,,,2021332,2025454,1000026,,5024582,2000009,1010430,org.intermine.model.bio.MRNA
,,mRNA.43325,774,2025461,,,,2021332,2025460,1000026,,5024584,2000009,1025441,org.intermine.model.bio.MRNA
,,mRNA.43331,1227,2025473,,,,2021332,2025472,1000026,,5024586,2000009,1024386,org.intermine.model.bio.MRNA
,,mRNA.43335,534,2025481,,,,2021332,2025480,1000026,,5024588,2000009,1010058,org.intermine.model.bio.MRNA
,,mRNA.42561,1407,2025493,,,,2021332,2025492,1000026,,5024590,2000009,1010658,org.intermine.model.bio.MRNA
,,mRNA.43379,225,2025500,,,,2021332,2025499,1000026,,5024592,2000009,2025497,org.intermine.model.bio.MRNA
,,mRNA.45683,3540,2025510,,,,2021332,2025509,1000026,,5024594,2000009,1006985,org.intermine.model.bio.MRNA
,,mRNA.45686,1725,2025516,,,,2021332,2025515,1000026,,5024596,2000009,1019144,org.intermine.model.bio.MRNA
,,mRNA.45695,2163,2025522,,,,2021332,2025521,1000026,,5024598,2000009,1002422,org.intermine.model.bio.MRNA
,,mRNA.45698,606,2025528,,,,2021332,2025527,1000026,,5024600,2000009,1008575,org.intermine.model.bio.MRNA
,,mRNA.45730,657,2025540,,,,2021332,2025539,1000026,,5024602,2000009,1013174,org.intermine.model.bio.MRNA
,,mRNA.45735,1662,2025550,,,,2021332,2025549,1000026,,5024604,2000009,1016410,org.intermine.model.bio.MRNA
,,mRNA.45771,1461,2025562,,,,2021332,2025561,1000026,,5024606,2000009,1019670,org.intermine.model.bio.MRNA
,,mRNA.45786,2028,2025570,,,,2021332,2025569,1000026,,5024608,2000009,1011207,org.intermine.model.bio.MRNA
,,mRNA.45806,13917,2025576,,,,2021332,2025575,1000026,,5024610,2000009,1026722,org.intermine.model.bio.MRNA
,,mRNA.45831,2106,2025582,,,,2021332,2025581,1000026,,5024612,2000009,1008223,org.intermine.model.bio.MRNA
,,mRNA.45892,300,2025588,,,,2021332,2025587,1000026,,5024614,2000009,1028360,org.intermine.model.bio.MRNA
,,mRNA.45962,591,2025596,,,,2021332,2025595,1000026,,5024616,2000009,1001241,org.intermine.model.bio.MRNA
,,mRNA.45971,714,2025602,,,,2021332,2025601,1000026,,5024618,2000009,1009931,org.intermine.model.bio.MRNA
,,mRNA.45991,2313,2025608,,,,2021332,2025607,1000026,,5024620,2000009,1019942,org.intermine.model.bio.MRNA
,,mRNA.46030,3792,2025618,,,,2021332,2025617,1000026,,5024622,2000009,1008073,org.intermine.model.bio.MRNA
,,mRNA.46096,1023,2025626,,,,2021332,2025625,1000026,,5024624,2000009,1008675,org.intermine.model.bio.MRNA
,,mRNA.45638,3288,2025634,,,,2021332,2025633,1000026,,5024626,2000009,1016021,org.intermine.model.bio.MRNA
,,mRNA.45058,177,2025642,,,,2021332,2025641,1000026,,5024628,2000009,1008078,org.intermine.model.bio.MRNA
,,mRNA.45083,1062,2025648,,,,2021332,2025647,1000026,,5024630,2000009,1030853,org.intermine.model.bio.MRNA
,,mRNA.45120,552,2025654,,,,2021332,2025653,1000026,,5024632,2000009,1013399,org.intermine.model.bio.MRNA
,,mRNA.45196,204,2025668,,,,2021332,2025667,1000026,,5024634,2000009,1004654,org.intermine.model.bio.MRNA
,,mRNA.45282,1011,2025674,,,,2021332,2025673,1000026,,5024636,2000009,1023441,org.intermine.model.bio.MRNA
,,mRNA.45319,2703,2025680,,,,2021332,2025679,1000026,,5024638,2000009,1026213,org.intermine.model.bio.MRNA
,,mRNA.45343,4509,2025686,,,,2021332,2025685,1000026,,5024640,2000009,1007409,org.intermine.model.bio.MRNA
,,mRNA.45371,2577,2025692,,,,2021332,2025691,1000026,,5024642,2000009,1012466,org.intermine.model.bio.MRNA
,,mRNA.45379,201,2025708,,,,2021332,2025707,1000026,,5024644,2000009,1029928,org.intermine.model.bio.MRNA
,,mRNA.45444,555,2025714,,,,2021332,2025713,1000026,,5024646,2000009,1025101,org.intermine.model.bio.MRNA
,,mRNA.45466,1506,2025730,,,,2021332,2025729,1000026,,5024648,2000009,1005700,org.intermine.model.bio.MRNA
,,mRNA.45484,6315,2025736,,,,2021332,2025735,1000026,,5024650,2000009,1004911,org.intermine.model.bio.MRNA
,,mRNA.45519,681,2025744,,,,2021332,2025743,1000026,,5024652,2000009,1010417,org.intermine.model.bio.MRNA
,,mRNA.45599,339,2025751,,,,2021332,2025750,1000026,,5024654,2000009,2025748,org.intermine.model.bio.MRNA
,,mRNA.43028,660,2025763,,,,2021332,2025762,1000026,,5024656,2000009,1009509,org.intermine.model.bio.MRNA
,,mRNA.43414,1278,2025769,,,,2021332,2025768,1000026,,5024658,2000009,1025835,org.intermine.model.bio.MRNA
,,mRNA.43417,1464,2025775,,,,2021332,2025774,1000026,,5024660,2000009,1030606,org.intermine.model.bio.MRNA
,,mRNA.43762,3678,2025781,,,,2021332,2025780,1000026,,5024662,2000009,1015224,org.intermine.model.bio.MRNA
,,mRNA.43785,2484,2025787,,,,2021332,2025786,1000026,,5024664,2000009,1029673,org.intermine.model.bio.MRNA
,,mRNA.43801,372,2025795,,,,2021332,2025794,1000026,,5024666,2000009,1014307,org.intermine.model.bio.MRNA
,,mRNA.43891,16686,2025805,,,,2021332,2025804,1000026,,5024668,2000009,1012011,org.intermine.model.bio.MRNA
,,mRNA.43933,450,2025813,,,,2021332,2025812,1000026,,5024670,2000009,1000914,org.intermine.model.bio.MRNA
,,mRNA.43940,906,2025821,,,,2021332,2025820,1000026,,5024672,2000009,1017343,org.intermine.model.bio.MRNA
,,mRNA.43948,24285,2025835,,,,2021332,2025834,1000026,,5024674,2000009,1007693,org.intermine.model.bio.MRNA
,,mRNA.43956,489,2025843,,,,2021332,2025842,1000026,,5024676,2000009,1018257,org.intermine.model.bio.MRNA
,,mRNA.43976,1080,2025849,,,,2021332,2025848,1000026,,5024678,2000009,1030491,org.intermine.model.bio.MRNA
,,mRNA.44006,1515,2025861,,,,2021332,2025860,1000026,,5024680,2000009,1013406,org.intermine.model.bio.MRNA
,,mRNA.44041,2595,2025867,,,,2021332,2025866,1000026,,5024682,2000009,1027209,org.intermine.model.bio.MRNA
,,mRNA.44074,2301,2025875,,,,2021332,2025874,1000026,,5024684,2000009,1002045,org.intermine.model.bio.MRNA
,,mRNA.44090,1275,2025881,,,,2021332,2025880,1000026,,5024686,2000009,1002687,org.intermine.model.bio.MRNA
,,mRNA.44120,2631,2025889,,,,2021332,2025888,1000026,,5024688,2000009,1003046,org.intermine.model.bio.MRNA
,,mRNA.44494,582,2025895,,,,2021332,2025894,1000026,,5024690,2000009,1014958,org.intermine.model.bio.MRNA
,,mRNA.44282,6744,2025903,,,,2021332,2025902,1000026,,5024692,2000009,1006722,org.intermine.model.bio.MRNA
,,mRNA.44510,1176,2025917,,,,2021332,2025916,1000026,,5024694,2000009,1017634,org.intermine.model.bio.MRNA
,,mRNA.44516,507,2025923,,,,2021332,2025922,1000026,,5024696,2000009,1028249,org.intermine.model.bio.MRNA
,,mRNA.44804,10044,2025933,,,,2021332,2025932,1000026,,5024698,2000009,1020474,org.intermine.model.bio.MRNA
,,mRNA.44289,1521,2025951,,,,2021332,2025950,1000026,,5024700,2000009,1006248,org.intermine.model.bio.MRNA
,,mRNA.44304,669,2025957,,,,2021332,2025956,1000026,,5024702,2000009,1010053,org.intermine.model.bio.MRNA
,,mRNA.44329,2169,2025963,,,,2021332,2025962,1000026,,5024704,2000009,1012245,org.intermine.model.bio.MRNA
,,mRNA.44564,702,2025984,,,,2021332,2025983,1000026,,5024706,2000009,2025981,org.intermine.model.bio.MRNA
,,mRNA.44839,3984,2026000,,,,2021332,2025999,1000026,,5024708,2000009,1026333,org.intermine.model.bio.MRNA
,,mRNA.44347,1209,2026028,,,,2021332,2026027,1000026,,5024710,2000009,1023456,org.intermine.model.bio.MRNA
,,mRNA.44350,10155,2026034,,,,2021332,2026033,1000026,,5024712,2000009,1004530,org.intermine.model.bio.MRNA
,,mRNA.44884,4215,2026040,,,,2021332,2026039,1000026,,5024714,2000009,1031313,org.intermine.model.bio.MRNA
,,mRNA.44894,489,2026046,,,,2021332,2026045,1000026,,5024716,2000009,1002286,org.intermine.model.bio.MRNA
,,mRNA.44384,1227,2026052,,,,2021332,2026051,1000026,,5024718,2000009,1028976,org.intermine.model.bio.MRNA
,,mRNA.44682,1158,2026058,,,,2021332,2026057,1000026,,5024720,2000009,1018370,org.intermine.model.bio.MRNA
,,mRNA.44922,534,2026080,,,,2021332,2026079,1000026,,5024722,2000009,1007274,org.intermine.model.bio.MRNA
,,mRNA.44946,5715,2026100,,,,2021332,2026099,1000026,,5024724,2000009,1023701,org.intermine.model.bio.MRNA
,,mRNA.44954,4854,2026106,,,,2021332,2026105,1000026,,5024726,2000009,1029148,org.intermine.model.bio.MRNA
,,mRNA.44447,519,2026114,,,,2021332,2026113,1000026,,5024728,2000009,1018518,org.intermine.model.bio.MRNA
,,mRNA.44450,1221,2026120,,,,2021332,2026119,1000026,,5024730,2000009,1004916,org.intermine.model.bio.MRNA
,,mRNA.44453,3399,2026126,,,,2021332,2026125,1000026,,5024732,2000009,1020975,org.intermine.model.bio.MRNA
,,mRNA.42647,4086,2026132,,,,2021332,2026131,1000026,,5024734,2000009,1028622,org.intermine.model.bio.MRNA
,,mRNA.42669,585,2026138,,,,2021332,2026137,1000026,,5024736,2000009,1019431,org.intermine.model.bio.MRNA
,,mRNA.43049,4155,2026144,,,,2021332,2026143,1000026,,5024738,2000009,1011620,org.intermine.model.bio.MRNA
,,mRNA.43056,3579,2026150,,,,2021332,2026149,1000026,,5024740,2000009,1005722,org.intermine.model.bio.MRNA
,,mRNA.43472,4677,2026156,,,,2021332,2026155,1000026,,5024742,2000009,1024611,org.intermine.model.bio.MRNA
,,mRNA.43120,693,2026162,,,,2021332,2026161,1000026,,5024744,2000009,1011882,org.intermine.model.bio.MRNA
,,mRNA.43504,528,2026176,,,,2021332,2026175,1000026,,5024746,2000009,1019154,org.intermine.model.bio.MRNA
,,mRNA.43511,1080,2026184,,,,2021332,2026183,1000026,,5024748,2000009,1002432,org.intermine.model.bio.MRNA
,,mRNA.43526,486,2026196,,,,2021332,2026195,1000026,,5024750,2000009,1014043,org.intermine.model.bio.MRNA
,,mRNA.42325,2934,2026203,,,,2021332,2026202,1000026,,5024752,2000009,2026200,org.intermine.model.bio.MRNA
,,mRNA.42334,1029,2026211,,,,2021332,2026210,1000026,,5024754,2000009,1006147,org.intermine.model.bio.MRNA
,,mRNA.42749,657,2026219,,,,2021332,2026218,1000026,,5024756,2000009,1014832,org.intermine.model.bio.MRNA
,,mRNA.42769,3471,2026227,,,,2021332,2026226,1000026,,5024758,2000009,1002811,org.intermine.model.bio.MRNA
,,mRNA.43149,2025,2026233,,,,2021332,2026232,1000026,,5024760,2000009,1021110,org.intermine.model.bio.MRNA
,,mRNA.43170,3375,2026239,,,,2021332,2026238,1000026,,5024762,2000009,1016152,org.intermine.model.bio.MRNA
,,mRNA.43545,4296,2026249,,,,2021332,2026248,1000026,,5024764,2000009,1017090,org.intermine.model.bio.MRNA
,,mRNA.42401,1122,2026255,,,,2021332,2026254,1000026,,5024766,2000009,1002055,org.intermine.model.bio.MRNA
,,mRNA.42795,2307,2026261,,,,2021332,2026260,1000026,,5024768,2000009,1015765,org.intermine.model.bio.MRNA
,,mRNA.42800,2478,2026267,,,,2021332,2026266,1000026,,5024770,2000009,1024496,org.intermine.model.bio.MRNA
,,mRNA.42803,1545,2026273,,,,2021332,2026272,1000026,,5024772,2000009,1018921,org.intermine.model.bio.MRNA
,,mRNA.43592,1437,2026279,,,,2021332,2026278,1000026,,5024774,2000009,1026340,org.intermine.model.bio.MRNA
,,mRNA.42838,1398,2026285,,,,2021332,2026284,1000026,,5024776,2000009,1024866,org.intermine.model.bio.MRNA
,,mRNA.43242,3501,2026291,,,,2021332,2026290,1000026,,5024778,2000009,1003848,org.intermine.model.bio.MRNA
,,mRNA.43245,3126,2026297,,,,2021332,2026296,1000026,,5024780,2000009,1030266,org.intermine.model.bio.MRNA
,,mRNA.43628,5652,2026303,,,,2021332,2026302,1000026,,5024782,2000009,1006006,org.intermine.model.bio.MRNA
,,mRNA.43667,714,2026319,,,,2021332,2026318,1000026,,5024784,2000009,1017773,org.intermine.model.bio.MRNA
,,mRNA.42465,1968,2026325,,,,2021332,2026324,1000026,,5024786,2000009,1007153,org.intermine.model.bio.MRNA
,,mRNA.42494,10095,2026347,,,,2021332,2026346,1000026,,5024788,2000009,1021704,org.intermine.model.bio.MRNA
,,mRNA.43686,8340,2026359,,,,2021332,2026358,1000026,,5024790,2000009,1005430,org.intermine.model.bio.MRNA
,,mRNA.43689,2235,2026365,,,,2021332,2026364,1000026,,5024792,2000009,1022550,org.intermine.model.bio.MRNA
,,mRNA.43713,960,2026371,,,,2021332,2026370,1000026,,5024794,2000009,1020738,org.intermine.model.bio.MRNA
,,mRNA.42546,348,2026385,,,,2021332,2026384,1000026,,5024796,2000009,1004192,org.intermine.model.bio.MRNA
,,mRNA.42908,984,2026393,,,,2021332,2026392,1000026,,5024798,2000009,1012479,org.intermine.model.bio.MRNA
,,mRNA.42916,963,2026399,,,,2021332,2026398,1000026,,5024800,2000009,1013907,org.intermine.model.bio.MRNA
,,mRNA.42921,2871,2026405,,,,2021332,2026404,1000026,,5024802,2000009,1005190,org.intermine.model.bio.MRNA
,,mRNA.43731,7974,2026411,,,,2021332,2026410,1000026,,5024804,2000009,1017998,org.intermine.model.bio.MRNA
,,mRNA.42572,624,2026418,,,,2021332,2026417,1000026,,5024806,2000009,2026415,org.intermine.model.bio.MRNA
,,mRNA.42968,1416,2026434,,,,2021332,2026433,1000026,,5024808,2000009,1026115,org.intermine.model.bio.MRNA
,,mRNA.42971,1722,2026440,,,,2021332,2026439,1000026,,5024810,2000009,1015350,org.intermine.model.bio.MRNA
,,mRNA.45715,1371,2026452,,,,2021332,2026451,1000026,,5024812,2000009,1021094,org.intermine.model.bio.MRNA
,,mRNA.45810,2583,2026468,,,,2021332,2026467,1000026,,5024814,2000009,1029251,org.intermine.model.bio.MRNA
,,mRNA.45814,8832,2026476,,,,2021332,2026475,1000026,,5024816,2000009,1016142,org.intermine.model.bio.MRNA
,,mRNA.45859,2886,2026510,,,,2021332,2026509,1000026,,5024818,2000009,1025680,org.intermine.model.bio.MRNA
,,mRNA.45867,17673,2026516,,,,2021332,2026515,1000026,,5024820,2000009,1030370,org.intermine.model.bio.MRNA
,,mRNA.45878,2190,2026526,,,,2021332,2026525,1000026,,5024822,2000009,1025250,org.intermine.model.bio.MRNA
,,mRNA.45884,918,2026532,,,,2021332,2026531,1000026,,5024824,2000009,1016523,org.intermine.model.bio.MRNA
,,mRNA.45953,1470,2026540,,,,2021332,2026539,1000026,,5024826,2000009,1022049,org.intermine.model.bio.MRNA
,,mRNA.45966,759,2026546,,,,2021332,2026545,1000026,,5024828,2000009,1014681,org.intermine.model.bio.MRNA
,,mRNA.46023,636,2026556,,,,2021332,2026555,1000026,,5024830,2000009,1026586,org.intermine.model.bio.MRNA
,,mRNA.46072,900,2026566,,,,2021332,2026565,1000026,,5024832,2000009,1011999,org.intermine.model.bio.MRNA
,,mRNA.45644,645,2026574,,,,2021332,2026573,1000026,,5024834,2000009,1022783,org.intermine.model.bio.MRNA
,,mRNA.45008,1221,2026582,,,,2021332,2026581,1000026,,5024836,2000009,1010526,org.intermine.model.bio.MRNA
,,mRNA.45031,9057,2026604,,,,2021332,2026603,1000026,,5024838,2000009,1009936,org.intermine.model.bio.MRNA
,,mRNA.45039,1662,2026612,,,,2021332,2026611,1000026,,5024840,2000009,1003949,org.intermine.model.bio.MRNA
,,mRNA.45053,1710,2026620,,,,2021332,2026619,1000026,,5024842,2000009,1014368,org.intermine.model.bio.MRNA
,,mRNA.45102,2868,2026626,,,,2021332,2026625,1000026,,5024844,2000009,1028863,org.intermine.model.bio.MRNA
,,mRNA.45149,627,2026632,,,,2021332,2026631,1000026,,5024846,2000009,1028479,org.intermine.model.bio.MRNA
,,mRNA.45239,624,2026651,,,,2021332,2026650,1000026,,5024848,2000009,2026648,org.intermine.model.bio.MRNA
,,mRNA.45247,699,2026667,,,,2021332,2026666,1000026,,5024850,2000009,1014302,org.intermine.model.bio.MRNA
,,mRNA.45255,1572,2026683,,,,2021332,2026682,1000026,,5024852,2000009,1015601,org.intermine.model.bio.MRNA
,,mRNA.45272,927,2026691,,,,2021332,2026690,1000026,,5024854,2000009,1007549,org.intermine.model.bio.MRNA
,,mRNA.45330,282,2026697,,,,2021332,2026696,1000026,,5024856,2000009,1003034,org.intermine.model.bio.MRNA
,,mRNA.45358,2121,2026705,,,,2021332,2026704,1000026,,5024858,2000009,1009232,org.intermine.model.bio.MRNA
,,mRNA.45394,483,2026711,,,,2021332,2026710,1000026,,5024860,2000009,1005173,org.intermine.model.bio.MRNA
,,mRNA.45425,2670,2026717,,,,2021332,2026716,1000026,,5024862,2000009,1024850,org.intermine.model.bio.MRNA
