intermine_start,intermine_end,strand,id,featureid,locatedonid,class
222173,222256,1,2028932,2028933,2028295,org.intermine.model.bio.Location
225562,226245,-1,2028934,2028935,2028295,org.intermine.model.bio.Location
225562,226245,1,2028937,2028938,2028295,org.intermine.model.bio.Location
225562,225814,-1,2028939,2028940,2028295,org.intermine.model.bio.Location
225984,226080,-1,2028941,2028942,2028295,org.intermine.model.bio.Location
226197,226245,-1,2028943,2028944,2028295,org.intermine.model.bio.Location
263037,267347,-1,2028945,2028946,2028295,org.intermine.model.bio.Location
263037,267347,1,2028948,2028949,2028295,org.intermine.model.bio.Location
263037,267347,-1,2028950,2028951,2028295,org.intermine.model.bio.Location
298897,301793,-1,2028952,2028953,2028295,org.intermine.model.bio.Location
298897,301793,1,2028955,2028956,2028295,org.intermine.model.bio.Location
298897,301052,-1,2028957,2028958,2028295,org.intermine.model.bio.Location
301166,301300,-1,2028959,2028960,2028295,org.intermine.model.bio.Location
301403,301793,-1,2028961,2028962,2028295,org.intermine.model.bio.Location
303593,307027,-1,2028963,1000481,2028295,org.intermine.model.bio.Location
303593,307027,1,2028965,2028966,2028295,org.intermine.model.bio.Location
303593,305580,-1,2028967,2028968,2028295,org.intermine.model.bio.Location
305700,305840,-1,2028969,2028970,2028295,org.intermine.model.bio.Location
306016,306846,-1,2028971,2028972,2028295,org.intermine.model.bio.Location
306994,307027,-1,2028973,2028974,2028295,org.intermine.model.bio.Location
343308,349340,-1,2028975,2028976,2028295,org.intermine.model.bio.Location
343308,349340,1,2028978,2028979,2028295,org.intermine.model.bio.Location
343308,349340,-1,2028980,2028981,2028295,org.intermine.model.bio.Location
288183,288665,-1,2028982,2028983,2028295,org.intermine.model.bio.Location
288183,288665,1,2028985,2028986,2028295,org.intermine.model.bio.Location
288183,288665,-1,2028987,2028988,2028295,org.intermine.model.bio.Location
141625,147564,-1,2028989,2028990,2028295,org.intermine.model.bio.Location
141625,147564,1,2028992,2028993,2028295,org.intermine.model.bio.Location
141625,147564,-1,2028994,2028995,2028295,org.intermine.model.bio.Location
45286,46800,-1,2028996,2028997,2028295,org.intermine.model.bio.Location
45286,46800,1,2028999,2029000,2028295,org.intermine.model.bio.Location
45286,46344,-1,2029001,2029002,2028295,org.intermine.model.bio.Location
46696,46800,-1,2029003,2029004,2028295,org.intermine.model.bio.Location
57344,58421,-1,2029005,2029006,2028295,org.intermine.model.bio.Location
57344,58421,1,2029008,2029009,2028295,org.intermine.model.bio.Location
57344,58228,-1,2029010,2029011,2028295,org.intermine.model.bio.Location
58368,58421,-1,2029012,2029013,2028295,org.intermine.model.bio.Location
60107,60319,-1,2029014,2029015,2028295,org.intermine.model.bio.Location
60107,60319,1,2029017,2029018,2028295,org.intermine.model.bio.Location
60107,60319,-1,2029019,2029020,2028295,org.intermine.model.bio.Location
166144,168051,1,2029021,2029022,2028295,org.intermine.model.bio.Location
166144,168051,1,2029024,2029025,2028295,org.intermine.model.bio.Location
166144,168051,1,2029026,2029027,2028295,org.intermine.model.bio.Location
457185,458585,-1,2029028,2029029,2028295,org.intermine.model.bio.Location
457185,458585,1,2029031,2029032,2028295,org.intermine.model.bio.Location
457185,457203,-1,2029033,2029034,2028295,org.intermine.model.bio.Location
457461,457589,-1,2029035,2029036,2028295,org.intermine.model.bio.Location
457687,457760,-1,2029037,2029038,2028295,org.intermine.model.bio.Location
457871,458219,-1,2029039,2029040,2028295,org.intermine.model.bio.Location
458362,458585,-1,2029041,2029042,2028295,org.intermine.model.bio.Location
561122,564622,-1,2029043,2029044,2028295,org.intermine.model.bio.Location
561122,564622,1,2029046,2029047,2028295,org.intermine.model.bio.Location
561122,564622,-1,2029048,2029049,2028295,org.intermine.model.bio.Location
568695,573315,-1,2029050,2029051,2028295,org.intermine.model.bio.Location
568695,573315,1,2029053,2029054,2028295,org.intermine.model.bio.Location
568695,569048,-1,2029055,2029056,2028295,org.intermine.model.bio.Location
569171,569259,-1,2029057,2029058,2028295,org.intermine.model.bio.Location
569376,573315,-1,2029059,2029060,2028295,org.intermine.model.bio.Location
640400,642694,1,2029061,2029062,2028295,org.intermine.model.bio.Location
640400,642694,1,2029064,2029065,2028295,org.intermine.model.bio.Location
640400,642694,1,2029066,2029067,2028295,org.intermine.model.bio.Location
626976,627710,1,2029068,2029069,2028295,org.intermine.model.bio.Location
626976,627710,1,2029071,2029072,2028295,org.intermine.model.bio.Location
626976,627710,1,2029073,2029074,2028295,org.intermine.model.bio.Location
628642,631308,-1,2029075,2029076,2028295,org.intermine.model.bio.Location
628642,631308,1,2029078,2029079,2028295,org.intermine.model.bio.Location
628642,631308,-1,2029080,2029081,2028295,org.intermine.model.bio.Location
658636,664629,1,2029082,2029083,2028295,org.intermine.model.bio.Location
658636,664629,1,2029085,2029086,2028295,org.intermine.model.bio.Location
658636,664629,1,2029087,2029088,2028295,org.intermine.model.bio.Location
522931,523999,1,2029089,2029090,2028295,org.intermine.model.bio.Location
522931,523999,1,2029092,2029093,2028295,org.intermine.model.bio.Location
522931,523154,1,2029094,2029095,2028295,org.intermine.model.bio.Location
523471,523999,1,2029096,2029097,2028295,org.intermine.model.bio.Location
432041,434086,-1,2029098,2029099,2028295,org.intermine.model.bio.Location
432041,434086,1,2029101,2029102,2028295,org.intermine.model.bio.Location
432041,432508,-1,2029103,2029104,2028295,org.intermine.model.bio.Location
432636,432823,-1,2029105,2029106,2028295,org.intermine.model.bio.Location
432929,433304,-1,2029107,2029108,2028295,org.intermine.model.bio.Location
433426,433610,-1,2029109,2029110,2028295,org.intermine.model.bio.Location
433963,434086,-1,2029111,2029112,2028295,org.intermine.model.bio.Location
489904,490818,-1,2029113,2029114,2028295,org.intermine.model.bio.Location
489904,490818,1,2029116,2029117,2028295,org.intermine.model.bio.Location
489904,489977,-1,2029118,2029119,2028295,org.intermine.model.bio.Location
490125,490818,-1,2029120,2029121,2028295,org.intermine.model.bio.Location
537789,539420,1,2029122,2029123,2028295,org.intermine.model.bio.Location
537789,539420,1,2029125,2029126,2028295,org.intermine.model.bio.Location
537789,537797,1,2029127,2029128,2028295,org.intermine.model.bio.Location
538286,538691,1,2029129,2029130,2028295,org.intermine.model.bio.Location
538849,539420,1,2029131,2029132,2028295,org.intermine.model.bio.Location
495166,507854,-1,2029133,2029134,2028295,org.intermine.model.bio.Location
495166,507854,1,2029136,2029137,2028295,org.intermine.model.bio.Location
495166,495681,-1,2029138,2029139,2028295,org.intermine.model.bio.Location
495882,501641,-1,2029140,2029141,2028295,org.intermine.model.bio.Location
501855,507854,-1,2029142,2029143,2028295,org.intermine.model.bio.Location
775637,776034,1,2029144,2029145,2028295,org.intermine.model.bio.Location
775637,776034,1,2029147,2029148,2028295,org.intermine.model.bio.Location
775637,775793,1,2029149,2029150,2028295,org.intermine.model.bio.Location
775988,776034,1,2029151,2029152,2028295,org.intermine.model.bio.Location
889660,890745,1,2029153,2029154,2028295,org.intermine.model.bio.Location
889660,890745,1,2029156,2029157,2028295,org.intermine.model.bio.Location
889660,889728,1,2029158,2029159,2028295,org.intermine.model.bio.Location
889864,890745,1,2029160,2029161,2028295,org.intermine.model.bio.Location
909350,911054,1,2029162,2029163,2028295,org.intermine.model.bio.Location
909350,911054,1,2029165,2029166,2028295,org.intermine.model.bio.Location
909350,909421,1,2029167,2029168,2028295,org.intermine.model.bio.Location
909831,911054,1,2029169,2029170,2028295,org.intermine.model.bio.Location
690310,695782,1,2029171,2029172,2028295,org.intermine.model.bio.Location
690310,695782,1,2029174,2029175,2028295,org.intermine.model.bio.Location
690310,690345,1,2029176,2029177,2028295,org.intermine.model.bio.Location
690473,690512,1,2029178,2029179,2028295,org.intermine.model.bio.Location
690715,690836,1,2029180,2029181,2028295,org.intermine.model.bio.Location
690960,691019,1,2029182,2029183,2028295,org.intermine.model.bio.Location
691294,691488,1,2029184,2029185,2028295,org.intermine.model.bio.Location
691681,692400,1,2029186,2029187,2028295,org.intermine.model.bio.Location
692804,695782,1,2029188,2029189,2028295,org.intermine.model.bio.Location
804518,807739,1,2029190,2029191,2028295,org.intermine.model.bio.Location
804518,807739,1,2029193,2029194,2028295,org.intermine.model.bio.Location
804518,804823,1,2029195,2029196,2028295,org.intermine.model.bio.Location
804941,807739,1,2029197,2029198,2028295,org.intermine.model.bio.Location
809509,810296,-1,2029199,2029200,2028295,org.intermine.model.bio.Location
809509,810296,1,2029202,2029203,2028295,org.intermine.model.bio.Location
809509,809982,-1,2029204,2029205,2028295,org.intermine.model.bio.Location
810228,810296,-1,2029206,2029207,2028295,org.intermine.model.bio.Location
232949,233476,-1,2029208,2029209,2028295,org.intermine.model.bio.Location
232949,233476,1,2029211,2029212,2028295,org.intermine.model.bio.Location
232949,233182,-1,2029213,2029214,2028295,org.intermine.model.bio.Location
233339,233476,-1,2029215,2029216,2028295,org.intermine.model.bio.Location
249030,250727,1,2029217,2029218,2028295,org.intermine.model.bio.Location
249030,250727,1,2029220,2029221,2028295,org.intermine.model.bio.Location
249030,250727,1,2029222,2029223,2028295,org.intermine.model.bio.Location
294273,297616,-1,2029224,2029225,2028295,org.intermine.model.bio.Location
294273,297616,1,2029227,2029228,2028295,org.intermine.model.bio.Location
294273,296317,-1,2029229,2029230,2028295,org.intermine.model.bio.Location
296452,296586,-1,2029231,2029232,2028295,org.intermine.model.bio.Location
296725,297351,-1,2029233,2029234,2028295,org.intermine.model.bio.Location
297583,297616,-1,2029235,2029236,2028295,org.intermine.model.bio.Location
335679,336581,-1,2029237,2029238,2028295,org.intermine.model.bio.Location
335679,336581,1,2029240,2029241,2028295,org.intermine.model.bio.Location
335679,336581,-1,2029242,2029243,2028295,org.intermine.model.bio.Location
275540,276494,-1,2029244,2029245,2028295,org.intermine.model.bio.Location
275540,276494,1,2029247,2029248,2028295,org.intermine.model.bio.Location
275540,275844,-1,2029249,2029250,2028295,org.intermine.model.bio.Location
275981,276494,-1,2029251,2029252,2028295,org.intermine.model.bio.Location
322338,325723,-1,2029253,2029254,2028295,org.intermine.model.bio.Location
322338,325723,1,2029256,2029257,2028295,org.intermine.model.bio.Location
322338,324478,-1,2029258,2029259,2028295,org.intermine.model.bio.Location
324582,324722,-1,2029260,2029261,2028295,org.intermine.model.bio.Location
324892,325560,-1,2029262,2029263,2028295,org.intermine.model.bio.Location
325690,325723,-1,2029264,2029265,2028295,org.intermine.model.bio.Location
178955,181526,1,2029266,2029267,2028295,org.intermine.model.bio.Location
178955,181526,1,2029269,2029270,2028295,org.intermine.model.bio.Location
178955,180924,1,2029271,2029272,2028295,org.intermine.model.bio.Location
181103,181526,1,2029273,2029274,2028295,org.intermine.model.bio.Location
182228,189115,-1,2029275,2029276,2028295,org.intermine.model.bio.Location
182228,189115,1,2029278,2029279,2028295,org.intermine.model.bio.Location
182228,189115,-1,2029280,2029281,2028295,org.intermine.model.bio.Location
41515,42858,-1,2029282,2029283,2028295,org.intermine.model.bio.Location
41515,42858,1,2029285,2029286,2028295,org.intermine.model.bio.Location
41515,42573,-1,2029287,2029288,2028295,org.intermine.model.bio.Location
42805,42858,-1,2029289,2029290,2028295,org.intermine.model.bio.Location
51842,53124,-1,2029291,2029292,2028295,org.intermine.model.bio.Location
51842,53124,1,2029294,2029295,2028295,org.intermine.model.bio.Location
51842,52143,-1,2029296,2029297,2028295,org.intermine.model.bio.Location
52240,52370,-1,2029298,2029299,2028295,org.intermine.model.bio.Location
52490,53124,-1,2029300,2029301,2028295,org.intermine.model.bio.Location
103385,105796,-1,2029302,2029303,2028295,org.intermine.model.bio.Location
103385,105796,1,2029305,2029306,2028295,org.intermine.model.bio.Location
103385,105238,-1,2029307,2029308,2028295,org.intermine.model.bio.Location
105686,105796,-1,2029309,2029310,2028295,org.intermine.model.bio.Location
192818,194199,1,2029311,2029312,2028295,org.intermine.model.bio.Location
192818,194199,1,2029314,2029315,2028295,org.intermine.model.bio.Location
192818,193200,1,2029316,2029317,2028295,org.intermine.model.bio.Location
193328,193490,1,2029318,2029319,2028295,org.intermine.model.bio.Location
193649,193718,1,2029320,2029321,2028295,org.intermine.model.bio.Location
193864,194039,1,2029322,2029323,2028295,org.intermine.model.bio.Location
194161,194199,1,2029324,2029325,2028295,org.intermine.model.bio.Location
63157,64376,1,2029326,2029327,2028295,org.intermine.model.bio.Location
63157,64376,1,2029329,2029330,2028295,org.intermine.model.bio.Location
63157,63225,1,2029331,2029332,2028295,org.intermine.model.bio.Location
63360,64376,1,2029333,2029334,2028295,org.intermine.model.bio.Location
164269,164340,1,2029335,2029336,2028295,org.intermine.model.bio.Location
164269,164340,1,2029338,2029339,2028295,org.intermine.model.bio.Location
164269,164340,1,2029340,2029341,2028295,org.intermine.model.bio.Location
73441,74396,-1,2029342,2029343,2028295,org.intermine.model.bio.Location
73441,74396,1,2029345,2029346,2028295,org.intermine.model.bio.Location
73441,74094,-1,2029347,2029348,2028295,org.intermine.model.bio.Location
74286,74396,-1,2029349,2029350,2028295,org.intermine.model.bio.Location
168682,170136,-1,2029351,2029352,2028295,org.intermine.model.bio.Location
168682,170136,1,2029354,2029355,2028295,org.intermine.model.bio.Location
168682,168719,-1,2029356,2029357,2028295,org.intermine.model.bio.Location
168846,170136,-1,2029358,2029359,2028295,org.intermine.model.bio.Location
211348,212627,1,2029360,2029361,2028295,org.intermine.model.bio.Location
211348,212627,1,2029363,2029364,2028295,org.intermine.model.bio.Location
211348,211465,1,2029365,2029366,2028295,org.intermine.model.bio.Location
211681,212627,1,2029367,2029368,2028295,org.intermine.model.bio.Location
412275,412859,1,2029369,1000536,2028295,org.intermine.model.bio.Location
412275,412859,1,2029371,2029372,2028295,org.intermine.model.bio.Location
412275,412295,1,2029373,2029374,2028295,org.intermine.model.bio.Location
412492,412602,1,2029375,2029376,2028295,org.intermine.model.bio.Location
412701,412859,1,2029377,2029378,2028295,org.intermine.model.bio.Location
594196,599340,1,2029379,2029380,2028295,org.intermine.model.bio.Location
594196,599340,1,2029382,2029383,2028295,org.intermine.model.bio.Location
594196,599340,1,2029384,2029385,2028295,org.intermine.model.bio.Location
605045,609325,1,2029386,2029387,2028295,org.intermine.model.bio.Location
605045,609325,1,2029389,2029390,2028295,org.intermine.model.bio.Location
605045,605237,1,2029391,2029392,2028295,org.intermine.model.bio.Location
605403,609325,1,2029393,2029394,2028295,org.intermine.model.bio.Location
610087,615372,1,2029395,2029396,2028295,org.intermine.model.bio.Location
610087,615372,1,2029398,2029399,2028295,org.intermine.model.bio.Location
610087,610150,1,2029400,2029401,2028295,org.intermine.model.bio.Location
610872,612646,1,2029402,2029403,2028295,org.intermine.model.bio.Location
612764,612889,1,2029404,2029405,2028295,org.intermine.model.bio.Location
613019,613126,1,2029406,2029407,2028295,org.intermine.model.bio.Location
613250,613319,1,2029408,2029409,2028295,org.intermine.model.bio.Location
613453,613493,1,2029410,2029411,2028295,org.intermine.model.bio.Location
613649,613688,1,2029412,2029413,2028295,org.intermine.model.bio.Location
613831,613872,1,2029414,2029415,2028295,org.intermine.model.bio.Location
613980,614032,1,2029416,2029417,2028295,org.intermine.model.bio.Location
614114,614191,1,2029418,2029419,2028295,org.intermine.model.bio.Location
614326,614388,1,2029420,2029421,2028295,org.intermine.model.bio.Location
614534,614575,1,2029422,2029423,2028295,org.intermine.model.bio.Location
614697,614755,1,2029424,2029425,2028295,org.intermine.model.bio.Location
614868,614970,1,2029426,2029427,2028295,org.intermine.model.bio.Location
615181,615372,1,2029428,2029429,2028295,org.intermine.model.bio.Location
634589,637507,-1,2029430,2029431,2028295,org.intermine.model.bio.Location
634589,637507,1,2029433,2029434,2028295,org.intermine.model.bio.Location
634589,637507,-1,2029435,2029436,2028295,org.intermine.model.bio.Location
509525,521746,1,2029437,2029438,2028295,org.intermine.model.bio.Location
509525,521746,1,2029440,2029441,2028295,org.intermine.model.bio.Location
509525,516077,1,2029442,2029443,2028295,org.intermine.model.bio.Location
516327,521746,1,2029444,2029445,2028295,org.intermine.model.bio.Location
387273,388151,1,2029446,1000617,2028295,org.intermine.model.bio.Location
387273,388151,1,2029448,2029449,2028295,org.intermine.model.bio.Location
387273,387906,1,2029450,2029451,2028295,org.intermine.model.bio.Location
388063,388151,1,2029452,2029453,2028295,org.intermine.model.bio.Location
540409,540969,-1,2029454,2029455,2028295,org.intermine.model.bio.Location
540409,540969,1,2029457,2029458,2028295,org.intermine.model.bio.Location
540409,540696,-1,2029459,2029460,2028295,org.intermine.model.bio.Location
540877,540969,-1,2029461,2029462,2028295,org.intermine.model.bio.Location
873915,874109,-1,2029463,2029464,2028295,org.intermine.model.bio.Location
873915,874109,1,2029466,2029467,2028295,org.intermine.model.bio.Location
873915,874109,-1,2029468,2029469,2028295,org.intermine.model.bio.Location
874543,874809,-1,2029470,2029471,2028295,org.intermine.model.bio.Location
874543,874809,1,2029473,2029474,2028295,org.intermine.model.bio.Location
874543,874809,-1,2029475,2029476,2028295,org.intermine.model.bio.Location
899451,900445,1,2029477,2029478,2028295,org.intermine.model.bio.Location
899451,900445,1,2029480,2029481,2028295,org.intermine.model.bio.Location
899451,899498,1,2029482,2029483,2028295,org.intermine.model.bio.Location
899600,900445,1,2029484,2029485,2028295,org.intermine.model.bio.Location
913244,914457,1,2029486,2029487,2028295,org.intermine.model.bio.Location
913244,914457,1,2029489,2029490,2028295,org.intermine.model.bio.Location
913244,913297,1,2029491,2029492,2028295,org.intermine.model.bio.Location
913528,914457,1,2029493,2029494,2028295,org.intermine.model.bio.Location
696192,699314,-1,2029495,2029496,2028295,org.intermine.model.bio.Location
696192,699314,1,2029498,2029499,2028295,org.intermine.model.bio.Location
696192,699314,-1,2029500,2029501,2028295,org.intermine.model.bio.Location
796750,801584,1,2029502,2029503,2028295,org.intermine.model.bio.Location
796750,801584,1,2029505,2029506,2028295,org.intermine.model.bio.Location
796750,796947,1,2029507,2029508,2028295,org.intermine.model.bio.Location
797106,801584,1,2029509,2029510,2028295,org.intermine.model.bio.Location
851422,851960,1,2029511,2029512,2028295,org.intermine.model.bio.Location
851422,851960,1,2029514,2029515,2028295,org.intermine.model.bio.Location
851422,851575,1,2029516,2029517,2028295,org.intermine.model.bio.Location
851656,851960,1,2029518,2029519,2028295,org.intermine.model.bio.Location
863384,863626,-1,2029520,2029521,2028295,org.intermine.model.bio.Location
863384,863626,1,2029523,2029524,2028295,org.intermine.model.bio.Location
863384,863626,-1,2029525,2029526,2028295,org.intermine.model.bio.Location
731119,732311,-1,2029527,2029528,2028295,org.intermine.model.bio.Location
731119,732311,1,2029530,2029531,2028295,org.intermine.model.bio.Location
731119,731386,-1,2029532,2029533,2028295,org.intermine.model.bio.Location
731547,731622,-1,2029534,2029535,2028295,org.intermine.model.bio.Location
731753,731971,-1,2029536,2029537,2028295,org.intermine.model.bio.Location
732170,732311,-1,2029538,2029539,2028295,org.intermine.model.bio.Location
86832,88633,-1,2029540,2029541,2028295,org.intermine.model.bio.Location
86832,88633,1,2029543,2029544,2028295,org.intermine.model.bio.Location
86832,87400,-1,2029545,2029546,2028295,org.intermine.model.bio.Location
87675,88110,-1,2029547,2029548,2028295,org.intermine.model.bio.Location
88385,88534,-1,2029549,2029550,2028295,org.intermine.model.bio.Location
88583,88633,-1,2029551,2029552,2028295,org.intermine.model.bio.Location
214838,218472,-1,2029553,2029554,2028295,org.intermine.model.bio.Location
214838,218472,1,2029556,2029557,2028295,org.intermine.model.bio.Location
214838,216054,-1,2029558,2029559,2028295,org.intermine.model.bio.Location
216175,216786,-1,2029560,2029561,2028295,org.intermine.model.bio.Location
216937,217008,-1,2029562,2029563,2028295,org.intermine.model.bio.Location
217132,217315,-1,2029564,2029565,2028295,org.intermine.model.bio.Location
217888,218097,-1,2029566,2029567,2028295,org.intermine.model.bio.Location
218290,218472,-1,2029568,2029569,2028295,org.intermine.model.bio.Location
228025,229932,1,2029570,2029571,2028295,org.intermine.model.bio.Location
228025,229932,1,2029573,2029574,2028295,org.intermine.model.bio.Location
228025,229932,1,2029575,2029576,2028295,org.intermine.model.bio.Location
231141,232529,1,2029577,2029578,2028295,org.intermine.model.bio.Location
231141,232529,1,2029580,2029581,2028295,org.intermine.model.bio.Location
231141,231234,1,2029582,2029583,2028295,org.intermine.model.bio.Location
231384,231484,1,2029584,2029585,2028295,org.intermine.model.bio.Location
231618,231702,1,2029586,2029587,2028295,org.intermine.model.bio.Location
231859,231893,1,2029588,2029589,2028295,org.intermine.model.bio.Location
232107,232173,1,2029590,2029591,2028295,org.intermine.model.bio.Location
232243,232327,1,2029592,2029593,2028295,org.intermine.model.bio.Location
232421,232529,1,2029594,2029595,2028295,org.intermine.model.bio.Location
252394,254818,1,2029596,2029597,2028295,org.intermine.model.bio.Location
252394,254818,1,2029599,2029600,2028295,org.intermine.model.bio.Location
252394,252507,1,2029601,2029602,2028295,org.intermine.model.bio.Location
252757,253306,1,2029603,2029604,2028295,org.intermine.model.bio.Location
253401,253484,1,2029605,2029606,2028295,org.intermine.model.bio.Location
253989,254818,1,2029607,2029608,2028295,org.intermine.model.bio.Location
271594,273009,1,2029609,2029610,2028295,org.intermine.model.bio.Location
271594,273009,1,2029612,2029613,2028295,org.intermine.model.bio.Location
271594,273009,1,2029614,2029615,2028295,org.intermine.model.bio.Location
308847,312155,-1,2029616,2029617,2028295,org.intermine.model.bio.Location
308847,312155,1,2029619,2029620,2028295,org.intermine.model.bio.Location
308847,310975,-1,2029621,2029622,2028295,org.intermine.model.bio.Location
311120,311254,-1,2029623,2029624,2028295,org.intermine.model.bio.Location
311366,311956,-1,2029625,2029626,2028295,org.intermine.model.bio.Location
312122,312155,-1,2029627,2029628,2028295,org.intermine.model.bio.Location
352836,353628,1,2029629,2029630,2028295,org.intermine.model.bio.Location
352836,353628,1,2029632,2029633,2028295,org.intermine.model.bio.Location
352836,352881,1,2029634,2029635,2028295,org.intermine.model.bio.Location
353086,353306,1,2029636,2029637,2028295,org.intermine.model.bio.Location
353482,353628,1,2029638,2029639,2028295,org.intermine.model.bio.Location
327932,335203,1,2029640,2029641,2028295,org.intermine.model.bio.Location
327932,335203,1,2029643,2029644,2028295,org.intermine.model.bio.Location
327932,328021,1,2029645,2029646,2028295,org.intermine.model.bio.Location
328121,328157,1,2029647,2029648,2028295,org.intermine.model.bio.Location
328323,328414,1,2029649,2029650,2028295,org.intermine.model.bio.Location
328549,328672,1,2029651,2029652,2028295,org.intermine.model.bio.Location
328775,328843,1,2029653,2029654,2028295,org.intermine.model.bio.Location
328965,329038,1,2029655,2029656,2028295,org.intermine.model.bio.Location
329168,329229,1,2029657,2029658,2028295,org.intermine.model.bio.Location
329331,329403,1,2029659,2029660,2028295,org.intermine.model.bio.Location
329520,329629,1,2029661,2029662,2028295,org.intermine.model.bio.Location
329748,330010,1,2029663,2029664,2028295,org.intermine.model.bio.Location
330127,330218,1,2029665,2029666,2028295,org.intermine.model.bio.Location
330413,330455,1,2029667,2029668,2028295,org.intermine.model.bio.Location
330562,330796,1,2029669,2029670,2028295,org.intermine.model.bio.Location
330935,331012,1,2029671,2029672,2028295,org.intermine.model.bio.Location
331108,331177,1,2029673,2029674,2028295,org.intermine.model.bio.Location
331310,335203,1,2029675,2029676,2028295,org.intermine.model.bio.Location
356501,358014,-1,2029677,2029678,2028295,org.intermine.model.bio.Location
356501,358014,1,2029680,2029681,2028295,org.intermine.model.bio.Location
356501,356552,-1,2029682,2029683,2028295,org.intermine.model.bio.Location
356649,356713,-1,2029684,2029685,2028295,org.intermine.model.bio.Location
356888,357000,-1,2029686,2029687,2028295,org.intermine.model.bio.Location
357126,357280,-1,2029688,2029689,2028295,org.intermine.model.bio.Location
357357,357437,-1,2029690,2029691,2028295,org.intermine.model.bio.Location
357621,357738,-1,2029692,2029693,2028295,org.intermine.model.bio.Location
357930,358014,-1,2029694,2029695,2028295,org.intermine.model.bio.Location
117225,118235,1,2029696,2029697,2028295,org.intermine.model.bio.Location
117225,118235,1,2029699,2029700,2028295,org.intermine.model.bio.Location
117225,117445,1,2029701,2029702,2028295,org.intermine.model.bio.Location
117653,118235,1,2029703,2029704,2028295,org.intermine.model.bio.Location
120524,124102,1,2029705,2029706,2028295,org.intermine.model.bio.Location
120524,124102,1,2029708,2029709,2028295,org.intermine.model.bio.Location
120524,124102,1,2029710,2029711,2028295,org.intermine.model.bio.Location
77251,78808,-1,2029712,2029713,2028295,org.intermine.model.bio.Location
77251,78808,1,2029715,2029716,2028295,org.intermine.model.bio.Location
77251,78504,-1,2029717,2029718,2028295,org.intermine.model.bio.Location
78605,78808,-1,2029719,2029720,2028295,org.intermine.model.bio.Location
25232,31168,1,2029721,2029722,2028295,org.intermine.model.bio.Location
25232,31168,1,2029724,2029725,2028295,org.intermine.model.bio.Location
25232,29035,1,2029726,2029727,2028295,org.intermine.model.bio.Location
29837,31168,1,2029728,2029729,2028295,org.intermine.model.bio.Location
645929,650761,1,2029730,2029731,2028295,org.intermine.model.bio.Location
645929,650761,1,2029733,2029734,2028295,org.intermine.model.bio.Location
645929,645980,1,2029735,2029736,2028295,org.intermine.model.bio.Location
646115,650079,1,2029737,2029738,2028295,org.intermine.model.bio.Location
650684,650761,1,2029739,2029740,2028295,org.intermine.model.bio.Location
650663,653362,-1,2029741,2029742,2028295,org.intermine.model.bio.Location
650663,653362,1,2029744,2029745,2028295,org.intermine.model.bio.Location
650663,653362,-1,2029746,2029747,2028295,org.intermine.model.bio.Location
384865,386580,-1,2029748,2029749,2028295,org.intermine.model.bio.Location
384865,386580,1,2029751,2029752,2028295,org.intermine.model.bio.Location
384865,384984,-1,2029753,2029754,2028295,org.intermine.model.bio.Location
385079,385204,-1,2029755,2029756,2028295,org.intermine.model.bio.Location
385368,385427,-1,2029757,2029758,2028295,org.intermine.model.bio.Location
385556,385644,-1,2029759,2029760,2028295,org.intermine.model.bio.Location
385970,386133,-1,2029761,2029762,2028295,org.intermine.model.bio.Location
386224,386302,-1,2029763,2029764,2028295,org.intermine.model.bio.Location
386448,386580,-1,2029765,2029766,2028295,org.intermine.model.bio.Location
425689,426303,1,2029767,2029768,2028295,org.intermine.model.bio.Location
425689,426303,1,2029770,2029771,2028295,org.intermine.model.bio.Location
425689,425855,1,2029772,2029773,2028295,org.intermine.model.bio.Location
425995,426074,1,2029774,2029775,2028295,org.intermine.model.bio.Location
426209,426303,1,2029776,2029777,2028295,org.intermine.model.bio.Location
475242,477074,1,2029778,2029779,2028295,org.intermine.model.bio.Location
475242,477074,1,2029781,2029782,2028295,org.intermine.model.bio.Location
475242,477074,1,2029783,2029784,2028295,org.intermine.model.bio.Location
388712,392789,-1,2029785,2029786,2028295,org.intermine.model.bio.Location
388712,392789,1,2029788,2029789,2028295,org.intermine.model.bio.Location
388712,388784,-1,2029790,2029791,2028295,org.intermine.model.bio.Location
388945,389162,-1,2029792,2029793,2028295,org.intermine.model.bio.Location
389427,389618,-1,2029794,2029795,2028295,org.intermine.model.bio.Location
389742,390404,-1,2029796,2029797,2028295,org.intermine.model.bio.Location
391335,392789,-1,2029798,2029799,2028295,org.intermine.model.bio.Location
437755,439002,-1,2029800,2029801,2028295,org.intermine.model.bio.Location
437755,439002,1,2029803,2029804,2028295,org.intermine.model.bio.Location
437755,439002,-1,2029805,2029806,2028295,org.intermine.model.bio.Location
544008,545408,-1,2029807,2029808,2028295,org.intermine.model.bio.Location
544008,545408,1,2029810,2029811,2028295,org.intermine.model.bio.Location
544008,544386,-1,2029812,2029813,2028295,org.intermine.model.bio.Location
544624,545408,-1,2029814,2029815,2028295,org.intermine.model.bio.Location
409983,410228,1,2029816,1022816,2028295,org.intermine.model.bio.Location
409983,410228,1,2029818,2029819,2028295,org.intermine.model.bio.Location
409983,410228,1,2029820,2029821,2028295,org.intermine.model.bio.Location
735437,736996,-1,2029822,2029823,2028295,org.intermine.model.bio.Location
735437,736996,1,2029825,2029826,2028295,org.intermine.model.bio.Location
