secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,geneid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,exon.39390,67,2017336,,,,2014270,2017323,2017335,1000026,5010713,2000012,org.intermine.model.bio.Exon
,,exon.39389,59,2017338,,,,2014270,2017323,2017337,1000026,5010714,2000012,org.intermine.model.bio.Exon
,,exon.39395,168,2017340,,,,2014270,2017323,2017339,1000026,5010715,2000012,org.intermine.model.bio.Exon
,,exon.39860,2592,2017347,,,,2014270,2017342,2017346,1000026,5010717,2000012,org.intermine.model.bio.Exon
,,exon.40246,1617,2017354,,,,2014270,2017349,2017353,1000026,5010719,2000012,org.intermine.model.bio.Exon
,,exon.40245,27,2017356,,,,2014270,2017349,2017355,1000026,5010720,2000012,org.intermine.model.bio.Exon
,,exon.40247,42,2017358,,,,2014270,2017349,2017357,1000026,5010721,2000012,org.intermine.model.bio.Exon
,,exon.40697,1332,2017365,,,,2014270,2017360,2017364,1000026,5010723,2000012,org.intermine.model.bio.Exon
,,exon.39444,837,2017372,,,,2014270,2017367,2017371,1000026,5010725,2000012,org.intermine.model.bio.Exon
,,exon.39474,119,2017379,,,,2014270,2017374,2017378,1000026,5010727,2000012,org.intermine.model.bio.Exon
,,exon.39480,126,2017381,,,,2014270,2017374,2017380,1000026,5010728,2000012,org.intermine.model.bio.Exon
,,exon.39475,102,2017383,,,,2014270,2017374,2017382,1000026,5010729,2000012,org.intermine.model.bio.Exon
,,exon.39477,97,2017385,,,,2014270,2017374,2017384,1000026,5010730,2000012,org.intermine.model.bio.Exon
,,exon.39476,50,2017387,,,,2014270,2017374,2017386,1000026,5010731,2000012,org.intermine.model.bio.Exon
,,exon.39478,117,2017389,,,,2014270,2017374,2017388,1000026,5010732,2000012,org.intermine.model.bio.Exon
,,exon.39479,121,2017391,,,,2014270,2017374,2017390,1000026,5010733,2000012,org.intermine.model.bio.Exon
,,exon.40303,981,2017398,,,,2014270,2017393,2017397,1000026,5010735,2000012,org.intermine.model.bio.Exon
,,exon.40765,194,2017405,,,,2014270,2017400,2017404,1000026,5010737,2000012,org.intermine.model.bio.Exon
,,exon.40766,54,2017407,,,,2014270,2017400,2017406,1000026,5010738,2000012,org.intermine.model.bio.Exon
,,exon.40763,101,2017409,,,,2014270,2017400,2017408,1000026,5010739,2000012,org.intermine.model.bio.Exon
,,exon.40764,62,2017411,,,,2014270,2017400,2017410,1000026,5010740,2000012,org.intermine.model.bio.Exon
,,exon.40353,1071,2017418,,,,2014270,2017413,2017417,1000026,5010742,2000012,org.intermine.model.bio.Exon
,,exon.39552,666,2017425,,,,2014270,2017420,2017424,1000026,5010744,2000012,org.intermine.model.bio.Exon
,,exon.40004,3435,2017432,,,,2014270,2017427,2017431,1000026,5010746,2000012,org.intermine.model.bio.Exon
,,exon.40410,417,2017439,,,,2014270,2017434,2017438,1000026,5010748,2000012,org.intermine.model.bio.Exon
,,exon.40408,192,2017441,,,,2014270,2017434,2017440,1000026,5010749,2000012,org.intermine.model.bio.Exon
,,exon.40409,150,2017443,,,,2014270,2017434,2017442,1000026,5010750,2000012,org.intermine.model.bio.Exon
,,exon.40855,1023,2017450,,,,2014270,2017445,2017449,1000026,5010752,2000012,org.intermine.model.bio.Exon
,,exon.39616,1269,2017457,,,,2014270,2017452,2017456,1000026,5010754,2000012,org.intermine.model.bio.Exon
,,exon.40025,741,2017464,,,,2014270,2017459,2017463,1000026,5010756,2000012,org.intermine.model.bio.Exon
,,exon.39631,420,2017471,,,,2014270,2017466,2017470,1000026,5010758,2000012,org.intermine.model.bio.Exon
,,exon.40081,40,2017478,,,,2014270,2017473,2017477,1000026,5010760,2000012,org.intermine.model.bio.Exon
,,exon.40083,269,2017480,,,,2014270,2017473,2017479,1000026,5010761,2000012,org.intermine.model.bio.Exon
,,exon.40082,303,2017482,,,,2014270,2017473,2017481,1000026,5010762,2000012,org.intermine.model.bio.Exon
,,exon.34677,54,2017489,,,,2014270,2017484,2017488,1000026,5010764,2000012,org.intermine.model.bio.Exon
,,exon.34678,942,2017491,,,,2014270,2017484,2017490,1000026,5010765,2000012,org.intermine.model.bio.Exon
,,exon.35267,1203,2017498,,,,2014270,2017493,2017497,1000026,5010767,2000012,org.intermine.model.bio.Exon
,,exon.34725,435,2017505,,,,2014270,2017500,2017504,1000026,5010769,2000012,org.intermine.model.bio.Exon
,,exon.34724,132,2017507,,,,2014270,2017500,2017506,1000026,5010770,2000012,org.intermine.model.bio.Exon
,,exon.34767,738,2017514,,,,2014270,2017509,2017513,1000026,5010772,2000012,org.intermine.model.bio.Exon
,,exon.34766,189,2017516,,,,2014270,2017509,2017515,1000026,5010773,2000012,org.intermine.model.bio.Exon
,,exon.35028,2542,2017523,,,,2014270,2017518,2017522,1000026,5010775,2000012,org.intermine.model.bio.Exon
,,exon.35029,197,2017525,,,,2014270,2017518,2017524,1000026,5010776,2000012,org.intermine.model.bio.Exon
,,exon.35323,1893,2017532,,,,2014270,2017527,2017531,1000026,5010778,2000012,org.intermine.model.bio.Exon
,,exon.35119,987,2017539,,,,2014270,2017534,2017538,1000026,5010780,2000012,org.intermine.model.bio.Exon
,,exon.35409,459,2017546,,,,2014270,2017541,2017545,1000026,5010782,2000012,org.intermine.model.bio.Exon
,,exon.35415,7100,2017553,,,,2014270,2017548,2017552,1000026,5010784,2000012,org.intermine.model.bio.Exon
,,exon.35414,28,2017555,,,,2014270,2017548,2017554,1000026,5010785,2000012,org.intermine.model.bio.Exon
,,exon.35476,6313,2017562,,,,2014270,2017557,2017561,1000026,5010787,2000012,org.intermine.model.bio.Exon
,,exon.35477,992,2017564,,,,2014270,2017557,2017563,1000026,5010788,2000012,org.intermine.model.bio.Exon
,,exon.35478,2185,2017566,,,,2014270,2017557,2017565,1000026,5010789,2000012,org.intermine.model.bio.Exon
,,exon.35479,8777,2017568,,,,2014270,2017557,2017567,1000026,5010790,2000012,org.intermine.model.bio.Exon
,,exon.36400,686,2017575,,,,2014270,2017570,2017574,1000026,5010792,2000012,org.intermine.model.bio.Exon
,,exon.36402,73,2017577,,,,2014270,2017570,2017576,1000026,5010793,2000012,org.intermine.model.bio.Exon
,,exon.36401,66,2017579,,,,2014270,2017570,2017578,1000026,5010794,2000012,org.intermine.model.bio.Exon
,,exon.36403,51,2017581,,,,2014270,2017570,2017580,1000026,5010795,2000012,org.intermine.model.bio.Exon
,,exon.36404,15,2017583,,,,2014270,2017570,2017582,1000026,5010796,2000012,org.intermine.model.bio.Exon
,,exon.37261,1314,2017590,,,,2014270,2017585,2017589,1000026,5010798,2000012,org.intermine.model.bio.Exon
,,exon.37375,1501,2017597,,,,2014270,2017592,2017596,1000026,5010800,2000012,org.intermine.model.bio.Exon
,,exon.37376,83,2017599,,,,2014270,2017592,2017598,1000026,5010801,2000012,org.intermine.model.bio.Exon
,,exon.37392,87,2017606,,,,2014270,2017601,2017605,1000026,5010803,2000012,org.intermine.model.bio.Exon
,,exon.37393,24,2017608,,,,2014270,2017601,2017607,1000026,5010804,2000012,org.intermine.model.bio.Exon
,,exon.37400,134,2017610,,,,2014270,2017601,2017609,1000026,5010805,2000012,org.intermine.model.bio.Exon
,,exon.37402,70,2017612,,,,2014270,2017601,2017611,1000026,5010806,2000012,org.intermine.model.bio.Exon
,,exon.37396,81,2017614,,,,2014270,2017601,2017613,1000026,5010807,2000012,org.intermine.model.bio.Exon
,,exon.37394,99,2017616,,,,2014270,2017601,2017615,1000026,5010808,2000012,org.intermine.model.bio.Exon
,,exon.37399,119,2017618,,,,2014270,2017601,2017617,1000026,5010809,2000012,org.intermine.model.bio.Exon
,,exon.37397,52,2017620,,,,2014270,2017601,2017619,1000026,5010810,2000012,org.intermine.model.bio.Exon
,,exon.37401,332,2017622,,,,2014270,2017601,2017621,1000026,5010811,2000012,org.intermine.model.bio.Exon
,,exon.37398,61,2017624,,,,2014270,2017601,2017623,1000026,5010812,2000012,org.intermine.model.bio.Exon
,,exon.37395,387,2017626,,,,2014270,2017601,2017625,1000026,5010813,2000012,org.intermine.model.bio.Exon
,,exon.37490,759,2017633,,,,2014270,2017628,2017632,1000026,5010815,2000012,org.intermine.model.bio.Exon
,,exon.37774,906,2017640,,,,2014270,2017635,2017639,1000026,5010817,2000012,org.intermine.model.bio.Exon
,,exon.37873,1518,2017647,,,,2014270,2017642,2017646,1000026,5010819,2000012,org.intermine.model.bio.Exon
,,exon.37893,1248,2017654,,,,2014270,2017649,2017653,1000026,5010821,2000012,org.intermine.model.bio.Exon
,,exon.37897,87,2017656,,,,2014270,2017649,2017655,1000026,5010822,2000012,org.intermine.model.bio.Exon
,,exon.37898,42,2017658,,,,2014270,2017649,2017657,1000026,5010823,2000012,org.intermine.model.bio.Exon
,,exon.37894,81,2017660,,,,2014270,2017649,2017659,1000026,5010824,2000012,org.intermine.model.bio.Exon
,,exon.37899,54,2017662,,,,2014270,2017649,2017661,1000026,5010825,2000012,org.intermine.model.bio.Exon
,,exon.37896,57,2017664,,,,2014270,2017649,2017663,1000026,5010826,2000012,org.intermine.model.bio.Exon
,,exon.37892,121,2017666,,,,2014270,2017649,2017665,1000026,5010827,2000012,org.intermine.model.bio.Exon
,,exon.37895,146,2017668,,,,2014270,2017649,2017667,1000026,5010828,2000012,org.intermine.model.bio.Exon
,,exon.38445,358,2017675,,,,2014270,2017670,2017674,1000026,5010830,2000012,org.intermine.model.bio.Exon
,,exon.38444,725,2017677,,,,2014270,2017670,2017676,1000026,5010831,2000012,org.intermine.model.bio.Exon
,,exon.38446,117,2017679,,,,2014270,2017670,2017678,1000026,5010832,2000012,org.intermine.model.bio.Exon
,,exon.38478,207,2017686,,,,2014270,2017681,2017685,1000026,5010834,2000012,org.intermine.model.bio.Exon
,,exon.38472,62,2017688,,,,2014270,2017681,2017687,1000026,5010835,2000012,org.intermine.model.bio.Exon
,,exon.38470,100,2017690,,,,2014270,2017681,2017689,1000026,5010836,2000012,org.intermine.model.bio.Exon
,,exon.38475,60,2017692,,,,2014270,2017681,2017691,1000026,5010837,2000012,org.intermine.model.bio.Exon
,,exon.38471,63,2017694,,,,2014270,2017681,2017693,1000026,5010838,2000012,org.intermine.model.bio.Exon
,,exon.38476,69,2017696,,,,2014270,2017681,2017695,1000026,5010839,2000012,org.intermine.model.bio.Exon
,,exon.38474,107,2017698,,,,2014270,2017681,2017697,1000026,5010840,2000012,org.intermine.model.bio.Exon
,,exon.38477,134,2017700,,,,2014270,2017681,2017699,1000026,5010841,2000012,org.intermine.model.bio.Exon
,,exon.38473,47,2017702,,,,2014270,2017681,2017701,1000026,5010842,2000012,org.intermine.model.bio.Exon
,,exon.37992,67,2017709,,,,2014270,2017704,2017708,1000026,5010844,2000012,org.intermine.model.bio.Exon
,,exon.37991,211,2017711,,,,2014270,2017704,2017710,1000026,5010845,2000012,org.intermine.model.bio.Exon
,,exon.37995,213,2017713,,,,2014270,2017704,2017712,1000026,5010846,2000012,org.intermine.model.bio.Exon
,,exon.37993,135,2017715,,,,2014270,2017704,2017714,1000026,5010847,2000012,org.intermine.model.bio.Exon
,,exon.37988,20,2017717,,,,2014270,2017704,2017716,1000026,5010848,2000012,org.intermine.model.bio.Exon
,,exon.37990,76,2017719,,,,2014270,2017704,2017718,1000026,5010849,2000012,org.intermine.model.bio.Exon
,,exon.37994,20,2017721,,,,2014270,2017704,2017720,1000026,5010850,2000012,org.intermine.model.bio.Exon
,,exon.37989,62,2017723,,,,2014270,2017704,2017722,1000026,5010851,2000012,org.intermine.model.bio.Exon
,,exon.38486,13,2017730,,,,2014270,2017725,2017729,1000026,5010853,2000012,org.intermine.model.bio.Exon
,,exon.38488,66,2017732,,,,2014270,2017725,2017731,1000026,5010854,2000012,org.intermine.model.bio.Exon
,,exon.38487,159,2017734,,,,2014270,2017725,2017733,1000026,5010855,2000012,org.intermine.model.bio.Exon
,,exon.38489,38,2017736,,,,2014270,2017725,2017735,1000026,5010856,2000012,org.intermine.model.bio.Exon
,,exon.38493,477,2017743,,,,2014270,2017738,2017742,1000026,5010858,2000012,org.intermine.model.bio.Exon
,,exon.36438,9,2017750,,,,2014270,2017745,2017749,1000026,5010860,2000012,org.intermine.model.bio.Exon
,,exon.36437,435,2017752,,,,2014270,2017745,2017751,1000026,5010861,2000012,org.intermine.model.bio.Exon
,,exon.36057,1185,2017759,,,,2014270,2017754,2017758,1000026,5010863,2000012,org.intermine.model.bio.Exon
,,exon.36521,29,2017766,,,,2014270,2017761,2017765,1000026,5010865,2000012,org.intermine.model.bio.Exon
,,exon.36522,1606,2017768,,,,2014270,2017761,2017767,1000026,5010866,2000012,org.intermine.model.bio.Exon
,,exon.36138,219,2017775,,,,2014270,2017770,2017774,1000026,5010868,2000012,org.intermine.model.bio.Exon
,,exon.36139,315,2017777,,,,2014270,2017770,2017776,1000026,5010869,2000012,org.intermine.model.bio.Exon
,,exon.36144,30,2017784,,,,2014270,2017779,2017783,1000026,5010871,2000012,org.intermine.model.bio.Exon
,,exon.36148,85,2017786,,,,2014270,2017779,2017785,1000026,5010872,2000012,org.intermine.model.bio.Exon
,,exon.36146,136,2017788,,,,2014270,2017779,2017787,1000026,5010873,2000012,org.intermine.model.bio.Exon
,,exon.36147,91,2017790,,,,2014270,2017779,2017789,1000026,5010874,2000012,org.intermine.model.bio.Exon
,,exon.36145,864,2017792,,,,2014270,2017779,2017791,1000026,5010875,2000012,org.intermine.model.bio.Exon
,,exon.36577,2415,2017799,,,,2014270,2017794,2017798,1000026,5010877,2000012,org.intermine.model.bio.Exon
,,exon.36984,133,2017806,,,,2014270,2017801,2017805,1000026,5010879,2000012,org.intermine.model.bio.Exon
,,exon.36980,69,2017808,,,,2014270,2017801,2017807,1000026,5010880,2000012,org.intermine.model.bio.Exon
,,exon.36979,437,2017810,,,,2014270,2017801,2017809,1000026,5010881,2000012,org.intermine.model.bio.Exon
,,exon.36983,189,2017812,,,,2014270,2017801,2017811,1000026,5010882,2000012,org.intermine.model.bio.Exon
,,exon.36982,114,2017814,,,,2014270,2017801,2017813,1000026,5010883,2000012,org.intermine.model.bio.Exon
,,exon.36981,1089,2017816,,,,2014270,2017801,2017815,1000026,5010884,2000012,org.intermine.model.bio.Exon
,,exon.36174,3207,2017823,,,,2014270,2017818,2017822,1000026,5010886,2000012,org.intermine.model.bio.Exon
,,exon.36209,125,2017830,,,,2014270,2017825,2017829,1000026,5010888,2000012,org.intermine.model.bio.Exon
,,exon.36211,96,2017832,,,,2014270,2017825,2017831,1000026,5010889,2000012,org.intermine.model.bio.Exon
,,exon.36208,80,2017834,,,,2014270,2017825,2017833,1000026,5010890,2000012,org.intermine.model.bio.Exon
,,exon.36206,55,2017836,,,,2014270,2017825,2017835,1000026,5010891,2000012,org.intermine.model.bio.Exon
,,exon.36212,59,2017838,,,,2014270,2017825,2017837,1000026,5010892,2000012,org.intermine.model.bio.Exon
,,exon.36207,40,2017840,,,,2014270,2017825,2017839,1000026,5010893,2000012,org.intermine.model.bio.Exon
,,exon.36210,56,2017842,,,,2014270,2017825,2017841,1000026,5010894,2000012,org.intermine.model.bio.Exon
,,exon.36205,11,2017844,,,,2014270,2017825,2017843,1000026,5010895,2000012,org.intermine.model.bio.Exon
,,exon.36645,71,2017851,,,,2014270,2017846,2017850,1000026,5010897,2000012,org.intermine.model.bio.Exon
,,exon.36647,146,2017853,,,,2014270,2017846,2017852,1000026,5010898,2000012,org.intermine.model.bio.Exon
,,exon.36644,120,2017855,,,,2014270,2017846,2017854,1000026,5010899,2000012,org.intermine.model.bio.Exon
,,exon.36646,68,2017857,,,,2014270,2017846,2017856,1000026,5010900,2000012,org.intermine.model.bio.Exon
,,exon.36643,174,2017859,,,,2014270,2017846,2017858,1000026,5010901,2000012,org.intermine.model.bio.Exon
,,exon.36663,2134,2017866,,,,2014270,2017861,2017865,1000026,5010903,2000012,org.intermine.model.bio.Exon
,,exon.36664,8,2017868,,,,2014270,2017861,2017867,1000026,5010904,2000012,org.intermine.model.bio.Exon
,,exon.37068,85,2017875,,,,2014270,2017870,2017874,1000026,5010906,2000012,org.intermine.model.bio.Exon
,,exon.37065,246,2017877,,,,2014270,2017870,2017876,1000026,5010907,2000012,org.intermine.model.bio.Exon
,,exon.37067,217,2017879,,,,2014270,2017870,2017878,1000026,5010908,2000012,org.intermine.model.bio.Exon
,,exon.37066,25,2017881,,,,2014270,2017870,2017880,1000026,5010909,2000012,org.intermine.model.bio.Exon
,,exon.35779,792,2017888,,,,2014270,2017883,2017887,1000026,5010911,2000012,org.intermine.model.bio.Exon
,,exon.35780,90,2017890,,,,2014270,2017883,2017889,1000026,5010912,2000012,org.intermine.model.bio.Exon
,,exon.35781,54,2017892,,,,2014270,2017883,2017891,1000026,5010913,2000012,org.intermine.model.bio.Exon
,,exon.35793,1314,2017899,,,,2014270,2017894,2017898,1000026,5010915,2000012,org.intermine.model.bio.Exon
,,exon.36316,36,2017906,,,,2014270,2017901,2017905,1000026,5010917,2000012,org.intermine.model.bio.Exon
,,exon.36314,79,2017908,,,,2014270,2017901,2017907,1000026,5010918,2000012,org.intermine.model.bio.Exon
,,exon.36315,2576,2017910,,,,2014270,2017901,2017909,1000026,5010919,2000012,org.intermine.model.bio.Exon
,,exon.42241,969,2017917,,,,2014270,2017912,2017916,1000026,5010921,2000012,org.intermine.model.bio.Exon
,,exon.42240,54,2017919,,,,2014270,2017912,2017918,1000026,5010922,2000012,org.intermine.model.bio.Exon
,,exon.38747,1869,2017926,,,,2014270,2017921,2017925,1000026,5010924,2000012,org.intermine.model.bio.Exon
,,exon.38750,35,2017933,,,,2014270,2017928,2017932,1000026,5010926,2000012,org.intermine.model.bio.Exon
,,exon.38751,61,2017935,,,,2014270,2017928,2017934,1000026,5010927,2000012,org.intermine.model.bio.Exon
,,exon.38760,215,2017937,,,,2014270,2017928,2017936,1000026,5010928,2000012,org.intermine.model.bio.Exon
,,exon.38756,152,2017939,,,,2014270,2017928,2017938,1000026,5010929,2000012,org.intermine.model.bio.Exon
,,exon.38752,506,2017941,,,,2014270,2017928,2017940,1000026,5010930,2000012,org.intermine.model.bio.Exon
,,exon.38753,99,2017943,,,,2014270,2017928,2017942,1000026,5010931,2000012,org.intermine.model.bio.Exon
,,exon.38761,21,2017945,,,,2014270,2017928,2017944,1000026,5010932,2000012,org.intermine.model.bio.Exon
,,exon.38757,135,2017947,,,,2014270,2017928,2017946,1000026,5010933,2000012,org.intermine.model.bio.Exon
,,exon.38754,90,2017949,,,,2014270,2017928,2017948,1000026,5010934,2000012,org.intermine.model.bio.Exon
,,exon.38758,77,2017951,,,,2014270,2017928,2017950,1000026,5010935,2000012,org.intermine.model.bio.Exon
,,exon.38755,208,2017953,,,,2014270,2017928,2017952,1000026,5010936,2000012,org.intermine.model.bio.Exon
,,exon.38759,36,2017955,,,,2014270,2017928,2017954,1000026,5010937,2000012,org.intermine.model.bio.Exon
,,exon.38855,1857,2017962,,,,2014270,2017957,2017961,1000026,5010939,2000012,org.intermine.model.bio.Exon
,,exon.38865,837,2017969,,,,2014270,2017964,2017968,1000026,5010941,2000012,org.intermine.model.bio.Exon
,,exon.38954,6,2017976,,,,2014270,2017971,2017975,1000026,5010943,2000012,org.intermine.model.bio.Exon
,,exon.38955,256,2017978,,,,2014270,2017971,2017977,1000026,5010944,2000012,org.intermine.model.bio.Exon
,,exon.38953,305,2017980,,,,2014270,2017971,2017979,1000026,5010945,2000012,org.intermine.model.bio.Exon
,,exon.39690,3531,2017987,,,,2014270,2017982,2017986,1000026,5010947,2000012,org.intermine.model.bio.Exon
,,exon.39691,162,2017989,,,,2014270,2017982,2017988,1000026,5010948,2000012,org.intermine.model.bio.Exon
,,exon.39688,33,2017991,,,,2014270,2017982,2017990,1000026,5010949,2000012,org.intermine.model.bio.Exon
,,exon.39689,12,2017993,,,,2014270,2017982,2017992,1000026,5010950,2000012,org.intermine.model.bio.Exon
,,exon.41098,1119,2018000,,,,2014270,2017995,2017999,1000026,5010952,2000012,org.intermine.model.bio.Exon
,,exon.41139,1644,2018007,,,,2014270,2018002,2018006,1000026,5010954,2000012,org.intermine.model.bio.Exon
,,exon.41159,3582,2018014,,,,2014270,2018009,2018013,1000026,5010956,2000012,org.intermine.model.bio.Exon
,,exon.41170,267,2018021,,,,2014270,2018016,2018020,1000026,5010958,2000012,org.intermine.model.bio.Exon
,,exon.41173,43,2018023,,,,2014270,2018016,2018022,1000026,5010959,2000012,org.intermine.model.bio.Exon
,,exon.41175,185,2018025,,,,2014270,2018016,2018024,1000026,5010960,2000012,org.intermine.model.bio.Exon
,,exon.41172,111,2018027,,,,2014270,2018016,2018026,1000026,5010961,2000012,org.intermine.model.bio.Exon
,,exon.41177,162,2018029,,,,2014270,2018016,2018028,1000026,5010962,2000012,org.intermine.model.bio.Exon
,,exon.41171,78,2018031,,,,2014270,2018016,2018030,1000026,5010963,2000012,org.intermine.model.bio.Exon
,,exon.41176,222,2018033,,,,2014270,2018016,2018032,1000026,5010964,2000012,org.intermine.model.bio.Exon
,,exon.41174,159,2018035,,,,2014270,2018016,2018034,1000026,5010965,2000012,org.intermine.model.bio.Exon
,,exon.41421,3522,2018042,,,,2014270,2018037,2018041,1000026,5010967,2000012,org.intermine.model.bio.Exon
,,exon.41714,276,2018049,,,,2014270,2018044,2018048,1000026,5010969,2000012,org.intermine.model.bio.Exon
,,exon.41436,1335,2018056,,,,2014270,2018051,2018055,1000026,5010971,2000012,org.intermine.model.bio.Exon
,,exon.41437,54,2018058,,,,2014270,2018051,2018057,1000026,5010972,2000012,org.intermine.model.bio.Exon
,,exon.42040,1566,2018065,,,,2014270,2018060,2018064,1000026,5010974,2000012,org.intermine.model.bio.Exon
,,exon.42082,2694,2018072,,,,2014270,2018067,2018071,1000026,5010976,2000012,org.intermine.model.bio.Exon
,,exon.42088,74,2018079,,,,2014270,2018074,2018078,1000026,5010978,2000012,org.intermine.model.bio.Exon
,,exon.41824,1272,2018086,,,,2014270,2018081,2018085,1000026,5010980,2000012,org.intermine.model.bio.Exon
,,exon.42129,94,2018093,,,,2014270,2018088,2018092,1000026,5010982,2000012,org.intermine.model.bio.Exon
,,exon.42131,146,2018095,,,,2014270,2018088,2018094,1000026,5010983,2000012,org.intermine.model.bio.Exon
,,exon.42133,43,2018097,,,,2014270,2018088,2018096,1000026,5010984,2000012,org.intermine.model.bio.Exon
,,exon.42130,104,2018099,,,,2014270,2018088,2018098,1000026,5010985,2000012,org.intermine.model.bio.Exon
,,exon.42132,39,2018101,,,,2014270,2018088,2018100,1000026,5010986,2000012,org.intermine.model.bio.Exon
,,exon.41622,709,2018108,,,,2014270,2018103,2018107,1000026,5010988,2000012,org.intermine.model.bio.Exon
,,exon.41619,106,2018110,,,,2014270,2018103,2018109,1000026,5010989,2000012,org.intermine.model.bio.Exon
,,exon.41620,12,2018112,,,,2014270,2018103,2018111,1000026,5010990,2000012,org.intermine.model.bio.Exon
,,exon.41621,87,2018114,,,,2014270,2018103,2018113,1000026,5010991,2000012,org.intermine.model.bio.Exon
,,exon.41623,151,2018116,,,,2014270,2018103,2018115,1000026,5010992,2000012,org.intermine.model.bio.Exon
,,exon.41902,3549,2018123,,,,2014270,2018118,2018122,1000026,5010994,2000012,org.intermine.model.bio.Exon
,,exon.41644,156,2018130,,,,2014270,2018125,2018129,1000026,5010996,2000012,org.intermine.model.bio.Exon
,,exon.42190,2592,2018137,,,,2014270,2018132,2018136,1000026,5010998,2000012,org.intermine.model.bio.Exon
,,exon.42215,54,2018144,,,,2014270,2018139,2018143,1000026,5011000,2000012,org.intermine.model.bio.Exon
,,exon.42216,990,2018146,,,,2014270,2018139,2018145,1000026,5011001,2000012,org.intermine.model.bio.Exon
,,exon.40210,99,2018153,,,,2014270,2018148,2018152,1000026,5011003,2000012,org.intermine.model.bio.Exon
,,exon.40206,104,2018155,,,,2014270,2018148,2018154,1000026,5011004,2000012,org.intermine.model.bio.Exon
,,exon.40207,86,2018157,,,,2014270,2018148,2018156,1000026,5011005,2000012,org.intermine.model.bio.Exon
,,exon.40211,59,2018159,,,,2014270,2018148,2018158,1000026,5011006,2000012,org.intermine.model.bio.Exon
,,exon.40215,34,2018161,,,,2014270,2018148,2018160,1000026,5011007,2000012,org.intermine.model.bio.Exon
,,exon.40214,117,2018163,,,,2014270,2018148,2018162,1000026,5011008,2000012,org.intermine.model.bio.Exon
,,exon.40208,158,2018165,,,,2014270,2018148,2018164,1000026,5011009,2000012,org.intermine.model.bio.Exon
,,exon.40205,79,2018167,,,,2014270,2018148,2018166,1000026,5011010,2000012,org.intermine.model.bio.Exon
,,exon.40213,67,2018169,,,,2014270,2018148,2018168,1000026,5011011,2000012,org.intermine.model.bio.Exon
,,exon.40212,293,2018171,,,,2014270,2018148,2018170,1000026,5011012,2000012,org.intermine.model.bio.Exon
,,exon.40209,71,2018173,,,,2014270,2018148,2018172,1000026,5011013,2000012,org.intermine.model.bio.Exon
,,exon.39403,198,2018180,,,,2014270,2018175,2018179,1000026,5011015,2000012,org.intermine.model.bio.Exon
,,exon.39400,34,2018182,,,,2014270,2018175,2018181,1000026,5011016,2000012,org.intermine.model.bio.Exon
,,exon.39401,50,2018184,,,,2014270,2018175,2018183,1000026,5011017,2000012,org.intermine.model.bio.Exon
,,exon.39402,192,2018186,,,,2014270,2018175,2018185,1000026,5011018,2000012,org.intermine.model.bio.Exon
,,exon.39880,5424,2018193,,,,2014270,2018188,2018192,1000026,5011020,2000012,org.intermine.model.bio.Exon
,,exon.40738,366,2018200,,,,2014270,2018195,2018199,1000026,5011022,2000012,org.intermine.model.bio.Exon
,,exon.39485,152,2018207,,,,2014270,2018202,2018206,1000026,5011024,2000012,org.intermine.model.bio.Exon
,,exon.39484,1936,2018209,,,,2014270,2018202,2018208,1000026,5011025,2000012,org.intermine.model.bio.Exon
,,exon.39942,561,2018216,,,,2014270,2018211,2018215,1000026,5011027,2000012,org.intermine.model.bio.Exon
,,exon.39989,918,2018223,,,,2014270,2018218,2018222,1000026,5011029,2000012,org.intermine.model.bio.Exon
,,exon.40398,1081,2018230,,,,2014270,2018225,2018229,1000026,5011031,2000012,org.intermine.model.bio.Exon
,,exon.40399,248,2018232,,,,2014270,2018225,2018231,1000026,5011032,2000012,org.intermine.model.bio.Exon
,,exon.40822,2205,2018239,,,,2014270,2018234,2018238,1000026,5011034,2000012,org.intermine.model.bio.Exon
,,exon.40031,1566,2018246,,,,2014270,2018241,2018245,1000026,5011036,2000012,org.intermine.model.bio.Exon
,,exon.40463,3054,2018253,,,,2014270,2018248,2018252,1000026,5011038,2000012,org.intermine.model.bio.Exon
,,exon.40901,462,2018260,,,,2014270,2018255,2018259,1000026,5011040,2000012,org.intermine.model.bio.Exon
,,exon.39636,582,2018267,,,,2014270,2018262,2018266,1000026,5011042,2000012,org.intermine.model.bio.Exon
,,exon.39635,537,2018269,,,,2014270,2018262,2018268,1000026,5011043,2000012,org.intermine.model.bio.Exon
,,exon.34669,54,2018276,,,,2014270,2018271,2018275,1000026,5011045,2000012,org.intermine.model.bio.Exon
,,exon.34670,978,2018278,,,,2014270,2018271,2018277,1000026,5011046,2000012,org.intermine.model.bio.Exon
,,exon.34721,213,2018285,,,,2014270,2018280,2018284,1000026,5011048,2000012,org.intermine.model.bio.Exon
,,exon.34967,34,2018292,,,,2014270,2018287,2018291,1000026,5011050,2000012,org.intermine.model.bio.Exon
,,exon.34968,107,2018294,,,,2014270,2018287,2018293,1000026,5011051,2000012,org.intermine.model.bio.Exon
,,exon.34969,37,2018296,,,,2014270,2018287,2018295,1000026,5011052,2000012,org.intermine.model.bio.Exon
,,exon.34966,66,2018298,,,,2014270,2018287,2018297,1000026,5011053,2000012,org.intermine.model.bio.Exon
