secondaryidentifier,uniprotaccession,uniprotname,length,ecnumber,primaryaccession,molecularweight,md5checksum,symbol,primaryidentifier,id,name,isfragment,isuniprotcanonical,organismid,canonicalproteinid,sequenceid,class
O96235,O96235,O96235_PLAF7,403,,O96235,48274,d6681cc84cde263852818a99006bdcab,,O96235_PLAF7,1019712,Putative uncharacterized protein PFB0710c,f,t,1000026,,1019710,org.intermine.model.bio.Protein
Q6LF55,Q6LF55,Q6LF55_PLAF7,505,,Q6LF55,59604,cbd608551706b53b2850f0e06a12ad0d,,Q6LF55_PLAF7,1019717,Putative uncharacterized protein,f,t,1000026,,1019714,org.intermine.model.bio.Protein
Q6LFP1,Q6LFP1,Q6LFP1_PLAF7,379,,Q6LFP1,43726,ac78c0810fefb1b7d3488cfbd5a45a64,,Q6LFP1_PLAF7,1019724,Putative geranylgeranyltransferase,f,t,1000026,,1019719,org.intermine.model.bio.Protein
Q8I295,Q8I295,Q8I295_PLAF7,535,,Q8I295,62470,059e303b819196738089c9880c86debb,,Q8I295_PLAF7,1019728,LytB protein,f,t,1000026,,1019726,org.intermine.model.bio.Protein
Q8I2X4,Q8I2X4,Q8I2X4_PLAF7,652,,Q8I2X4,72388,4f8722325eb1f72f33c69226c189df26,,Q8I2X4_PLAF7,1019735,Heat shock protein,f,t,1000026,,1019733,org.intermine.model.bio.Protein
Q8I3I9,Q8I3I9,Q8I3I9_PLAF7,435,,Q8I3I9,50579,ce0a94c9709da94adb3d1ced3872978f,,Q8I3I9_PLAF7,1019739,Putative uncharacterized protein PFE1375c,f,t,1000026,,1019737,org.intermine.model.bio.Protein
Q8I456,Q8I456,Q8I456_PLAF7,275,,Q8I456,31890,3670804bf8f7e30246a0a0016e56a14b,,Q8I456_PLAF7,1019743,Putative uncharacterized protein PFE0220w,f,t,1000026,,1019741,org.intermine.model.bio.Protein
Q8I501,Q8I501,Q8I501_PLAF7,459,,Q8I501,52339,aaf331a3dde7a7129ef92f2075b63462,,Q8I501_PLAF7,1019755,RabGDI protein,f,t,1000026,,1019745,org.intermine.model.bio.Protein
Q8I5P0,Q8I5P0,Q8I5P0_PLAF7,1073,,Q8I5P0,124896,ba8beedf4156645f3b75675a21c057c2,,Q8I5P0_PLAF7,1019760,Putative uncharacterized protein,f,t,1000026,,1019757,org.intermine.model.bio.Protein
Q8I668,Q8I668,Q8I668_PLAF7,100,,Q8I668,11014,ecd5fdc8ae1be315c1b10ff077e271e6,,Q8I668_PLAF7,1019764,Putative uncharacterized protein PFB0161c,f,t,1000026,,1019762,org.intermine.model.bio.Protein
Q8I716,Q8I716,Q8I716_PLAF7,749,,Q8I716,89307,5d529d55445f0d0859b75731ac4eaef2,,Q8I716_PLAF7,1019779,"TRNA ligase, putative",f,t,1000026,,1019766,org.intermine.model.bio.Protein
Q8IAS1,Q8IAS1,Q8IAS1_PLAF7,238,,Q8IAS1,27490,74cc3fa11cb4abf3e1f0fbe71dc6e5d4,,Q8IAS1_PLAF7,1019784,Putative uncharacterized protein MAL8P1.122,f,t,1000026,,1019782,org.intermine.model.bio.Protein
Q8IBK2,Q8IBK2,Q8IBK2_PLAF7,1897,,Q8IBK2,223585,a103a50d52058f98fd2a2031845ca5cd,,Q8IBK2_PLAF7,1019790,"Kinesin-like protein, putative",f,t,1000026,,1019788,org.intermine.model.bio.Protein
Q8ID40,Q8ID40,Q8ID40_PLAF7,343,,Q8ID40,40761,0ef52d83518f29d21a942ddb526509e6,,Q8ID40_PLAF7,1019794,Phosphatidylserine synthase i; putative,f,t,1000026,,1019792,org.intermine.model.bio.Protein
Q8IDY1,Q8IDY1,Q8IDY1_PLAF7,202,,Q8IDY1,22986,9ac31e2925557a35249bbd414530c567,,Q8IDY1_PLAF7,1019798,Putative uncharacterized protein PF13_0194,f,t,1000026,,1019796,org.intermine.model.bio.Protein
Q8IEJ2,Q8IEJ2,Q8IEJ2_PLAF7,381,,Q8IEJ2,46025,d7f37e9ba8328ed3be0b33bc3cb20544,,Q8IEJ2_PLAF7,1019802,Putative uncharacterized protein PF13_0073,f,t,1000026,,1019800,org.intermine.model.bio.Protein
Q8IFP0,Q8IFP0,Q8IFP0_PLAF7,140,,Q8IFP0,16728,3ce11914985c734fffcce6041b6cf0d0,,Q8IFP0_PLAF7,1019806,Putative uncharacterized protein PFD1065c,f,t,1000026,,1019804,org.intermine.model.bio.Protein
Q8IHN9,Q8IHN9,Q8IHN9_PLAF7,80,,Q8IHN9,9502,ece485bcc7b9bc5ab0ef2f50ca00464d,,Q8IHN9_PLAF7,1019811,Putative uncharacterized protein,f,t,1000026,,1019808,org.intermine.model.bio.Protein
Q8IIA5,Q8IIA5,Q8IIA5_PLAF7,93,,Q8IIA5,11544,7a4b03838254f2ea6eac8959aefdc197,,Q8IIA5_PLAF7,1019816,Putative uncharacterized protein,f,t,1000026,,1019813,org.intermine.model.bio.Protein
Q8IJ86,Q8IJ86,Q8IJ86_PLAF7,1082,,Q8IJ86,127603,1efba88c9c8f15aec5a21e1fe38b6f5b,,Q8IJ86_PLAF7,1019827,Putative uncharacterized protein,f,t,1000026,,1019818,org.intermine.model.bio.Protein
Q8IJY5,Q8IJY5,Q8IJY5_PLAF7,316,,Q8IJY5,38357,6876fec0c9dfea4200ef419b06a8cfe1,,Q8IJY5_PLAF7,1019832,Putative uncharacterized protein,f,t,1000026,,1019829,org.intermine.model.bio.Protein
Q8IKM5,Q8IKM5,Q8IKM5_PLAF7,121,,Q8IKM5,13795,2e516dd25fbf18069b0d423594ea10de,,Q8IKM5_PLAF7,1019844,60S ribosomal protein L27,f,t,1000026,,1019835,org.intermine.model.bio.Protein
Q8ILC4,Q8ILC4,Q8ILC4_PLAF7,1518,,Q8ILC4,186672,d8fa2e31e212af07bb0fd7a11fcef435,,Q8ILC4_PLAF7,1019855,Putative uncharacterized protein,f,t,1000026,,1019846,org.intermine.model.bio.Protein
Q8IM56,Q8IM56,Q8IM56_PLAF7,1451,,Q8IM56,171148,087d0cca2345dae19f933b854751005c,,Q8IM56_PLAF7,1019860,Putative uncharacterized protein,f,t,1000026,,1019857,org.intermine.model.bio.Protein
O96277,O96277,O96277_PLAF7,606,,O96277,71820,e7859dc8de97eca21a796c5855d5202d,,O96277_PLAF7,1019864,Putative uncharacterized protein PFB0925w,f,t,1000026,,1019862,org.intermine.model.bio.Protein
Q6LFD9,Q6LFD9,Q6LFD9_PLAF7,124,,Q6LFD9,14536,4f7835f95b80bebba62619d4a363379e,,Q6LFD9_PLAF7,1019869,Putative uncharacterized protein,f,t,1000026,,1019866,org.intermine.model.bio.Protein
Q8I0W8,Q8I0W8,Q8I0W8_PLAF7,1113,,Q8I0W8,129199,bb2370002f4c56cb5871ed8802aafa55,,Q8I0W8_PLAF7,1019873,"Deoxyribodipyrimidine photolyase (Photoreactivating enzyme, DNA photolyase), putative",f,t,1000026,,1019871,org.intermine.model.bio.Protein
Q8I1W0,Q8I1W0,Q8I1W0_PLAF7,194,,Q8I1W0,23407,4305ff1641d4a82c862a6cdb4d025ac5,,Q8I1W0_PLAF7,1019877,Putative uncharacterized protein PFD0480w,f,t,1000026,,1019875,org.intermine.model.bio.Protein
Q8I2F0,Q8I2F0,Q8I2F0_PLAF7,313,,Q8I2F0,37734,813f263dcb2004e70fdd1865f9567447,,Q8I2F0_PLAF7,1019881,Putative uncharacterized protein PFI1790w,f,t,1000026,,1019879,org.intermine.model.bio.Protein
Q8I346,Q8I346,Q8I346_PLAF7,199,,Q8I346,23342,53842a195b264240706773ac25735207,,Q8I346_PLAF7,1019885,"Prenylated protein, putative",f,t,1000026,,1019883,org.intermine.model.bio.Protein
Q8I3V2,Q8I3V2,Q8I3V2_PLAF7,1250,,Q8I3V2,146737,0f09483d1b83c5a5ab250467a6be8402,,Q8I3V2_PLAF7,1019889,Putative uncharacterized protein PFE0780w,f,t,1000026,,1019887,org.intermine.model.bio.Protein
Q8I4R6,Q8I4R6,Q8I4R6_PLAF7,655,,Q8I4R6,76461,315e796873971fefb1785055134efde8,,Q8I4R6_PLAF7,1019894,Putative uncharacterized protein,f,t,1000026,,1019891,org.intermine.model.bio.Protein
Q8I5G2,Q8I5G2,Q8I5G2_PLAF7,443,,Q8I5G2,52530,e43c14f9a813ec6e6f9b14f69f9eec35,,Q8I5G2_PLAF7,1019901,Putative uncharacterized protein,f,t,1000026,,1019896,org.intermine.model.bio.Protein
Q8I661,Q8I661,Q8I661_PLAF7,264,,Q8I661,32275,e39a58f8d446b73c3482d33dc758f25e,,Q8I661_PLAF7,1019905,Putative uncharacterized protein PFB0501c,f,t,1000026,,1019903,org.intermine.model.bio.Protein
Q8IB80,Q8IB80,Q8IB80_PLAF7,266,,Q8IB80,30792,fd0d686dc2f7a6b52068c9037f04eb6d,,Q8IB80_PLAF7,1019909,Putative uncharacterized protein MAL8P1.31,f,t,1000026,,1019907,org.intermine.model.bio.Protein
Q8IBZ1,Q8IBZ1,Q8IBZ1_PLAF7,2310,,Q8IBZ1,274023,a08a734620e04f219d4b653785d913c3,,Q8IBZ1_PLAF7,1019913,Putative uncharacterized protein MAL7P1.29,f,t,1000026,,1019911,org.intermine.model.bio.Protein
Q8IDE3,Q8IDE3,Q8IDE3_PLAF7,405,,Q8IDE3,47316,92e5c4b26835eeea3270d3f603292bd1,,Q8IDE3_PLAF7,1019917,Putative uncharacterized protein PF13_0297,f,t,1000026,,1019915,org.intermine.model.bio.Protein
Q8IE79,Q8IE79,Q8IE79_PLAF7,1353,,Q8IE79,162036,a6fedd523023e4546dfed0bc360a9086,,Q8IE79_PLAF7,1019921,Putative uncharacterized protein PF13_0135,f,t,1000026,,1019919,org.intermine.model.bio.Protein
Q8II10,Q8II10,Q8II10_PLAF7,316,,Q8II10,38565,8be0130eb954f2895452c15ef1fb03ed,,Q8II10_PLAF7,1019926,Putative uncharacterized protein,f,t,1000026,,1019923,org.intermine.model.bio.Protein
Q8IIV0,Q8IIV0,Q8IIV0_PLAF7,275,,Q8IIV0,32508,9c211d1562968b62322bf5da49abc100,,Q8IIV0_PLAF7,1019931,Putative uncharacterized protein,f,t,1000026,,1019928,org.intermine.model.bio.Protein
Q8IJJ9,Q8IJJ9,Q8IJJ9_PLAF7,769,,Q8IJJ9,89222,70cd780cbfe9c856b0fe8dc1bd66f5d8,,Q8IJJ9_PLAF7,1019936,"Cytoplasmic dynein intermediate chain, putative",f,t,1000026,,1019933,org.intermine.model.bio.Protein
Q8IK56,Q8IK56,Q8IK56_PLAF7,770,,Q8IK56,88990,59b087609200c24ab19014242b91706b,,Q8IK56_PLAF7,1019945,"Fatty acyl coenzyme A synthetase-1, putative",f,t,1000026,,1019938,org.intermine.model.bio.Protein
Q8IKR8,Q8IKR8,Q8IKR8_PLAF7,462,,Q8IKR8,55240,0ae5695335b2b1891ce0fa76324d59ed,,Q8IKR8_PLAF7,1019962,Putative uncharacterized protein,f,t,1000026,,1019948,org.intermine.model.bio.Protein
Q8ILB6,Q8ILB6,Q8ILB6_PLAF7,252,,Q8ILB6,28872,a69919286d52bb1505c70cc5a34a998e,,Q8ILB6_PLAF7,1019970,Putative uncharacterized protein,f,t,1000026,,1019964,org.intermine.model.bio.Protein
Q8IM24,Q8IM24,Q8IM24_PLAF7,1272,,Q8IM24,142785,89a08205cbc8029f5bf426916995aaa2,,Q8IM24_PLAF7,1019981,Putative uncharacterized protein,f,t,1000026,,1019973,org.intermine.model.bio.Protein
O77339,O77339,O77339_PLAF7,784,,O77339,94884,4217db8bf3ee05cbec75d7c587c937c9,,O77339_PLAF7,1019985,Putative uncharacterized protein MAL3P4.3,f,t,1000026,,1019983,org.intermine.model.bio.Protein
O96207,O96207,O96207_PLAF7,250,,O96207,29218,9a9ad13e4fa07bce2ca7e567ad1ee915,,O96207_PLAF7,1019990,Putative uncharacterized protein PFB0570w,f,t,1000026,,1019988,org.intermine.model.bio.Protein
Q6LFE4,Q6LFE4,Q6LFE4_PLAF7,122,,Q6LFE4,14332,7d529c4439069f6bcff8aa496d71a9b8,,Q6LFE4_PLAF7,1019995,Putative uncharacterized protein,f,t,1000026,,1019992,org.intermine.model.bio.Protein
Q8I289,Q8I289,Q8I289_PLAF7,568,,Q8I289,67157,49efa172107736897b3a1f99dade1d79,,Q8I289_PLAF7,1019999,Putative uncharacterized protein PFA0255c,f,t,1000026,,1019997,org.intermine.model.bio.Protein
Q8I2R8,Q8I2R8,Q8I2R8_PLAF7,202,,Q8I2R8,22979,d2c963a05b91f5a6ec7bc32b9ae310ef,,Q8I2R8_PLAF7,1020004,"RNA-binding protein, putative",f,t,1000026,,1020002,org.intermine.model.bio.Protein
Q8I3F8,Q8I3F8,Q8I3F8_PLAF7,709,,Q8I3F8,85130,051f995f7b0fadc597acd7b7f43f7792,,Q8I3F8_PLAF7,1020008,Putative uncharacterized protein PFE1550w,f,t,1000026,,1020006,org.intermine.model.bio.Protein
Q8I453,Q8I453,Q8I453_PLAF7,115,,Q8I453,13084,adc9cced985bcad394f489339041a1a1,,Q8I453_PLAF7,1020012,Putative uncharacterized protein PFE0240w,f,t,1000026,,1020010,org.intermine.model.bio.Protein
Q8I4X7,Q8I4X7,Q8I4X7_PLAF7,341,,Q8I4X7,39766,2cb2334f3cba5a522793309abc03aaf1,,Q8I4X7_PLAF7,1020024,"50S ribosomal protein L3, putative",f,t,1000026,,1020015,org.intermine.model.bio.Protein
Q8I5P5,Q8I5P5,Q8I5P5_PLAF7,367,,Q8I5P5,41234,b48608821456f4a2d587c8d5d2ccf271,,Q8I5P5_PLAF7,1020044,"Glycerol-3-phosphate dehydrogenase, putative",f,t,1000026,,1020027,org.intermine.model.bio.Protein
Q8IAQ9,Q8IAQ9,Q8IAQ9_PLAF7,358,,Q8IAQ9,42730,d528e529b85257a0e6d5aecd9493c2b5,,Q8IAQ9_PLAF7,1020048,Putative uncharacterized protein PF08_0112,f,t,1000026,,1020046,org.intermine.model.bio.Protein
Q8IBC1,Q8IBC1,Q8IBC1_PLAF7,1916,,Q8IBC1,230015,eea8c1faefa0f5651c5562cd36ea4fcf,,Q8IBC1_PLAF7,1020052,Putative uncharacterized protein MAL8P1.11,f,t,1000026,,1020050,org.intermine.model.bio.Protein
Q8IC00,Q8IC00,Q8IC00_PLAF7,317,,Q8IC00,37055,b9644add69103d511c0e17693bdc951a,,Q8IC00_PLAF7,1020056,Cg3 protein,f,t,1000026,,1020054,org.intermine.model.bio.Protein
Q8IDS5,Q8IDS5,Q8IDS5_PLAF7,193,,Q8IDS5,22241,6ed4b0780a107addc5b1885ea790f1d2,,Q8IDS5_PLAF7,1020060,"60S ribosomal subunit porotein L18, putative",f,t,1000026,,1020058,org.intermine.model.bio.Protein
Q8IEI6,Q8IEI6,Q8IEI6_PLAF7,312,,Q8IEI6,36532,bc0c149041df18974a1d1626bc3f3ac2,,Q8IEI6_PLAF7,1020064,Putative uncharacterized protein PF13_0076,f,t,1000026,,1020062,org.intermine.model.bio.Protein
Q8IHZ8,Q8IHZ8,Q8IHZ8_PLAF7,1322,,Q8IHZ8,156665,d21f9e02465f543f0863bbd9587a59f2,,Q8IHZ8_PLAF7,1020069,Putative uncharacterized protein,f,t,1000026,,1020066,org.intermine.model.bio.Protein
Q8IIK2,Q8IIK2,Q8IIK2_PLAF7,485,,Q8IIK2,56531,7bb73d9b1e759aa78f9667c1517c7ff7,,Q8IIK2_PLAF7,1020074,Putative uncharacterized protein,f,t,1000026,,1020071,org.intermine.model.bio.Protein
Q8IJ93,Q8IJ93,Q8IJ93_PLAF7,422,,Q8IJ93,48734,65eb0e6465646eca125f0a2d7698d93c,,Q8IJ93_PLAF7,1020079,Putative uncharacterized protein,f,t,1000026,,1020076,org.intermine.model.bio.Protein
Q8IJZ0,Q8IJZ0,Q8IJZ0_PLAF7,279,,Q8IJZ0,33092,fc31e80a2c21a4b32bd5d059a7579f8c,,Q8IJZ0_PLAF7,1020084,Putative uncharacterized protein,f,t,1000026,,1020081,org.intermine.model.bio.Protein
Q8IKQ8,Q8IKQ8,Q8IKQ8_PLAF7,747,,Q8IKQ8,88798,c88ed0b999af4e5c93b29e0a8fb2e46c,,Q8IKQ8_PLAF7,1020089,Putative uncharacterized protein,f,t,1000026,,1020086,org.intermine.model.bio.Protein
Q8ILF1,Q8ILF1,Q8ILF1_PLAF7,992,,Q8ILF1,116331,0e9c984122b3f45207550392a8d92ac1,,Q8ILF1_PLAF7,1020094,Putative uncharacterized protein,f,t,1000026,,1020091,org.intermine.model.bio.Protein
Q8IM09,Q8IM09,Q8IM09_PLAF7,7149,,Q8IM09,847887,95340267b9ce607dc05184b12921f05b,,Q8IM09_PLAF7,1020099,Putative uncharacterized protein,f,t,1000026,,1020096,org.intermine.model.bio.Protein
O96286,O96286,O96286_PLAF7,493,,O96286,58263,7374251fe154b21b680a6c6f89aa8316,,O96286_PLAF7,1020103,Putative uncharacterized protein PFB0970c,f,t,1000026,,1020101,org.intermine.model.bio.Protein
O97313,O97313,O97313_PLAF7,262,,O97313,30047,1d0e18b89796538c2974cf74b4152d81,,O97313_PLAF7,1020108,"40S ribosomal protein S3A, putative",f,t,1000026,,1020106,org.intermine.model.bio.Protein
Q6LF46,Q6LF46,Q6LF46_PLAF7,225,,Q6LF46,25843,f46712889ae73f56fd13736894fd19fd,,Q6LF46_PLAF7,1020122,Mitochondrial import receptor subunit tom40,f,t,1000026,,1020111,org.intermine.model.bio.Protein
Q8I204,Q8I204,Q8I204_PLAF7,1248,,Q8I204,154217,f1971f63dd1ac65fe1db8710d2e3f7c3,,Q8I204_PLAF7,1020126,Putative uncharacterized protein PFD0100c,f,t,1000026,,1020124,org.intermine.model.bio.Protein
Q8I2L2,Q8I2L2,Q8I2L2_PLAF7,558,,Q8I2L2,66843,2fd67037218982b84a9bdcd9a470f07f,,Q8I2L2_PLAF7,1020130,Putative uncharacterized protein PFI1465w,f,t,1000026,,1020128,org.intermine.model.bio.Protein
Q8I344,Q8I344,Q8I344_PLAF7,447,,Q8I344,51002,0ccd6252ca55eb6351b6f17ede358035,,Q8I344_PLAF7,1020134,"Nucleotide binding protein, putative",f,t,1000026,,1020132,org.intermine.model.bio.Protein
Q8I3T4,Q8I3T4,Q8I3T4_PLAF7,1141,,Q8I3T4,132682,154358cb3485d1fc5b30a0bf32d0f7a6,,Q8I3T4_PLAF7,1020138,"Transcriptional regulator, putative",f,t,1000026,,1020136,org.intermine.model.bio.Protein
Q8I547,Q8I547,Q8I547_PLAF7,490,,Q8I547,57581,66c3b0dc105664ef3c1e0e5cb92cb201,,Q8I547_PLAF7,1020143,Putative uncharacterized protein,f,t,1000026,,1020140,org.intermine.model.bio.Protein
Q8I5S4,Q8I5S4,Q8I5S4_PLAF7,1088,,Q8I5S4,125450,6723f8d5298ac5815228c20d7080fbee,,Q8I5S4_PLAF7,1020148,"Bromodomain protein, putative",f,t,1000026,,1020145,org.intermine.model.bio.Protein
Q8IAQ7,Q8IAQ7,Q8IAQ7_PLAF7,2572,,Q8IAQ7,307601,12e84c37e42d53ccab04b675bac512ca,,Q8IAQ7_PLAF7,1020152,Putative uncharacterized protein PF08_0114,f,t,1000026,,1020150,org.intermine.model.bio.Protein
Q8IBF0,Q8IBF0,Q8IBF0_PLAF7,309,,Q8IBF0,37026,1a8fc7164d23f277a9a38bac73d98d5b,,Q8IBF0_PLAF7,1020156,Putative uncharacterized protein MAL7P1.173,f,t,1000026,,1020154,org.intermine.model.bio.Protein
Q8ID56,Q8ID56,Q8ID56_PLAF7,115,,Q8ID56,13971,660b24180a9f878942a0f8afc3936411,,Q8ID56_PLAF7,1020160,"Ribosomal protein S17 homologue, putative",f,t,1000026,,1020158,org.intermine.model.bio.Protein
Q8IDU9,Q8IDU9,Q8IDU9_PLAF7,443,,Q8IDU9,52813,c1caeba7e816460fc01f615bf18a7589,,Q8IDU9_PLAF7,1020164,Putative uncharacterized protein MAL13P1.191,f,t,1000026,,1020162,org.intermine.model.bio.Protein
Q8IED2,Q8IED2,Q8IED2_PLAF7,1218,,Q8IED2,143059,045e330e2e89c2951623ca09f71306ea,,Q8IED2_PLAF7,1020168,"Chromosome segregation protein, putative",f,t,1000026,,1020166,org.intermine.model.bio.Protein
Q8IFP1,Q8IFP1,Q8IFP1_PLAF7,2874,,Q8IFP1,337908,2f0528550c27913ed1fc76550cc15018,,Q8IFP1_PLAF7,1020172,"U5 small nuclear ribonucleoprotein-specific protein, putative",f,t,1000026,,1020170,org.intermine.model.bio.Protein
Q8IHM3,Q8IHM3,Q8IHM3_PLAF7,309,,Q8IHM3,33708,6641abfd5d94b15a3592086ba9826a63,,Q8IHM3_PLAF7,1020177,Rifin,f,t,1000026,,1020174,org.intermine.model.bio.Protein
Q8IIE1,Q8IIE1,Q8IIE1_PLAF7,1956,,Q8IIE1,231013,4deee55ae89c83b3be944c2ee3d6c5b2,,Q8IIE1_PLAF7,1020182,Putative uncharacterized protein,f,t,1000026,,1020179,org.intermine.model.bio.Protein
Q8IJ08,Q8IJ08,Q8IJ08_PLAF7,309,,Q8IJ08,34672,2dbd983c9406f00418b3b4076d250373,,Q8IJ08_PLAF7,1020187,Rifin,f,t,1000026,,1020184,org.intermine.model.bio.Protein
Q8IJP4,Q8IJP4,Q8IJP4_PLAF7,396,,Q8IJP4,46790,1dbfd9522a4ede22baf8ccfcea2de573,,Q8IJP4_PLAF7,1020192,Putative uncharacterized protein,f,t,1000026,,1020189,org.intermine.model.bio.Protein
Q8IKD7,Q8IKD7,Q8IKD7_PLAF7,2381,,Q8IKD7,286357,4140906c8c5f49e6874f572ad371da23,,Q8IKD7_PLAF7,1020197,Putative uncharacterized protein,f,t,1000026,,1020194,org.intermine.model.bio.Protein
Q8IKZ6,Q8IKZ6,Q8IKZ6_PLAF7,1024,,Q8IKZ6,119012,4d14af3e10c8fb5a27a68fdaac37fc1a,,Q8IKZ6_PLAF7,1020211,Multidrug resistance protein 2,f,t,1000026,,1020200,org.intermine.model.bio.Protein
Q8ILN3,Q8ILN3,Q8ILN3_PLAF7,371,,Q8ILN3,43734,9d825e9db105c622ca7593ff4b137c73,,Q8ILN3_PLAF7,1020216,Putative uncharacterized protein,f,t,1000026,,1020213,org.intermine.model.bio.Protein
Q8IM71,Q8IM71,Q8IM71_PLAF7,440,,Q8IM71,52207,b19b95d129869cc10f7efdf7d1cd7406,,Q8IM71_PLAF7,1020223,"Choline kinase, putative",f,t,1000026,,1020218,org.intermine.model.bio.Protein
Q9NLB4,Q9NLB4,Q9NLB4_PLAF7,177,,Q9NLB4,21372,b9c08c971d3543f4355b8ec04d5ed16b,,Q9NLB4_PLAF7,1020227,Putative uncharacterized protein PFC0261c,f,t,1000026,,1020225,org.intermine.model.bio.Protein
Q9TY93,Q9TY93,Q9TY93_PLAF7,257,,Q9TY93,29352,6dbab133f9cfa3f8a750c57fa420ee26,,Q9TY93_PLAF7,1020231,Putative uncharacterized protein PFB0995w,f,t,1000026,,1020229,org.intermine.model.bio.Protein
O77324,O77324,O77324_PLAF7,337,,O77324,38944,df82a169f1f4d237dfd3f8575e4d3af4,,O77324_PLAF7,1020235,Putative uncharacterized protein MAL3P3.7,f,t,1000026,,1020233,org.intermine.model.bio.Protein
Q6LF35,Q6LF35,Q6LF35_PLAF7,199,,Q6LF35,23334,7261ffdd65fdd049c8f7181b16b86251,,Q6LF35_PLAF7,1020241,Putative uncharacterized protein,f,t,1000026,,1020238,org.intermine.model.bio.Protein
Q71G48,Q71G48,Q71G48_PLAF7,128,,Q71G48,14822,68f221ded062fb0becd2d14251aac67b,,Q71G48_PLAF7,1020245,Thioredoxin-like protein 2,f,t,1000026,,1020243,org.intermine.model.bio.Protein
Q8I286,Q8I286,Q8I286_PLAF7,344,,Q8I286,41605,5b6747d8c239f690e922165bdaae7ea9,,Q8I286_PLAF7,1020248,Putative uncharacterized protein PFA0270c,f,t,1000026,,1020246,org.intermine.model.bio.Protein
Q8I2X2,Q8I2X2,Q8I2X2_PLAF7,162,,Q8I2X2,18936,80935bfb3b1b588dbe26cc652c79a398,,Q8I2X2_PLAF7,1020255,"Heme binding protein, putative",f,t,1000026,,1020253,org.intermine.model.bio.Protein
Q8I3E9,Q8I3E9,Q8I3E9_PLAF7,121,,Q8I3E9,14709,1a6a7a477c3d1d14adbf8ef4ef9c081e,,Q8I3E9_PLAF7,1020259,Putative uncharacterized protein PFE1610w,f,t,1000026,,1020257,org.intermine.model.bio.Protein
Q8I3Z2,Q8I3Z2,Q8I3Z2_PLAF7,381,,Q8I3Z2,45583,961845a0c3ee65739175f6f392f6de90,,Q8I3Z2_PLAF7,1020263,Putative uncharacterized protein PFE0565w,f,t,1000026,,1020261,org.intermine.model.bio.Protein
Q8I4P4,Q8I4P4,Q8I4P4_PLAF7,295,,Q8I4P4,33164,a1b0f07bf675f806d14fc143fd2a42e4,,Q8I4P4_PLAF7,1020268,Stevor,f,t,1000026,,1020265,org.intermine.model.bio.Protein
Q8I5H8,Q8I5H8,Q8I5H8_PLAF7,227,,Q8I5H8,26791,ad1e7907c272b9da6c73aab11f503eda,,Q8I5H8_PLAF7,1020279,"Ribosomal protein L24, putative",f,t,1000026,,1020270,org.intermine.model.bio.Protein
Q8I632,Q8I632,Q8I632_PLAF7,106,,Q8I632,12267,705a2182fe100bca8ba7909fd9618dbb,,Q8I632_PLAF7,1020284,Putative uncharacterized protein,f,t,1000026,,1020281,org.intermine.model.bio.Protein
Q8IB57,Q8IB57,Q8IB57_PLAF7,83,,Q8IB57,9512,29497b6de4029f8d02133b34593b6652,,Q8IB57_PLAF7,1020288,"Small nuclear ribonucleoprotein, putative",f,t,1000026,,1020286,org.intermine.model.bio.Protein
Q8IBV4,Q8IBV4,Q8IBV4_PLAF7,1321,,Q8IBV4,158748,aa8c68ff3ff550d7a452ad060f7550a3,,Q8IBV4_PLAF7,1020293,Putative uncharacterized protein MAL7P1.68,f,t,1000026,,1020291,org.intermine.model.bio.Protein
Q8IDG2,Q8IDG2,Q8IDG2_PLAF7,241,,Q8IDG2,27228,f34204804e07bccb4a6dead5502b37b5,,Q8IDG2_PLAF7,1020299,Proteasome subunit alpha type,f,t,1000026,,1020297,org.intermine.model.bio.Protein
Q8IDX5,Q8IDX5,Q8IDX5_PLAF7,505,,Q8IDX5,60269,28ee81776feccf671c4514953fb2236a,,Q8IDX5_PLAF7,1020303,Putative uncharacterized protein MAL13P1.177,f,t,1000026,,1020301,org.intermine.model.bio.Protein
Q8IEJ5,Q8IEJ5,Q8IEJ5_PLAF7,562,,Q8IEJ5,66947,b547655db9b71bf9ba56e30020e05c59,,Q8IEJ5_PLAF7,1020307,Putative uncharacterized protein PF13_0071,f,t,1000026,,1020305,org.intermine.model.bio.Protein
Q8IHS6,Q8IHS6,Q8IHS6_PLAF7,391,,Q8IHS6,45068,dd72b43f01682ed583bb7d054324f595,,Q8IHS6_PLAF7,1020312,Putative uncharacterized protein,f,t,1000026,,1020309,org.intermine.model.bio.Protein
Q8IIC5,Q8IIC5,Q8IIC5_PLAF7,1268,,Q8IIC5,152394,4c5683caf58b61531003b8c9d7cbefd8,,Q8IIC5_PLAF7,1020321,Putative uncharacterized protein,f,t,1000026,,1020314,org.intermine.model.bio.Protein
Q8IJ07,Q8IJ07,Q8IJ07_PLAF7,305,,Q8IJ07,34257,6bb6a048b7bbfaf6d58ba63db1739cca,,Q8IJ07_PLAF7,1020326,"Stevor, putative",f,t,1000026,,1020323,org.intermine.model.bio.Protein
Q8IJN8,Q8IJN8,Q8IJN8_PLAF7,324,,Q8IJN8,39030,011a72ac51edea5bb22ce6c75cf37d03,,Q8IJN8_PLAF7,1020339,"Ribonucleotide reductase small subunit, putative",f,t,1000026,,1020328,org.intermine.model.bio.Protein
