identifier,id,subjectid,sourceid,class
XP_001348419.1,1017092,1017091,1000080,org.intermine.model.bio.CrossReference
XP_001348218.1,1017097,1017096,1000080,org.intermine.model.bio.CrossReference
XP_001351408.1,1017101,1017100,1000080,org.intermine.model.bio.CrossReference
XP_966236.1,1017113,1017112,1000080,org.intermine.model.bio.CrossReference
XP_966019.1,1017118,1017117,1000080,org.intermine.model.bio.CrossReference
XP_001351029.1,1017123,1017121,1000080,org.intermine.model.bio.CrossReference
XP_001352069.1,1017127,1017126,1000080,org.intermine.model.bio.CrossReference
XP_001351907.1,1017131,1017130,1000080,org.intermine.model.bio.CrossReference
XP_001351689.1,1017135,1017134,1000080,org.intermine.model.bio.CrossReference
XP_001350665.1,1017140,1017139,1000080,org.intermine.model.bio.CrossReference
XP_001350450.1,1017145,1017144,1000080,org.intermine.model.bio.CrossReference
XP_001348250.1,1017155,1017154,1000080,org.intermine.model.bio.CrossReference
XP_001349333.1,1017159,1017158,1000080,org.intermine.model.bio.CrossReference
XP_001349077.1,1017163,1017162,1000080,org.intermine.model.bio.CrossReference
XP_001350284.1,1017167,1017166,1000080,org.intermine.model.bio.CrossReference
XP_001350102.1,1017171,1017170,1000080,org.intermine.model.bio.CrossReference
XP_001349868.1,1017175,1017174,1000080,org.intermine.model.bio.CrossReference
XP_001348135.1,1017180,1017179,1000080,org.intermine.model.bio.CrossReference
XP_001347948.1,1017185,1017184,1000080,org.intermine.model.bio.CrossReference
XP_001347701.1,1017190,1017189,1000080,org.intermine.model.bio.CrossReference
XP_001347488.1,1017195,1017194,1000080,org.intermine.model.bio.CrossReference
XP_001348904.1,1017200,1017199,1000080,org.intermine.model.bio.CrossReference
XP_001348534.1,1017205,1017204,1000080,org.intermine.model.bio.CrossReference
XP_001348352.1,1017210,1017209,1000080,org.intermine.model.bio.CrossReference
XP_001351398.1,1017214,1017213,1000080,org.intermine.model.bio.CrossReference
XP_001351197.1,1017220,1017218,1000080,org.intermine.model.bio.CrossReference
XP_001349555.1,1017224,1017223,1000080,org.intermine.model.bio.CrossReference
XP_966307.1,1017239,1017238,1000080,org.intermine.model.bio.CrossReference
XP_966093.1,1017253,1017252,1000080,org.intermine.model.bio.CrossReference
XP_001351479.1,1017257,1017256,1000080,org.intermine.model.bio.CrossReference
XP_001352142.1,1017261,1017260,1000080,org.intermine.model.bio.CrossReference
XP_001351884.1,1017265,1017264,1000080,org.intermine.model.bio.CrossReference
XP_001351589.1,1017270,1017269,1000080,org.intermine.model.bio.CrossReference
XP_001350789.1,1017285,1017284,1000080,org.intermine.model.bio.CrossReference
XP_001350424.1,1017292,1017291,1000080,org.intermine.model.bio.CrossReference
XP_001349403.1,1017297,1017296,1000080,org.intermine.model.bio.CrossReference
XP_001349180.1,1017301,1017300,1000080,org.intermine.model.bio.CrossReference
XP_001349020.1,1017305,1017304,1000080,org.intermine.model.bio.CrossReference
XP_001350234.1,1017309,1017308,1000080,org.intermine.model.bio.CrossReference
XP_001349937.1,1017313,1017312,1000080,org.intermine.model.bio.CrossReference
XP_001348083.1,1017318,1017317,1000080,org.intermine.model.bio.CrossReference
XP_001347805.1,1017325,1017324,1000080,org.intermine.model.bio.CrossReference
XP_001347504.1,1017330,1017329,1000080,org.intermine.model.bio.CrossReference
XP_001348913.1,1017335,1017334,1000080,org.intermine.model.bio.CrossReference
XP_001348707.1,1017340,1017339,1000080,org.intermine.model.bio.CrossReference
XP_001348499.1,1017345,1017344,1000080,org.intermine.model.bio.CrossReference
XP_001348238.1,1017350,1017349,1000080,org.intermine.model.bio.CrossReference
XP_001351419.1,1017354,1017353,1000080,org.intermine.model.bio.CrossReference
XP_001349711.1,1017358,1017357,1000080,org.intermine.model.bio.CrossReference
XP_966271.1,1017363,1017362,1000080,org.intermine.model.bio.CrossReference
XP_966073.1,1017368,1017367,1000080,org.intermine.model.bio.CrossReference
XP_001351459.1,1017372,1017371,1000080,org.intermine.model.bio.CrossReference
XP_001352172.1,1017376,1017375,1000080,org.intermine.model.bio.CrossReference
XP_001351861.1,1017380,1017379,1000080,org.intermine.model.bio.CrossReference
XP_001351581.1,1017384,1017383,1000080,org.intermine.model.bio.CrossReference
XP_001350871.1,1017389,1017388,1000080,org.intermine.model.bio.CrossReference
XP_001350705.1,1017398,1017397,1000080,org.intermine.model.bio.CrossReference
XP_001350528.1,1017413,1017412,1000080,org.intermine.model.bio.CrossReference
XP_001349975.1,1017417,1017416,1000080,org.intermine.model.bio.CrossReference
XP_001349326.1,1017421,1017420,1000080,org.intermine.model.bio.CrossReference
XP_001349073.1,1017425,1017424,1000080,org.intermine.model.bio.CrossReference
XP_001350288.1,1017429,1017428,1000080,org.intermine.model.bio.CrossReference
XP_001350009.1,1017435,1017434,1000080,org.intermine.model.bio.CrossReference
XP_001349781.1,1017439,1017438,1000080,org.intermine.model.bio.CrossReference
XP_001348175.1,1017444,1017443,1000080,org.intermine.model.bio.CrossReference
XP_001347906.1,1017449,1017448,1000080,org.intermine.model.bio.CrossReference
XP_001347653.1,1017465,1017464,1000080,org.intermine.model.bio.CrossReference
XP_001347448.1,1017470,1017469,1000080,org.intermine.model.bio.CrossReference
XP_001348874.1,1017477,1017476,1000080,org.intermine.model.bio.CrossReference
XP_001348661.1,1017482,1017481,1000080,org.intermine.model.bio.CrossReference
XP_001348371.1,1017498,1017497,1000080,org.intermine.model.bio.CrossReference
XP_001351091.1,1017503,1017501,1000080,org.intermine.model.bio.CrossReference
XP_001349746.1,1017509,1017508,1000080,org.intermine.model.bio.CrossReference
XP_001348938.1,1017510,1017508,1000080,org.intermine.model.bio.CrossReference
XP_001350922.1,1017511,1017508,1000080,org.intermine.model.bio.CrossReference
XP_001349522.1,1017515,1017514,1000080,org.intermine.model.bio.CrossReference
XP_966261.1,1017526,1017525,1000080,org.intermine.model.bio.CrossReference
XP_001348015.1,1017535,1017534,1000080,org.intermine.model.bio.CrossReference
XP_001351377.1,1017539,1017538,1000080,org.intermine.model.bio.CrossReference
XP_001352095.1,1017543,1017542,1000080,org.intermine.model.bio.CrossReference
XP_001351802.1,1017547,1017546,1000080,org.intermine.model.bio.CrossReference
XP_001351587.1,1017551,1017550,1000080,org.intermine.model.bio.CrossReference
XP_001350857.1,1017556,1017555,1000080,org.intermine.model.bio.CrossReference
XP_001350524.1,1017569,1017568,1000080,org.intermine.model.bio.CrossReference
XP_001349341.1,1017573,1017572,1000080,org.intermine.model.bio.CrossReference
XP_001349035.1,1017578,1017576,1000080,org.intermine.model.bio.CrossReference
XP_001350285.1,1017582,1017581,1000080,org.intermine.model.bio.CrossReference
XP_001350056.1,1017586,1017585,1000080,org.intermine.model.bio.CrossReference
XP_001349789.1,1017590,1017589,1000080,org.intermine.model.bio.CrossReference
XP_001347973.1,1017595,1017594,1000080,org.intermine.model.bio.CrossReference
XP_001347728.1,1017606,1017605,1000080,org.intermine.model.bio.CrossReference
XP_001347507.1,1017611,1017610,1000080,org.intermine.model.bio.CrossReference
XP_001348806.1,1017629,1017628,1000080,org.intermine.model.bio.CrossReference
XP_001348615.1,1017638,1017637,1000080,org.intermine.model.bio.CrossReference
XP_001348298.1,1017646,1017645,1000080,org.intermine.model.bio.CrossReference
XP_001351411.1,1017650,1017649,1000080,org.intermine.model.bio.CrossReference
XP_001351093.1,1017655,1017653,1000080,org.intermine.model.bio.CrossReference
XP_001349707.1,1017659,1017658,1000080,org.intermine.model.bio.CrossReference
XP_966221.1,1017674,1017673,1000080,org.intermine.model.bio.CrossReference
XP_001351476.1,1017678,1017677,1000080,org.intermine.model.bio.CrossReference
XP_001351078.1,1017683,1017681,1000080,org.intermine.model.bio.CrossReference
XP_001352011.1,1017687,1017686,1000080,org.intermine.model.bio.CrossReference
XP_001351808.1,1017691,1017690,1000080,org.intermine.model.bio.CrossReference
XP_001350785.1,1017701,1017700,1000080,org.intermine.model.bio.CrossReference
XP_001350546.1,1017710,1017709,1000080,org.intermine.model.bio.CrossReference
XP_001349401.1,1017714,1017713,1000080,org.intermine.model.bio.CrossReference
XP_001349126.1,1017718,1017717,1000080,org.intermine.model.bio.CrossReference
XP_001350323.1,1017722,1017721,1000080,org.intermine.model.bio.CrossReference
XP_001350063.1,1017726,1017725,1000080,org.intermine.model.bio.CrossReference
XP_001349822.1,1017730,1017729,1000080,org.intermine.model.bio.CrossReference
XP_001348128.1,1017742,1017741,1000080,org.intermine.model.bio.CrossReference
XP_001347917.1,1017747,1017746,1000080,org.intermine.model.bio.CrossReference
XP_001347573.1,1017758,1017757,1000080,org.intermine.model.bio.CrossReference
XP_001347314.1,1017763,1017762,1000080,org.intermine.model.bio.CrossReference
XP_001348714.1,1017770,1017769,1000080,org.intermine.model.bio.CrossReference
XP_001348443.1,1017775,1017774,1000080,org.intermine.model.bio.CrossReference
XP_966096.1,1017780,1017779,1000080,org.intermine.model.bio.CrossReference
XP_001351352.1,1017784,1017783,1000080,org.intermine.model.bio.CrossReference
XP_001352210.1,1017788,1017787,1000080,org.intermine.model.bio.CrossReference
XP_001351942.1,1017792,1017791,1000080,org.intermine.model.bio.CrossReference
XP_001351677.1,1017796,1017795,1000080,org.intermine.model.bio.CrossReference
XP_001350868.1,1017801,1017800,1000080,org.intermine.model.bio.CrossReference
XP_001350626.1,1017806,1017805,1000080,org.intermine.model.bio.CrossReference
XP_001347779.1,1017818,1017817,1000080,org.intermine.model.bio.CrossReference
XP_001349257.1,1017822,1017821,1000080,org.intermine.model.bio.CrossReference
XP_001348994.1,1017826,1017825,1000080,org.intermine.model.bio.CrossReference
XP_001350253.1,1017830,1017829,1000080,org.intermine.model.bio.CrossReference
XP_001349926.1,1017834,1017833,1000080,org.intermine.model.bio.CrossReference
XP_001351555.1,1017838,1017837,1000080,org.intermine.model.bio.CrossReference
XP_001347976.1,1017843,1017842,1000080,org.intermine.model.bio.CrossReference
XP_001347722.1,1017848,1017847,1000080,org.intermine.model.bio.CrossReference
XP_001347469.1,1017853,1017852,1000080,org.intermine.model.bio.CrossReference
XP_001348905.1,1017858,1017857,1000080,org.intermine.model.bio.CrossReference
XP_001348687.1,1017869,1017868,1000080,org.intermine.model.bio.CrossReference
XP_001348470.1,1017880,1017879,1000080,org.intermine.model.bio.CrossReference
XP_001348209.1,1017887,1017886,1000080,org.intermine.model.bio.CrossReference
XP_001351180.1,1017892,1017890,1000080,org.intermine.model.bio.CrossReference
XP_001349651.1,1017896,1017895,1000080,org.intermine.model.bio.CrossReference
XP_966048.1,1017905,1017904,1000080,org.intermine.model.bio.CrossReference
XP_001350319.1,1017911,1017909,1000080,org.intermine.model.bio.CrossReference
XP_001350955.1,1017921,1017919,1000080,org.intermine.model.bio.CrossReference
XP_001352087.1,1017925,1017924,1000080,org.intermine.model.bio.CrossReference
XP_001351845.1,1017929,1017928,1000080,org.intermine.model.bio.CrossReference
XP_001351573.1,1017933,1017932,1000080,org.intermine.model.bio.CrossReference
XP_001350795.1,1017938,1017937,1000080,org.intermine.model.bio.CrossReference
XP_001350520.1,1017943,1017942,1000080,org.intermine.model.bio.CrossReference
XP_001349423.1,1017947,1017946,1000080,org.intermine.model.bio.CrossReference
XP_001349174.1,1017951,1017950,1000080,org.intermine.model.bio.CrossReference
XP_001348992.1,1017955,1017954,1000080,org.intermine.model.bio.CrossReference
XP_001350085.1,1017959,1017958,1000080,org.intermine.model.bio.CrossReference
XP_001349828.1,1017963,1017962,1000080,org.intermine.model.bio.CrossReference
XP_001347813.1,1017975,1017974,1000080,org.intermine.model.bio.CrossReference
XP_001347543.1,1017980,1017979,1000080,org.intermine.model.bio.CrossReference
XP_001347316.1,1017985,1017984,1000080,org.intermine.model.bio.CrossReference
XP_001348667.1,1017992,1017991,1000080,org.intermine.model.bio.CrossReference
XP_001348456.1,1018000,1017999,1000080,org.intermine.model.bio.CrossReference
XP_001348210.1,1018005,1018004,1000080,org.intermine.model.bio.CrossReference
XP_001351431.1,1018009,1018008,1000080,org.intermine.model.bio.CrossReference
XP_966213.1,1018014,1018013,1000080,org.intermine.model.bio.CrossReference
XP_001351326.1,1018019,1018017,1000080,org.intermine.model.bio.CrossReference
XP_001352157.1,1018023,1018022,1000080,org.intermine.model.bio.CrossReference
XP_001351948.1,1018027,1018026,1000080,org.intermine.model.bio.CrossReference
XP_001351703.1,1018031,1018030,1000080,org.intermine.model.bio.CrossReference
XP_001350920.1,1018036,1018035,1000080,org.intermine.model.bio.CrossReference
XP_001350752.1,1018041,1018040,1000080,org.intermine.model.bio.CrossReference
XP_001350498.1,1018048,1018047,1000080,org.intermine.model.bio.CrossReference
XP_001348462.1,1018066,1018065,1000080,org.intermine.model.bio.CrossReference
XP_001349431.1,1018070,1018069,1000080,org.intermine.model.bio.CrossReference
XP_001349194.1,1018074,1018073,1000080,org.intermine.model.bio.CrossReference
XP_001350331.1,1018078,1018077,1000080,org.intermine.model.bio.CrossReference
XP_001350079.1,1018082,1018081,1000080,org.intermine.model.bio.CrossReference
XP_001349882.1,1018086,1018085,1000080,org.intermine.model.bio.CrossReference
XP_001348137.1,1018091,1018090,1000080,org.intermine.model.bio.CrossReference
XP_001347884.1,1018100,1018099,1000080,org.intermine.model.bio.CrossReference
XP_001347655.1,1018105,1018104,1000080,org.intermine.model.bio.CrossReference
XP_001347376.1,1018114,1018113,1000080,org.intermine.model.bio.CrossReference
XP_001348814.1,1018119,1018118,1000080,org.intermine.model.bio.CrossReference
XP_001348583.1,1018124,1018123,1000080,org.intermine.model.bio.CrossReference
XP_001348343.1,1018129,1018128,1000080,org.intermine.model.bio.CrossReference
XP_001348187.1,1018134,1018133,1000080,org.intermine.model.bio.CrossReference
XP_001351090.1,1018138,1018137,1000080,org.intermine.model.bio.CrossReference
XP_001351199.1,1018143,1018141,1000080,org.intermine.model.bio.CrossReference
XP_001349535.1,1018147,1018146,1000080,org.intermine.model.bio.CrossReference
XP_966188.1,1018152,1018151,1000080,org.intermine.model.bio.CrossReference
XP_001350663.1,1018171,1018170,1000080,org.intermine.model.bio.CrossReference
XP_001350959.1,1018176,1018174,1000080,org.intermine.model.bio.CrossReference
XP_001352040.1,1018180,1018179,1000080,org.intermine.model.bio.CrossReference
XP_001351868.1,1018184,1018183,1000080,org.intermine.model.bio.CrossReference
XP_001351656.1,1018189,1018188,1000080,org.intermine.model.bio.CrossReference
XP_001350870.1,1018194,1018193,1000080,org.intermine.model.bio.CrossReference
XP_001350612.1,1018199,1018198,1000080,org.intermine.model.bio.CrossReference
XP_001349536.1,1018203,1018202,1000080,org.intermine.model.bio.CrossReference
XP_001349286.1,1018208,1018206,1000080,org.intermine.model.bio.CrossReference
XP_001349019.1,1018212,1018211,1000080,org.intermine.model.bio.CrossReference
XP_001350206.1,1018219,1018218,1000080,org.intermine.model.bio.CrossReference
XP_001350058.1,1018223,1018222,1000080,org.intermine.model.bio.CrossReference
XP_001349779.1,1018227,1018226,1000080,org.intermine.model.bio.CrossReference
XP_001348111.1,1018232,1018231,1000080,org.intermine.model.bio.CrossReference
XP_001347869.1,1018237,1018236,1000080,org.intermine.model.bio.CrossReference
XP_001347617.1,1018242,1018241,1000080,org.intermine.model.bio.CrossReference
XP_001347420.1,1018247,1018246,1000080,org.intermine.model.bio.CrossReference
XP_001348822.1,1018252,1018251,1000080,org.intermine.model.bio.CrossReference
XP_001348502.1,1018263,1018262,1000080,org.intermine.model.bio.CrossReference
XP_001348306.1,1018275,1018274,1000080,org.intermine.model.bio.CrossReference
XP_001349659.1,1018279,1018278,1000080,org.intermine.model.bio.CrossReference
XP_001351126.1,1018284,1018282,1000080,org.intermine.model.bio.CrossReference
XP_966264.1,1018296,1018295,1000080,org.intermine.model.bio.CrossReference
XP_001351366.1,1018301,1018300,1000080,org.intermine.model.bio.CrossReference
XP_001352066.1,1018305,1018304,1000080,org.intermine.model.bio.CrossReference
XP_001351762.1,1018309,1018308,1000080,org.intermine.model.bio.CrossReference
XP_001350695.1,1018320,1018319,1000080,org.intermine.model.bio.CrossReference
XP_001349309.1,1018324,1018323,1000080,org.intermine.model.bio.CrossReference
XP_001349142.1,1018328,1018327,1000080,org.intermine.model.bio.CrossReference
XP_001348966.1,1018332,1018331,1000080,org.intermine.model.bio.CrossReference
XP_001350188.1,1018336,1018335,1000080,org.intermine.model.bio.CrossReference
XP_001349877.1,1018340,1018339,1000080,org.intermine.model.bio.CrossReference
XP_001348023.1,1018349,1018348,1000080,org.intermine.model.bio.CrossReference
XP_001347721.1,1018354,1018353,1000080,org.intermine.model.bio.CrossReference
XP_001347415.1,1018359,1018358,1000080,org.intermine.model.bio.CrossReference
XP_001348876.1,1018364,1018363,1000080,org.intermine.model.bio.CrossReference
XP_001348650.1,1018376,1018375,1000080,org.intermine.model.bio.CrossReference
XP_001348451.1,1018392,1018391,1000080,org.intermine.model.bio.CrossReference
XP_001351050.1,1018398,1018396,1000080,org.intermine.model.bio.CrossReference
XP_001351115.1,1018403,1018401,1000080,org.intermine.model.bio.CrossReference
XP_966232.1,1018408,1018407,1000080,org.intermine.model.bio.CrossReference
XP_966021.1,1018415,1018414,1000080,org.intermine.model.bio.CrossReference
XP_001351010.1,1018420,1018418,1000080,org.intermine.model.bio.CrossReference
XP_001352083.1,1018424,1018423,1000080,org.intermine.model.bio.CrossReference
XP_001351794.1,1018428,1018427,1000080,org.intermine.model.bio.CrossReference
XP_001350817.1,1018443,1018442,1000080,org.intermine.model.bio.CrossReference
XP_001350644.1,1018448,1018447,1000080,org.intermine.model.bio.CrossReference
XP_001350473.1,1018453,1018452,1000080,org.intermine.model.bio.CrossReference
XP_001349498.1,1018457,1018456,1000080,org.intermine.model.bio.CrossReference
XP_001349263.1,1018461,1018460,1000080,org.intermine.model.bio.CrossReference
XP_001348983.1,1018465,1018464,1000080,org.intermine.model.bio.CrossReference
XP_001350218.1,1018469,1018468,1000080,org.intermine.model.bio.CrossReference
XP_001349956.1,1018473,1018472,1000080,org.intermine.model.bio.CrossReference
XP_001348025.1,1018478,1018477,1000080,org.intermine.model.bio.CrossReference
XP_001347840.1,1018483,1018482,1000080,org.intermine.model.bio.CrossReference
XP_001347596.1,1018488,1018487,1000080,org.intermine.model.bio.CrossReference
XP_001347371.1,1018501,1018500,1000080,org.intermine.model.bio.CrossReference
XP_001348815.1,1018515,1018514,1000080,org.intermine.model.bio.CrossReference
XP_001348600.1,1018520,1018519,1000080,org.intermine.model.bio.CrossReference
XP_001348279.1,1018525,1018524,1000080,org.intermine.model.bio.CrossReference
XP_001351312.1,1018535,1018530,1000080,org.intermine.model.bio.CrossReference
XP_001347705.1,1018536,1018530,1000080,org.intermine.model.bio.CrossReference
XP_001349724.1,1018537,1018530,1000080,org.intermine.model.bio.CrossReference
XP_001347675.1,1018538,1018530,1000080,org.intermine.model.bio.CrossReference
XP_001350947.1,1018539,1018530,1000080,org.intermine.model.bio.CrossReference
XP_001351561.1,1018545,1018542,1000080,org.intermine.model.bio.CrossReference
XP_001348946.1,1018546,1018542,1000080,org.intermine.model.bio.CrossReference
XP_001351258.1,1018551,1018549,1000080,org.intermine.model.bio.CrossReference
XP_001349728.1,1018555,1018554,1000080,org.intermine.model.bio.CrossReference
XP_001351281.1,1018560,1018558,1000080,org.intermine.model.bio.CrossReference
XP_966037.1,1018568,1018567,1000080,org.intermine.model.bio.CrossReference
XP_001351492.1,1018572,1018571,1000080,org.intermine.model.bio.CrossReference
XP_001352175.1,1018576,1018575,1000080,org.intermine.model.bio.CrossReference
XP_001351876.1,1018581,1018579,1000080,org.intermine.model.bio.CrossReference
XP_001351630.1,1018585,1018584,1000080,org.intermine.model.bio.CrossReference
XP_001350912.1,1018592,1018591,1000080,org.intermine.model.bio.CrossReference
XP_001350618.1,1018597,1018596,1000080,org.intermine.model.bio.CrossReference
XP_001350171.1,1018602,1018601,1000080,org.intermine.model.bio.CrossReference
XP_001349415.1,1018607,1018606,1000080,org.intermine.model.bio.CrossReference
XP_001349087.1,1018611,1018610,1000080,org.intermine.model.bio.CrossReference
XP_001350358.1,1018615,1018614,1000080,org.intermine.model.bio.CrossReference
XP_001350122.1,1018619,1018618,1000080,org.intermine.model.bio.CrossReference
XP_001349844.1,1018623,1018622,1000080,org.intermine.model.bio.CrossReference
XP_001348021.1,1018628,1018627,1000080,org.intermine.model.bio.CrossReference
XP_001347772.1,1018640,1018639,1000080,org.intermine.model.bio.CrossReference
XP_001347569.1,1018645,1018644,1000080,org.intermine.model.bio.CrossReference
XP_001348890.1,1018656,1018655,1000080,org.intermine.model.bio.CrossReference
XP_001348674.1,1018668,1018667,1000080,org.intermine.model.bio.CrossReference
XP_001348366.1,1018673,1018672,1000080,org.intermine.model.bio.CrossReference
XP_001349638.1,1018677,1018676,1000080,org.intermine.model.bio.CrossReference
XP_966230.1,1018682,1018681,1000080,org.intermine.model.bio.CrossReference
XP_966033.1,1018687,1018686,1000080,org.intermine.model.bio.CrossReference
XP_001349859.1,1018691,1018690,1000080,org.intermine.model.bio.CrossReference
XP_001350988.1,1018696,1018694,1000080,org.intermine.model.bio.CrossReference
XP_001352064.1,1018700,1018699,1000080,org.intermine.model.bio.CrossReference
XP_001351853.1,1018704,1018703,1000080,org.intermine.model.bio.CrossReference
XP_001351618.1,1018708,1018707,1000080,org.intermine.model.bio.CrossReference
XP_001350835.1,1018713,1018712,1000080,org.intermine.model.bio.CrossReference
XP_001350584.1,1018718,1018717,1000080,org.intermine.model.bio.CrossReference
XP_001349731.1,1018722,1018721,1000080,org.intermine.model.bio.CrossReference
XP_001349454.1,1018726,1018725,1000080,org.intermine.model.bio.CrossReference
XP_001349187.1,1018730,1018729,1000080,org.intermine.model.bio.CrossReference
XP_001350390.1,1018734,1018733,1000080,org.intermine.model.bio.CrossReference
XP_001350107.1,1018738,1018737,1000080,org.intermine.model.bio.CrossReference
XP_001349894.1,1018742,1018741,1000080,org.intermine.model.bio.CrossReference
XP_001351558.1,1018746,1018745,1000080,org.intermine.model.bio.CrossReference
XP_001347969.1,1018756,1018755,1000080,org.intermine.model.bio.CrossReference
XP_001347693.1,1018761,1018760,1000080,org.intermine.model.bio.CrossReference
XP_001347388.1,1018770,1018769,1000080,org.intermine.model.bio.CrossReference
XP_001348778.1,1018775,1018774,1000080,org.intermine.model.bio.CrossReference
XP_001348545.1,1018780,1018779,1000080,org.intermine.model.bio.CrossReference
XP_001348223.1,1018790,1018789,1000080,org.intermine.model.bio.CrossReference
XP_001351082.1,1018796,1018793,1000080,org.intermine.model.bio.CrossReference
XP_001349674.1,1018800,1018799,1000080,org.intermine.model.bio.CrossReference
XP_001351314.1,1018805,1018803,1000080,org.intermine.model.bio.CrossReference
XP_966194.1,1018820,1018819,1000080,org.intermine.model.bio.CrossReference
XP_001349945.1,1018825,1018824,1000080,org.intermine.model.bio.CrossReference
XP_001350492.1,1018837,1018836,1000080,org.intermine.model.bio.CrossReference
XP_001351465.1,1018841,1018840,1000080,org.intermine.model.bio.CrossReference
XP_001351079.1,1018846,1018844,1000080,org.intermine.model.bio.CrossReference
XP_001352010.1,1018850,1018849,1000080,org.intermine.model.bio.CrossReference
XP_001351752.1,1018855,1018854,1000080,org.intermine.model.bio.CrossReference
XP_001350929.1,1018860,1018859,1000080,org.intermine.model.bio.CrossReference
XP_001350702.1,1018865,1018864,1000080,org.intermine.model.bio.CrossReference
XP_001350456.1,1018870,1018869,1000080,org.intermine.model.bio.CrossReference
XP_001349311.1,1018874,1018873,1000080,org.intermine.model.bio.CrossReference
XP_001349018.1,1018878,1018877,1000080,org.intermine.model.bio.CrossReference
XP_001350290.1,1018882,1018881,1000080,org.intermine.model.bio.CrossReference
XP_001350032.1,1018886,1018885,1000080,org.intermine.model.bio.CrossReference
XP_001348073.1,1018891,1018890,1000080,org.intermine.model.bio.CrossReference
XP_001347764.1,1018896,1018895,1000080,org.intermine.model.bio.CrossReference
XP_001347506.1,1018901,1018900,1000080,org.intermine.model.bio.CrossReference
XP_001348944.1,1018906,1018905,1000080,org.intermine.model.bio.CrossReference
XP_001348745.1,1018911,1018910,1000080,org.intermine.model.bio.CrossReference
XP_001348539.1,1018916,1018915,1000080,org.intermine.model.bio.CrossReference
XP_001348269.1,1018927,1018926,1000080,org.intermine.model.bio.CrossReference
XP_001351153.1,1018932,1018930,1000080,org.intermine.model.bio.CrossReference
XP_001349612.1,1018936,1018935,1000080,org.intermine.model.bio.CrossReference
XP_966143.1,1018945,1018944,1000080,org.intermine.model.bio.CrossReference
XP_001351016.1,1018950,1018948,1000080,org.intermine.model.bio.CrossReference
XP_001352125.1,1018954,1018953,1000080,org.intermine.model.bio.CrossReference
XP_001351897.1,1018958,1018957,1000080,org.intermine.model.bio.CrossReference
XP_001351629.1,1018962,1018961,1000080,org.intermine.model.bio.CrossReference
XP_001350880.1,1018969,1018968,1000080,org.intermine.model.bio.CrossReference
XP_001350609.1,1018974,1018973,1000080,org.intermine.model.bio.CrossReference
XP_001349486.1,1018980,1018979,1000080,org.intermine.model.bio.CrossReference
XP_001349250.1,1018984,1018983,1000080,org.intermine.model.bio.CrossReference
XP_001349058.1,1018988,1018987,1000080,org.intermine.model.bio.CrossReference
XP_001350149.1,1018993,1018991,1000080,org.intermine.model.bio.CrossReference
XP_001349897.1,1018998,1018997,1000080,org.intermine.model.bio.CrossReference
XP_001351524.1,1019002,1019001,1000080,org.intermine.model.bio.CrossReference
XP_001348072.1,1019011,1019010,1000080,org.intermine.model.bio.CrossReference
XP_001347860.1,1019022,1019021,1000080,org.intermine.model.bio.CrossReference
XP_001347614.1,1019034,1019033,1000080,org.intermine.model.bio.CrossReference
XP_001347385.1,1019039,1019038,1000080,org.intermine.model.bio.CrossReference
XP_001348757.1,1019044,1019043,1000080,org.intermine.model.bio.CrossReference
XP_001348476.1,1019049,1019048,1000080,org.intermine.model.bio.CrossReference
XP_001348274.1,1019054,1019053,1000080,org.intermine.model.bio.CrossReference
XP_001349660.1,1019058,1019057,1000080,org.intermine.model.bio.CrossReference
XP_001351292.1,1019062,1019061,1000080,org.intermine.model.bio.CrossReference
XP_966254.1,1019067,1019066,1000080,org.intermine.model.bio.CrossReference
XP_001351353.1,1019071,1019070,1000080,org.intermine.model.bio.CrossReference
XP_001352193.1,1019075,1019074,1000080,org.intermine.model.bio.CrossReference
XP_001351998.1,1019079,1019078,1000080,org.intermine.model.bio.CrossReference
XP_001351747.1,1019083,1019082,1000080,org.intermine.model.bio.CrossReference
XP_001350777.1,1019092,1019091,1000080,org.intermine.model.bio.CrossReference
XP_001350564.1,1019097,1019096,1000080,org.intermine.model.bio.CrossReference
XP_001349463.1,1019101,1019100,1000080,org.intermine.model.bio.CrossReference
XP_001349238.1,1019105,1019104,1000080,org.intermine.model.bio.CrossReference
XP_001350384.1,1019109,1019108,1000080,org.intermine.model.bio.CrossReference
XP_001350180.1,1019113,1019112,1000080,org.intermine.model.bio.CrossReference
XP_001349943.1,1019118,1019117,1000080,org.intermine.model.bio.CrossReference
XP_001351557.1,1019122,1019121,1000080,org.intermine.model.bio.CrossReference
XP_001347974.1,1019131,1019130,1000080,org.intermine.model.bio.CrossReference
XP_001347694.1,1019136,1019135,1000080,org.intermine.model.bio.CrossReference
XP_001347466.1,1019141,1019140,1000080,org.intermine.model.bio.CrossReference
XP_001348858.1,1019146,1019145,1000080,org.intermine.model.bio.CrossReference
XP_001348662.1,1019151,1019150,1000080,org.intermine.model.bio.CrossReference
XP_001348409.1,1019156,1019155,1000080,org.intermine.model.bio.CrossReference
XP_001348217.1,1019161,1019160,1000080,org.intermine.model.bio.CrossReference
XP_001351395.1,1019165,1019164,1000080,org.intermine.model.bio.CrossReference
XP_966235.1,1019170,1019169,1000080,org.intermine.model.bio.CrossReference
XP_966014.1,1019181,1019180,1000080,org.intermine.model.bio.CrossReference
XP_001351023.1,1019186,1019184,1000080,org.intermine.model.bio.CrossReference
